gene_id,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,V2.x,uniprot_accession.x,gene_name.x,V5.x,V6.x,V7.x,V8.x,V9.x,V10.x,V11.x,V12.x,V13.x,V14.x,Entry.x,Reviewed.x,Entry.Name.x,Protein.names.x,Gene.Names.x,Organism.x,Length.x,Gene.Ontology.biological.process.x,Gene.Ontology.IDs.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203
g9401,363.6627254,0.879540883,0.315155451,2.790816021,0.005257535,0.01793962,574,359,490,176,255,283,258,377,331,380,471,394,887,113,176,245,sp,O76031,CLPX_HUMAN,64.062,128,46,0,1,384,487,614,1.47E-45,159,O76031,reviewed,CLPX_HUMAN,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,Homo sapiens (Human),633,ATP metabolic process [GO:0046034]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603],GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006508; GO:0008270; GO:0009368; GO:0009841; GO:0016504; GO:0016887; GO:0042645; GO:0046034; GO:0046983; GO:0051082; GO:0051603; GO:0140662,191.9693251,0.581928294,0.209456236,2.778281059,0.005464733,0.019618466,206,197,307,189,90,223,208,216,154,192,184,161
g21415,5007.979939,-1.319764113,0.369767457,-3.569173246,0.00035811,0.001873945,3945,11786,8957,10014,7382,8539,14529,11950,2728,1813,2433,1960,4872,837,464,2442,sp,Q9UQC9,CLCA2_HUMAN,34.615,104,63,2,55,366,741,839,7.70E-13,70.1,Q9UQC9,reviewed,CLCA2_HUMAN,"Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]",CLCA2 CACC3,Homo sapiens (Human),943,cell adhesion [GO:0007155]; monoatomic ion transmembrane transport [GO:0034220]; proteolysis [GO:0006508],GO:0004222; GO:0005229; GO:0005254; GO:0005576; GO:0005654; GO:0005829; GO:0005886; GO:0006508; GO:0007155; GO:0009925; GO:0030054; GO:0031965; GO:0034220; GO:0046872; GO:0070161,2767.157152,-1.213283243,0.410422879,-2.956178381,0.003114769,0.012324542,2069,571,794,908,1430,2228,5061,4061,3437,6253,4828,4406
g21414,13107.63324,-1.499731181,0.348956967,-4.297753944,1.73E-05,0.000140133,10921,33577,22330,25207,22944,21277,41995,30902,6995,5367,4485,5196,12206,1665,1353,6063,sp,P54281,CLCA1_BOVIN,30.906,618,378,13,124,1941,22,602,8.31E-84,285,P54281,reviewed,CLCA1_BOVIN,Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel) (Epithelial chloride channel protein),,Bos taurus (Bovine),903,calcium ion transport [GO:0006816]; proteolysis [GO:0006508],GO:0005229; GO:0005886; GO:0006508; GO:0006816; GO:0008237; GO:0016324; GO:0046872,7515.648886,-1.294471939,0.432013508,-2.99636913,0.002732155,0.011058302,4973,1287,2565,1893,3972,5986,14282,10769,9425,16701,14321,11912
g3728,2426.560178,-1.361193733,0.240670088,-5.655849238,1.55E-08,2.69E-07,2727,5343,5742,4454,4504,4680,4729,5448,1471,499,803,1636,1606,222,3872,827,sp,Q6GQ29,CBPQ_XENLA,58.862,457,188,0,91,1461,13,469,0,567,Q6GQ29,reviewed,CBPQ_XENLA,Carboxypeptidase Q (EC 3.4.17.-) (Plasma glutamate carboxypeptidase),cpq pgcp,Xenopus laevis (African clawed frog),469,peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573,1310.592715,-1.421268369,0.332838751,-4.270140915,1.95E-05,0.000162614,396,731,1120,375,209,952,2777,2214,2065,2493,2230,2102
g5188,500.3975613,-1.570979071,0.337151713,-4.65956129,3.17E-06,3.14E-05,871,1160,1231,806,828,1390,881,860,237,73,237,316,480,24,348,75,sp,Q4R7U8,ASGL1_MACFA,46.602,309,155,3,7,933,1,299,9.44E-86,263,Q4R7U8,reviewed,ASGL1_MACFA,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],ASRGL1 QtsA-14329,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),308,asparagine catabolic process via L-aspartate [GO:0033345]; proteolysis [GO:0006508],GO:0001917; GO:0004067; GO:0005737; GO:0006508; GO:0008798; GO:0033345,210.1213384,-2.04467599,0.408926554,-5.00010569,5.73E-07,7.39E-06,70,123,67,102,31,42,522,497,434,110,369,501
g1331,294.7876251,-0.921352265,0.261285563,-3.526227217,0.000421525,0.002148005,498,567,466,308,499,399,689,817,263,67,151,388,229,33,236,71,sp,Q8BHG1,NRDC_MOUSE,52.89,571,243,3,385,2019,222,792,0,645,Q8BHG1,reviewed,NRDC_MOUSE,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),Nrdc Nrd1,Mus musculus (Mouse),1161,negative regulation of cold-induced thermogenesis [GO:0120163]; positive regulation of axonogenesis [GO:0050772]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of myelination [GO:0031643]; proteolysis [GO:0006508],GO:0004222; GO:0005739; GO:0006508; GO:0008233; GO:0030425; GO:0031643; GO:0046872; GO:0050772; GO:0051044; GO:0120163,137.6802664,-0.820041821,0.29886509,-2.743852828,0.006072275,0.021386877,89,113,119,122,32,57,197,153,216,295,236,166
g16353,538.7135926,-1.825033394,0.311374223,-5.861221838,4.59E-09,8.80E-08,692,1317,1555,1015,878,1166,1210,1238,399,126,226,423,150,16,202,122,sp,A3KG59,P20D2_MOUSE,42.172,396,183,9,13,1167,26,386,2.43E-79,254,A3KG59,reviewed,P20D2_MOUSE,Xaa-Arg dipeptidase (EC 3.4.13.4),Pm20d2 Acy1l2 Gm424,Mus musculus (Mouse),431,proteolysis [GO:0006508]; regulation of protein metabolic process [GO:0051246],GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246,269.4491747,-1.273663176,0.288260146,-4.418450463,9.94E-06,9.11E-05,137,157,241,162,46,107,741,529,280,555,269,492
g20362,78.30626713,-3.208524773,0.77834532,-4.122238154,3.75E-05,0.000273379,54,347,448,102,62,106,189,263,23,20,13,0,24,0,0,17,sp,O57382,TLL2_XENLA,28.475,295,128,5,40,678,595,888,3.20E-34,132,O57382,reviewed,TLL2_XENLA,Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid),tll2 xld,Xenopus laevis (African clawed frog),1019,cell differentiation [GO:0030154]; proteolysis [GO:0006508],GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154,74.57773436,-3.18169158,0.893596136,-3.560547603,0.000370082,0.002055671,27,12,6,0,18,9,138,66,53,77,559,23
g19004,615.0090159,3.698641948,0.467638778,7.909185727,2.59E-15,1.41E-13,106,81,113,42,378,99,78,47,2075,798,311,1762,842,287,387,1018,sp,Q9Y5R2,MMP24_HUMAN,39.602,553,285,15,229,1785,80,617,1.67E-108,343,Q9Y5R2,reviewed,MMP24_HUMAN,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],MMP24 MT5MMP,Homo sapiens (Human),645,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0070062; GO:0097150; GO:0098742,607.3505702,3.495085882,0.715586199,4.88422763,1.04E-06,1.25E-05,1716,333,983,121,662,1858,132,83,346,20,55,63
g19379,275.6821534,6.05293072,1.162954531,5.204787082,1.94E-07,2.60E-06,24,36,0,0,0,13,0,17,38,17,201,34,346,401,178,1135,sp,P20918,PLMN_MOUSE,40.206,291,147,7,817,1677,545,812,1.68E-55,203,P20918,reviewed,PLMN_MOUSE,"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]",Plg,Mus musculus (Mouse),812,"biological process involved in interaction with symbiont [GO:0051702]; blood coagulation [GO:0007596]; extracellular matrix disassembly [GO:0022617]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of fibrinolysis [GO:0051918]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of fibrinolysis [GO:0051919]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0099183]; trophoblast giant cell differentiation [GO:0060707]",GO:0002020; GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009897; GO:0009986; GO:0010812; GO:0016525; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0034185; GO:0042246; GO:0042730; GO:0043536; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0060707; GO:0060716; GO:0062023; GO:0071674; GO:0098685; GO:0098978; GO:0099183; GO:1990405,110.0660659,6.529333683,1.120364297,5.827866615,5.61E-09,1.21E-07,198,164,57,130,357,35,0,5,0,0,0,11
g9283,648.3265305,2.960609089,0.458206573,6.46129773,1.04E-10,2.77E-09,177,219,217,137,291,149,233,164,637,796,222,555,688,568,383,2074,sp,P16519,NEC2_HUMAN,44.586,157,86,1,1,468,447,603,1.23E-40,147,P16519,reviewed,NEC2_HUMAN,Neuroendocrine convertase 2 (NEC 2) (EC 3.4.21.94) (KEX2-like endoprotease 2) (Prohormone convertase 2) (Proprotein convertase 2) (PC2),PCSK2 NEC2,Homo sapiens (Human),638,enkephalin processing [GO:0034230]; insulin processing [GO:0030070]; islet amyloid polypeptide processing [GO:0034231]; nervous system development [GO:0007399]; peptide hormone processing [GO:0016486]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0005654; GO:0006508; GO:0007399; GO:0016020; GO:0016486; GO:0016540; GO:0030070; GO:0030133; GO:0030141; GO:0030425; GO:0034230; GO:0034231; GO:0043005; GO:0043204; GO:0043231,574.6866718,3.627772361,0.51284649,7.07379778,1.51E-12,6.45E-11,1363,380,299,589,1502,613,133,100,129,79,87,96
g17596,1410.050782,1.380541545,0.376907871,3.662809012,0.000249465,0.001382423,816,867,882,1019,1015,857,953,2146,2603,1011,665,1269,1135,454,4657,1038,sp,B1AQJ2,UBP36_MOUSE,48.156,461,229,6,67,1440,12,465,2.44E-136,451,B1AQJ2,reviewed,UBP36_MOUSE,Ubiquitin carboxyl-terminal hydrolase 36 (EC 2.3.2.-) (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36),Usp36 Kiaa1453,Mus musculus (Mouse),1098,chromatin organization [GO:0006325]; negative regulation of macroautophagy [GO:0016242]; nucleolus organization [GO:0007000]; protein deubiquitination [GO:0016579]; protein stabilization [GO:0050821]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981]; regulation of protein stability [GO:0031647]; regulation of rRNA processing [GO:2000232],GO:0003723; GO:0004843; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006325; GO:0006508; GO:0007000; GO:0016242; GO:0016579; GO:0016607; GO:0016740; GO:0031647; GO:0042981; GO:0050821; GO:0140936; GO:1990380; GO:2000232,686.4856293,0.889495749,0.343334886,2.5907526,0.009576631,0.031011925,870,584,554,557,1033,561,721,551,524,611,449,653
g14832,77.41639388,-1.391178744,0.438610883,-3.171783458,0.001515059,0.006301403,169,176,156,81,128,120,203,185,22,44,34,49,47,16,50,0,sp,Q5G266,NETR_TRAPH,31.173,324,197,7,157,1128,194,491,8.63E-38,149,Q5G266,reviewed,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,Trachypithecus phayrei (Phayre's leaf monkey),875,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195,40.86494678,-1.767900016,0.659540408,-2.680502958,0.007351161,0.024923241,20,41,13,16,10,0,58,49,55,141,114,35
g23767,160.566241,-1.85361297,0.291181518,-6.365833196,1.94E-10,4.93E-09,347,391,466,187,241,336,301,495,86,22,49,106,94,11,97,19,sp,Q2T9J0,TYSD1_HUMAN,32.67,603,331,17,97,1866,26,566,9.54E-81,268,Q2T9J0,reviewed,TYSD1_HUMAN,"Peroxisomal leader peptide-processing protease (EC 3.4.21.-) (Trypsin domain-containing protein 1) [Cleaved into: Peroxisomal leader peptide-processing protease, 15 kDa form; Peroxisomal leader peptide-processing protease, 45 kDa form]",TYSND1,Homo sapiens (Human),566,protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of fatty acid beta-oxidation [GO:0031998],GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0016020; GO:0016485; GO:0031998; GO:0042802,87.8515845,-1.757450903,0.617314345,-2.846930282,0.004414303,0.016408841,11,41,104,25,7,33,250,249,48,332,54,106
g11276,85381.0995,8.4174289,0.407995043,20.63120387,1.44E-94,2.77E-90,920,615,740,702,761,560,499,441,194246,246523,87870,143134,76643,72086,33818,89400,sp,Q8TE57,ATS16_HUMAN,31.452,744,413,25,1,2085,292,987,1.31E-93,318,Q8TE57,reviewed,ATS16_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-),ADAMTS16 KIAA2029,Homo sapiens (Human),1224,branching involved in ureteric bud morphogenesis [GO:0001658]; extracellular matrix organization [GO:0030198]; male gamete generation [GO:0048232]; proteolysis [GO:0006508]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073],GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872; GO:0048232; GO:1902017,48676.39751,8.295643412,0.840461265,9.87034591,5.60E-23,1.10E-20,84772,23520,42462,642,98361,192556,620,338,148,97,507,550
g11277,27378.84767,8.47480447,0.443950848,19.08951072,3.09E-81,1.98E-77,388,100,204,185,198,186,215,141,61248,69969,36758,42693,22321,25894,10214,24614,sp,P25723,TLD_DROME,26.667,210,134,7,118,711,388,589,1.18E-14,76.6,P25723,reviewed,TLD_DROME,Dorsal-ventral patterning protein tolloid (EC 3.4.24.-),tld CG6868,Drosophila melanogaster (Fruit fly),1067,"amnioserosa formation [GO:0007378]; dorsal/ventral pattern formation [GO:0009953]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; maternal specification of dorsal/ventral axis, oocyte, soma encoded [GO:0007313]; positive regulation of activin receptor signaling pathway [GO:0032927]; positive regulation of BMP signaling pathway [GO:0030513]; protein processing [GO:0016485]; proteolysis [GO:0006508]; R8 cell fate specification [GO:0045464]",GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0007313; GO:0007378; GO:0008270; GO:0008586; GO:0009953; GO:0016485; GO:0030513; GO:0032927; GO:0045464,15892.98723,8.437602881,0.833975009,10.117333,4.63E-24,1.05E-21,28686,8547,13491,240,31993,61959,155,106,53,24,138,183
g11275,24634.4781,8.273974395,0.410587871,20.15153146,2.61E-90,2.51E-86,308,212,237,217,240,158,141,161,67078,76324,19207,50948,20255,16062,10200,28961,sp,Q8TE57,ATS16_HUMAN,36.17,94,57,2,223,495,87,180,1.11E-08,58.2,Q8TE57,reviewed,ATS16_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-),ADAMTS16 KIAA2029,Homo sapiens (Human),1224,branching involved in ureteric bud morphogenesis [GO:0001658]; extracellular matrix organization [GO:0030198]; male gamete generation [GO:0048232]; proteolysis [GO:0006508]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073],GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872; GO:0048232; GO:1902017,12727.90389,8.345704818,0.824952303,10.11659072,4.66E-24,1.05E-21,20229,6253,12362,204,23139,54671,175,95,42,25,110,132
g16700,3396.295274,-2.389745506,0.55840926,-4.279559234,1.87E-05,0.000150695,2451,5547,18088,9082,4574,7786,7810,5367,1126,1107,102,285,1739,496,195,1043,sp,Q9R0S2,MMP24_MOUSE,33.012,518,292,17,124,1599,56,544,9.63E-68,233,Q9R0S2,reviewed,MMP24_MOUSE,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Matrix metalloproteinase-21) (MMP-21) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],Mmp24 Mmp21 Mt5mmp,Mus musculus (Mouse),618,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742,1823.125097,-2.767802233,0.548017331,-5.050574274,4.40E-07,5.84E-06,900,101,296,269,544,143,3769,2607,2511,2837,4716,6095
g7450,17616.36456,3.386084993,0.765109983,4.42561863,9.62E-06,8.39E-05,1627,4927,551,273,3282,15464,5046,2141,1364,44737,17103,32638,34169,9643,1486,46115,sp,Q15485,FCN2_HUMAN,57.277,213,89,2,433,1068,102,313,3.09E-79,248,Q15485,reviewed,FCN2_HUMAN,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),FCN2 FCNL,Homo sapiens (Human),313,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; opsonization [GO:0008228]; positive regulation of opsonization [GO:1903028]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0008228; GO:0009897; GO:0043394; GO:0043654; GO:0046872; GO:0048306; GO:0050829; GO:0050830; GO:0062023; GO:0070062; GO:0072562; GO:0097367; GO:1903028; GO:1905370; GO:2001065,11690.72658,3.792867194,0.783797504,4.839090674,1.30E-06,1.53E-05,45479,4626,2011,12639,6304,42963,2706,5110,1409,1028,1253,159
g2495,126.4698257,8.279164699,0.939947979,8.808109473,1.27E-18,1.07E-16,5,0,0,0,0,0,0,4,353,239,203,62,108,75,19,325,sp,P55112,NAS4_CAEEL,36.15,213,132,3,157,786,78,289,1.78E-43,153,P55112,reviewed,NAS4_CAEEL,Zinc metalloproteinase nas-4 (EC 3.4.24.-) (Nematode astacin 4),nas-4 C05D11.6,Caenorhabditis elegans,315,proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0008270,166.7728598,7.291800654,0.986936172,7.388320404,1.49E-13,7.78E-12,286,315,217,20,551,71,5,7,0,0,0,4
g2494,5749.605595,-2.640126741,0.413800899,-6.380186099,1.77E-10,4.54E-09,3804,9715,14031,19038,5008,15806,21451,16552,2598,643,1620,1065,1579,517,710,787,sp,P55115,NAS15_CAEEL,29.56,477,276,9,268,1575,114,571,1.56E-52,196,P55115,reviewed,NAS15_CAEEL,Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15),nas-15 T04G9.2,Caenorhabditis elegans,571,proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0008270,3341.230009,-3.076557126,0.630759681,-4.877542461,1.07E-06,1.29E-05,1265,297,832,224,832,44,7738,2978,6440,10328,5461,10375
g11751,4191.020978,2.898486246,1.175195081,2.466387319,0.013648366,0.039677927,4247,35,41,19,56,5660,60,202,8397,118,164,2035,563,1656,1772,25898,sp,P49275,DERF3_DERFA,38.258,264,141,9,1,759,4,256,4.07E-43,150,P49275,reviewed,DERF3_DERFA,Mite allergen Der f 3 (EC 3.4.21.-) (Allergen Der f III) (allergen Der f 3),DERF3,Dermatophagoides farinae (American house dust mite),259,proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508,20951.15958,4.143968084,1.126981563,3.677050468,0.000235946,0.001403006,1560,18770,61533,125,1090,121843,177,1152,5348,870,4565,2580
g19541,6698.949595,4.628990545,0.448399563,10.32336097,5.53E-25,8.65E-23,265,627,723,447,1330,1129,534,544,10287,15158,2447,10259,8579,6364,3890,12649,sp,Q9ULZ9,MMP17_HUMAN,37.037,486,289,8,103,1536,47,523,1.07E-92,298,Q9ULZ9,reviewed,MMP17_HUMAN,Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP),MMP17 MT4MMP,Homo sapiens (Human),603,collagen catabolic process [GO:0030574]; drinking behavior [GO:0042756]; extracellular matrix organization [GO:0030198]; kidney development [GO:0001822]; proteolysis [GO:0006508],GO:0001822; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0030198; GO:0030574; GO:0031012; GO:0042756; GO:0070006; GO:0098552,5551.652022,4.007329938,0.629337204,6.367540186,1.92E-10,5.65E-09,12536,4402,3601,1620,15936,7807,627,381,599,545,1524,834
g19543,11.08154088,4.140082235,1.240262127,3.338070353,0.000843624,0.00384786,0,3,0,8,0,0,0,0,0,7,12,6,22,9,28,29,sp,Q99542,MMP19_HUMAN,36,250,146,7,1,729,230,472,2.07E-40,149,Q99542,reviewed,MMP19_HUMAN,Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18),MMP19 MMP18 RASI,Homo sapiens (Human),508,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012,4.709831446,5.949949498,1.98304813,3.000405996,0.0026962,0.01093691,11,19,8,0,10,0,0,0,0,0,0,0
g11953,621.6733641,-1.074566466,0.208775239,-5.147001497,2.65E-07,3.42E-06,965,1350,1516,1060,826,919,1123,1329,338,194,385,705,606,66,291,192,sp,A0A0R4IB93,UBP48_DANRE,51.579,760,332,7,1,2232,1,740,0,789,A0A0R4IB93,reviewed,UBP48_DANRE,Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Ubiquitin specific peptidase 48),usp48,Danio rerio (Zebrafish) (Brachydanio rerio),1047,cranial skeletal system development [GO:1904888]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579; GO:1904888,297.3882082,-1.130581544,0.221069622,-5.114142463,3.15E-07,4.34E-06,212,200,134,225,73,137,656,589,435,587,340,407
g11952,323.3272798,-0.622067862,0.246426638,-2.524353155,0.011591142,0.03475177,540,550,671,503,327,452,555,607,164,145,261,393,413,68,145,92,sp,Q86UV5,UBP48_HUMAN,43.446,267,127,8,4,750,774,1034,1.74E-44,163,Q86UV5,reviewed,UBP48_HUMAN,Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48),USP48 USP31,Homo sapiens (Human),1035,protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0005929; GO:0006508; GO:0016579; GO:0101005,140.4312821,-1.227259964,0.280960542,-4.368086548,1.25E-05,0.000111319,79,86,130,74,37,42,250,336,163,246,239,190
g5273,345.1319489,-0.834003118,0.295246614,-2.824767768,0.00473149,0.016428831,587,652,639,521,529,630,520,681,170,143,182,303,498,26,365,68,sp,B2RYG6,OTUB1_RAT,62.302,252,94,1,55,807,19,270,3.59E-107,314,B2RYG6,reviewed,OTUB1_RAT,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (Ubiquitin-specific-processing protease OTUB1),Otub1,Rattus norvegicus (Rat),271,adaptive immune response [GO:0002250]; cellular response to interleukin-1 [GO:0071347]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; proteolysis [GO:0006508],GO:0002250; GO:0004843; GO:0005737; GO:0006281; GO:0006508; GO:0006974; GO:0016579; GO:0019784; GO:0031625; GO:0043130; GO:0055105; GO:0071108; GO:0071347; GO:1904263; GO:2000780,217.7233766,-1.204791521,0.362415821,-3.324334785,0.000886297,0.004276992,137,251,177,44,34,93,569,415,272,433,282,299
