gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g13272	388.8427373469	1.33596533112305	0.447601827104258	2.98471822549526	0.002838396564409	0.011431498057998	697	823	460	80	251	661	499	217	138	206	282	314	sp	Q8BI21	RNF38_MOUSE	76.316	114	25	1	1084	1425	353	464	1.27e-50	182	Q8BI21	reviewed	RNF38_MOUSE	E3 ubiquitin-protein ligase RNF38 (EC 2.3.2.27) (RING finger protein 38) (RING-type E3 ubiquitin transferase RNF38)	Rnf38	Mus musculus (Mouse)	464	protein ubiquitination [GO:0016567]	GO:0005654; GO:0016567; GO:0036126; GO:0046872; GO:0061630
g4577	109.049332834151	0.600144963301515	0.233494576815287	2.57027367182184	0.0101618202763875	0.0325506514959115	133	143	103	103	88	99	173	110	94	102	52	116	sp	Q96RV3	PCX1_HUMAN	43.75	128	65	2	136	513	2219	2341	7.89e-30	117	Q96RV3	reviewed	PCX1_HUMAN	Pecanex-like protein 1 (Pecanex homolog protein 1)	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	Homo sapiens (Human)	2341		GO:0016020
g4575	131.365071463153	-1.18657105450976	0.486811925329615	-2.43743218432117	0.0147919884749577	0.044065865963612	43	43	192	31	35	80	171	206	219	140	354	182	sp	Q9ERY9	ERG28_MOUSE	39.695	131	79	0	13	405	8	138	3.8e-26	98.6	Q9ERY9	reviewed	ERG28_MOUSE	Ergosterol biosynthetic protein 28 homolog	Erg28 Orf11	Mus musculus (Mouse)	140	sterol biosynthetic process [GO:0016126]	GO:0005783; GO:0005789; GO:0016126; GO:0030133; GO:0030674; GO:0042802
g16930	1081.73185917477	0.803057242781746	0.330258323579673	2.4316033403107	0.0150321594897579	0.0446413332749152	1915	2793	973	738	431	798	1301	832	841	886	1076	821	sp	Q8T6J1	ABCA6_DICDI	28.513	1473	865	42	751	4980	272	1619	9.64e-129	445	Q8T6J1	reviewed	ABCA6_DICDI	ABC transporter A family member 6 (ABC transporter ABCA.6)	abcA6 DDB_G0291245	Dictyostelium discoideum (Social amoeba)	1631	lipid transport [GO:0006869]; sorocarp morphogenesis [GO:0031288]	GO:0005319; GO:0005524; GO:0006869; GO:0016020; GO:0016887; GO:0031288; GO:0042626; GO:0043231; GO:0140359
g5625	28.4892444873765	3.31150552495524	1.10872254489581	2.98677567277794	0.0028193651894402	0.0113751584113184	63	143	44	15	0	39	24	4	4	0	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g5620	155.347611264123	-0.974998472920764	0.35732023304361	-2.72864053797303	0.00635959850376018	0.0222081412920588	84	72	106	102	91	58	263	195	126	318	377	201	sp	Q9VBW3	CAD96_DROME	49.206	126	63	1	250	624	646	771	3.29e-40	149	Q9VBW3	reviewed	CAD96_DROME	Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)	Cad96Ca HD-14 CG10244	Drosophila melanogaster (Fruit fly)	773	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; Golgi organization [GO:0007030]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of cell size [GO:0045792]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of wound healing [GO:0090303]; protein phosphorylation [GO:0006468]; wound healing [GO:0042060]	GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007156; GO:0016339; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0051897; GO:0090303
g821	171.830828398787	-0.90676865741846	0.26308592259389	-3.44666354048211	0.000567554936602225	0.00294752919161449	138	159	117	135	47	46	452	298	208	272	221	228	sp	Q7TN79	AKA7G_MOUSE	34.286	245	157	2	667	1392	51	294	4.03e-41	155	Q7TN79	reviewed	AKA7G_MOUSE	A-kinase anchor protein 7 isoform gamma (AKAP-7 isoform gamma) (A-kinase anchor protein 18) (AKAP-18) (Protein kinase A-anchoring protein 7 isoform gamma) (PRKA7 isoform gamma)	Akap7 Akap18	Mus musculus (Mouse)	314	cell surface receptor protein serine/threonine kinase signaling pathway [GO:0007178]; modulation of chemical synaptic transmission [GO:0050804]; protein localization [GO:0008104]; regulation of protein kinase A signaling [GO:0010738]	GO:0005634; GO:0005737; GO:0005829; GO:0007178; GO:0008104; GO:0010738; GO:0016208; GO:0016324; GO:0016529; GO:0019901; GO:0019904; GO:0030315; GO:0032991; GO:0034237; GO:0050804; GO:0070382; GO:0098686
g826	228.432240277024	-0.864798194079638	0.285254270978845	-3.03167483211416	0.00243201035467094	0.0100069518629153	168	151	192	199	81	59	400	284	304	505	360	294	sp	Q15560	TCEA2_HUMAN	49.839	311	121	5	13	888	5	299	9.17e-99	295	Q15560	reviewed	TCEA2_HUMAN	Transcription elongation factor A protein 2 (Testis-specific S-II) (Transcription elongation factor S-II protein 2) (Transcription elongation factor TFIIS.l)	TCEA2	Homo sapiens (Human)	299	DNA-templated transcription [GO:0006351]; DNA-templated transcription elongation [GO:0006354]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0003677; GO:0005634; GO:0005654; GO:0005813; GO:0006351; GO:0006354; GO:0006368; GO:0008023; GO:0008270; GO:0032784
g825	3.30493866422704	-4.92589051632382	1.62314067937139	-3.03478963895571	0.00240703510090626	0.00992228471129632	0	0	0	0	0	0	12	5	4	14	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1013	194.702088145822	-0.674554271389266	0.234485826829862	-2.87673792701641	0.00401809152520137	0.0151799241689992	173	188	153	146	67	72	361	261	253	231	348	278	sp	Q0MQB8	NDUAB_PONPY	52.632	95	43	2	124	405	46	139	1.37e-20	84.7	Q0MQB8	reviewed	NDUAB_PONPY	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	NDUFA11	Pongo pygmaeus (Bornean orangutan)	141	mitochondrial respiratory chain complex I assembly [GO:0032981]	GO:0005747; GO:0032981; GO:0045271
g1011	248.414750007407	-1.41558910833986	0.285184395778069	-4.96376775621858	6.91386125208623e-07	8.68298218624914e-06	110	122	174	185	41	87	488	358	478	585	348	374	sp	Q9BQ61	TRIR_HUMAN	60.606	66	22	2	448	633	111	176	6.09e-16	75.9	Q9BQ61	reviewed	TRIR_HUMAN	Telomerase RNA component interacting RNase (EC 3.1.13.-) (Exoribonuclease TRIR)	TRIR C19orf43	Homo sapiens (Human)	176	rRNA catabolic process [GO:0016075]	GO:0003723; GO:0008408; GO:0008409; GO:0016075
g9145	162.607687168322	-0.868498781810516	0.343044113136981	-2.5317408127733	0.0113497852243037	0.0355545172614146	87	174	193	69	46	56	361	186	184	268	356	185	sp	Q6PEC1	TBCA_RAT	55.882	102	45	0	16	321	3	104	3.5e-34	117	Q6PEC1	reviewed	TBCA_RAT	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	Tbca	Rattus norvegicus (Rat)	108	post-chaperonin tubulin folding pathway [GO:0007023]; protein folding [GO:0006457]; tubulin complex assembly [GO:0007021]	GO:0005737; GO:0005874; GO:0006457; GO:0007021; GO:0007023; GO:0015630; GO:0015631; GO:0048487
g6542	115.446693295016	-1.84398291597274	0.465100781868702	-3.96469536895618	7.3489736952451e-05	0.000518073938586282	40	61	43	9	24	82	330	368	105	209	148	187	sp	Q13426	XRCC4_HUMAN	30.592	304	168	9	10	885	3	275	5.09e-23	101	Q13426	reviewed	XRCC4_HUMAN	DNA repair protein XRCC4 (hXRCC4) (X-ray repair cross-complementing protein 4) [Cleaved into: Protein XRCC4, C-terminus (XRCC4/C)]	XRCC4	Homo sapiens (Human)	336	cellular response to lithium ion [GO:0071285]; DNA ligation involved in DNA repair [GO:0051103]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; immunoglobulin V(D)J recombination [GO:0033152]; positive regulation of ligase activity [GO:0051351]; protein localization to site of double-strand break [GO:1990166]; response to X-ray [GO:0010165]	GO:0005634; GO:0005654; GO:0005829; GO:0005958; GO:0006302; GO:0006303; GO:0010165; GO:0032807; GO:0033152; GO:0035861; GO:0042802; GO:0051103; GO:0051351; GO:0070419; GO:0070975; GO:0071285; GO:1990166
g14759	667.342127609968	1.58065743149392	0.622286498381692	2.54007990789541	0.0110827144498014	0.0348752829425573	607	775	2063	80	220	1655	665	519	309	512	96	430	sp	Q8BFP9	PDK1_MOUSE	46.436	463	173	5	40	1422	41	430	6.47e-139	409	Q8BFP9	reviewed	PDK1_MOUSE	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	Pdk1	Mus musculus (Mouse)	434	cell population proliferation [GO:0008283]; cell surface receptor signaling pathway [GO:0007166]; hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; regulation of acetyl-CoA biosynthetic process from pyruvate [GO:0010510]; regulation of glucose metabolic process [GO:0010906]	GO:0004674; GO:0004740; GO:0005524; GO:0005739; GO:0005759; GO:0005886; GO:0007166; GO:0008283; GO:0008631; GO:0010510; GO:0010906; GO:0035556; GO:0042802; GO:0044877; GO:0045254; GO:0097411
g21368	683.928490183357	0.879821925610054	0.313176393261651	2.80934944184948	0.00496417320791378	0.0181206379213633	901	514	524	940	754	655	724	435	705	773	421	469	sp	Q6P7G6	BRK1A_XENLA	82.353	68	12	0	34	237	8	75	1.85e-36	120	Q6P7G6	reviewed	BRK1A_XENLA	Probable protein BRICK1-A	brk1-a	Xenopus laevis (African clawed frog)	75	actin filament organization [GO:0007015]; cell motility [GO:0048870]; regulation of actin polymerization or depolymerization [GO:0008064]	GO:0005856; GO:0007015; GO:0008064; GO:0031209; GO:0044877; GO:0048870
g9628	20.7714227514672	-1.24173196913801	0.50710459821408	-2.44867030098157	0.0143384629019955	0.0429713572247136	21	16	11	10	5	4	21	25	21	34	64	38	sp	Q9DAR0	CFA90_MOUSE	42.424	99	53	2	181	465	66	164	1.65e-16	76.3	Q9DAR0	reviewed	CFA90_MOUSE	Cilia- and flagella-associated protein 90 (Y regulated sperm protein)	Cfap90	Mus musculus (Mouse)	182	flagellated sperm motility [GO:0030317]	GO:0005930; GO:0030317; GO:0036064; GO:0036126; GO:0160112
g2639	19.2251815764223	22.2496004762009	2.95059745825793	7.54071024291377	4.67418659243895e-14	2.67793795027764e-12	0	118	0	0	58	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g21098	188.689229231911	-2.11309100768204	0.511135597302756	-4.13411043729441	3.56332108677199e-05	0.000273415202606183	91	31	51	50	79	36	473	633	506	150	338	116	sp	A1A546	ISX_MOUSE	47.674	86	41	2	241	498	79	160	1.26e-15	80.9	A1A546	reviewed	ISX_MOUSE	Intestine-specific homeobox	Isx	Mus musculus (Mouse)	240	negative regulation of intestinal absorption [GO:1904479]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of vitamin A metabolic process [GO:1901738]	GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0043565; GO:1901738; GO:1904479
g4774	8421.655994981	4.36625764304358	1.1384709772784	3.83519451104624	0.000125464962486106	0.000821576987658472	346	5341	32860	66	267	45382	102	447	1880	309	1362	1032	sp	Q6P8K8	CBPA4_MOUSE	36.765	408	230	10	61	1260	21	408	2.75e-77	249	Q6P8K8	reviewed	CBPA4_MOUSE	Carboxypeptidase A4 (EC 3.4.17.-)	Cpa4	Mus musculus (Mouse)	420	hormone catabolic process [GO:0042447]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	GO:0004181; GO:0005615; GO:0006508; GO:0008270; GO:0042447; GO:0043171
g4777	365.146287248426	-1.28788869690343	0.387254953768719	-3.3256868230344	0.000882009692391721	0.00425946719791099	214	116	249	221	156	110	1267	319	400	1231	396	412	sp	Q9VBW0	SAYS1_DROME	29.255	188	110	5	1	543	4	175	1.08e-17	79.7	Q9VBW0	reviewed	SAYS1_DROME	SAYSvFN domain-containing protein 1	Saysd1 CG13663	Drosophila melanogaster (Fruit fly)	177	protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	GO:0005789; GO:0006515
g3271	33.7863066945522	-2.21198377528436	0.746570131008503	-2.9628613353394	0.00304793840247418	0.0121025620130806	26	12	29	5	0	0	123	75	64	61	43	55	sp	Q8IVS2	FABD_HUMAN	52.038	319	153	0	445	1401	56	374	1.67e-121	363	Q8IVS2	reviewed	FABD_HUMAN	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyl CoA:ACP acyltransferase) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)	MCAT MT	Homo sapiens (Human)	390	fatty acid beta-oxidation [GO:0006635]; fatty acid biosynthetic process [GO:0006633]; mitochondrial small ribosomal subunit assembly [GO:0180026]	GO:0003723; GO:0004314; GO:0005739; GO:0005759; GO:0006633; GO:0006635; GO:0180026
g3277	73.1103438041349	-1.34295588243405	0.29265900620376	-4.58880763607539	4.45784982008238e-06	4.53755305713631e-05	39	53	39	33	19	34	200	132	53	131	154	109	sp	Q9CSU0	RPR1B_MOUSE	50.751	333	155	3	1	999	1	324	3.33e-100	301	Q9CSU0	reviewed	RPR1B_MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	Rprd1b Crept	Mus musculus (Mouse)	326	mRNA 3'-end processing [GO:0031124]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle process [GO:0010564]; RNA polymerase II promoter clearance [GO:0001111]	GO:0000993; GO:0001111; GO:0005634; GO:0005654; GO:0008284; GO:0010564; GO:0031124; GO:0042802; GO:0045944; GO:0097550; GO:0099122
g17652	441.196877177271	2.983347905064	1.16887200362343	2.55233070500089	0.0107004898139501	0.0339149525241232	116	694	1502	0	20	1874	10	57	271	23	158	131	sp	C3YWU0	FUCO_BRAFL	69.042	449	126	5	28	1371	12	448	0	649	C3YWU0	reviewed	FUCO_BRAFL	Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)	BRAFLDRAFT_56888	Branchiostoma floridae (Florida lancelet) (Amphioxus)	449	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]	GO:0004560; GO:0005576; GO:0005764; GO:0006004; GO:0016139
g17653	1006.62923422657	-0.759778824893544	0.300388159758953	-2.52932347767378	0.0114282644938619	0.0356907130085342	899	650	675	1043	287	400	2378	797	1498	1496	1879	1270	sp	C3YWU0	FUCO_BRAFL	72.311	437	115	3	70	1380	18	448	0	659	C3YWU0	reviewed	FUCO_BRAFL	Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)	BRAFLDRAFT_56888	Branchiostoma floridae (Florida lancelet) (Amphioxus)	449	fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]	GO:0004560; GO:0005576; GO:0005764; GO:0006004; GO:0016139
g17650	12.839462234017	-1.90726932002192	0.744717014993482	-2.56106585672493	0.0104351573044174	0.0332374309694353	10	13	0	2	4	0	35	28	22	27	20	18	sp	Q5R7Q6	OXLD1_PONAB	41.27	63	33	2	295	471	91	153	1.45e-09	57	Q5R7Q6	reviewed	OXLD1_PONAB	Oxidoreductase-like domain-containing protein 1	OXLD1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	159		
g13023	124.147306308031	0.659841234075042	0.227844846441899	2.89601123035847	0.0037793887458087	0.0144230553384668	121	123	159	197	67	118	177	110	112	109	105	98	sp	Q708Y0	EBF2_ARATH	28.745	247	153	8	301	1023	188	417	4.92e-10	65.9	Q708Y0	reviewed	EBF2_ARATH	EIN3-binding F-box protein 2	EBF2 At5g25350 F18G18.90	Arabidopsis thaliana (Mouse-ear cress)	623	ethylene-activated signaling pathway [GO:0009873]; negative regulation of ethylene-activated signaling pathway [GO:0010105]; protein ubiquitination [GO:0016567]; response to ethylene [GO:0009723]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005634; GO:0006511; GO:0009723; GO:0009873; GO:0010105; GO:0016567; GO:0019005
g18317	79.8415399472293	-1.33010275039368	0.419762908444192	-3.16870005337911	0.00153122329287242	0.00679301542931872	40	66	26	68	7	37	200	70	129	203	100	148	sp	Q0VFH6	RM22_XENTR	56.742	178	75	2	280	810	28	204	1.11e-67	211	Q0VFH6	reviewed	RM22_XENTR	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22)	mrpl22	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	204	translation [GO:0006412]	GO:0003735; GO:0005739; GO:0005762; GO:0006412
g23141	135.180361323659	-2.04669646716641	0.747053804972494	-2.73969084093182	0.00614970008168336	0.0216258061913756	93	58	74	0	11	61	522	215	182	412	40	315	sp	P45878	FKBP2_MOUSE	40	130	74	2	16	396	8	136	3e-26	102	P45878	reviewed	FKBP2_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)	Fkbp2 Fkbp13	Mus musculus (Mouse)	140	chaperone-mediated protein folding [GO:0061077]	GO:0003755; GO:0005783; GO:0005789; GO:0061077
g23140	63.6573555875197	1.9391079940127	0.77341063554765	2.50721661286649	0.0121686114002057	0.0375974884334039	15	33	188	31	9	250	23	61	45	19	22	16	sp	Q8HYW2	SO3A1_BOVIN	37.5	240	127	6	397	1104	403	623	9.07e-33	134	Q8HYW2	reviewed	SO3A1_BOVIN	Solute carrier organic anion transporter family member 3A1 (Organic anion-transporting polypeptide D) (OATP-D)	SLCO3A1 OATP3A1 OATPD SLC21A11	Bos taurus (Bovine)	710	monoatomic ion transport [GO:0006811]; prostaglandin transport [GO:0015732]; sodium-independent organic anion transport [GO:0043252]	GO:0006811; GO:0008514; GO:0009925; GO:0015132; GO:0015347; GO:0015732; GO:0016323; GO:0016324; GO:0043252
g15097	4.04042571772669	5.74544124243526	1.55573544318966	3.69307086727782	0.000221562246939233	0.00132929982397352	16	18	6	3	0	5	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15091	873.428958492453	-1.19569366685825	0.322575411910622	-3.70671050151071	0.000209968723897711	0.0012732881586633	640	528	558	742	200	174	1617	1952	1515	1325	1290	1088	sp	Q9Y2M2	SSUH2_HUMAN	34.603	315	184	5	694	1611	74	375	1.18e-48	176	Q9Y2M2	reviewed	SSUH2_HUMAN	Protein SSUH2 homolog (Protein ssu-2 homolog)	SSUH2 C3orf32 FLS485	Homo sapiens (Human)	375	odontogenesis [GO:0042476]	GO:0005634; GO:0005737; GO:0031072; GO:0042476; GO:0051082
g14326	1013.12025781437	0.836204274041725	0.308277273533491	2.71250703776216	0.00667763633840019	0.023104160851056	1189	714	867	1518	1002	1032	885	786	992	687	942	888	sp	P13280	GLYG_RABIT	48.507	134	35	1	28	327	3	136	7.37e-38	130	P13280	reviewed	GLYG_RABIT	Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)	GYG1 GYG	Oryctolagus cuniculus (Rabbit)	333	glycogen biosynthetic process [GO:0005978]	GO:0005737; GO:0005978; GO:0008466; GO:0030145; GO:0042803; GO:0102751
g14322	83052.5166966086	-2.53261070242281	0.490752860765508	-5.160664164998	2.46075268670294e-07	3.49128960195975e-06	32904	17599	30687	32760	13132	2316	291156	179991	210691	88637	164144	113117	sp	Q8R066	C1QT4_MOUSE	35	140	85	2	595	996	169	308	7.59e-18	86.7	Q8R066	reviewed	C1QT4_MOUSE	Complement C1q tumor necrosis factor-related protein 4 (C1q/TNF-related protein 4)	C1qtnf4 Ctrp4	Mus musculus (Mouse)	326	positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-6-mediated signaling pathway [GO:0070105]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of tumor necrosis factor production [GO:0032760]	GO:0005125; GO:0005615; GO:0032755; GO:0032760; GO:0070105; GO:1901224
g14321	27984.2767482678	-2.53752231232901	0.49648820929745	-5.11094174002581	3.20556836266714e-07	4.39930739475695e-06	10796	5540	10365	11385	4458	778	100833	61834	67949	29930	57574	36041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g19540	124.403062452622	1.93136621393461	0.736130686225009	2.62367301088745	0.00869872530111344	0.0286053016598386	270	75	64	95	268	121	89	136	51	62	1	48	sp	Q9MYM7	B3GT1_PONPY	43.75	112	62	1	34	369	214	324	3.3e-27	105	Q9MYM7	reviewed	B3GT1_PONPY	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)	B3GALT1	Pongo pygmaeus (Bornean orangutan)	326	lipid glycosylation [GO:0030259]; protein glycosylation [GO:0006486]	GO:0000139; GO:0006486; GO:0008499; GO:0030259; GO:0047275
g19547	35.2412057641467	-1.08436090499474	0.437710370927398	-2.47734798400425	0.013236278035763	0.0403096708929152	33	37	18	13	7	16	131	61	45	70	15	53	sp	Q9EQ80	NIF3L_MOUSE	48.148	351	170	3	1	1020	27	376	2.65e-112	334	Q9EQ80	reviewed	NIF3L_MOUSE	NIF3-like protein 1	Nif3l1	Mus musculus (Mouse)	376	negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron differentiation [GO:0030182]; positive regulation of DNA-templated transcription [GO:0045893]	GO:0000122; GO:0005634; GO:0005737; GO:0005739; GO:0030182; GO:0042802; GO:0045893; GO:0061629
g19898	2227.13784361488	0.941446808864745	0.335582417415603	2.80541160682685	0.00502523624673528	0.0183065075786903	2887	1354	1961	1940	2551	3346	2419	1574	1329	1833	2316	1634	sp	O75976	CBPD_HUMAN	33.582	1343	720	39	268	3921	82	1377	0	644	O75976	reviewed	CBPD_HUMAN	Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)	CPD	Homo sapiens (Human)	1380	peptide metabolic process [GO:0006518]; protein processing [GO:0016485]	GO:0004181; GO:0004185; GO:0005615; GO:0005886; GO:0006518; GO:0008270; GO:0016020; GO:0016485; GO:0070062
g22041	206.645840892719	-0.871027877988238	0.261419939726336	-3.33191063734488	0.000862519475229242	0.00418662963137766	187	188	153	103	61	94	392	473	377	271	208	228	sp	O95858	TSN15_HUMAN	39.544	263	152	4	37	813	20	279	4.22e-63	203	O95858	reviewed	TSN15_HUMAN	Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15)	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311	Homo sapiens (Human)	294	negative regulation of Notch signaling pathway [GO:0045746]; protein localization to plasma membrane [GO:0072659]; protein maturation [GO:0051604]; regulation of membrane protein ectodomain proteolysis [GO:0051043]	GO:0005788; GO:0005829; GO:0005886; GO:0009986; GO:0016604; GO:0019899; GO:0030054; GO:0031902; GO:0043231; GO:0045746; GO:0051043; GO:0051604; GO:0072659; GO:0097197
g21931	394.947293275957	-1.0554612693297	0.351070184792035	-3.00641101139058	0.00264351416015676	0.0107546212913321	199	253	381	289	107	130	798	603	641	958	206	738	sp	P40630	TFAM_MOUSE	31.799	239	149	4	25	729	4	232	1.08e-31	120	P40630	reviewed	TFAM_MOUSE	Transcription factor A, mitochondrial (mtTFA) (Testis-specific high mobility group protein) (TS-HMG)	Tfam Hmgts	Mus musculus (Mouse)	243	mitochondrial respiratory chain complex assembly [GO:0033108]; mitochondrial transcription [GO:0006390]; positive regulation of DNA-templated transcription [GO:0045893]; response to hypoxia [GO:0001666]; response to nutrient [GO:0007584]; transcription initiation at mitochondrial promoter [GO:0006391]	GO:0000976; GO:0001018; GO:0001223; GO:0001666; GO:0003682; GO:0005634; GO:0005739; GO:0006390; GO:0006391; GO:0007584; GO:0031072; GO:0032991; GO:0033108; GO:0034246; GO:0042645; GO:0045893
g22370	6.08674777209644	6.32457777312364	2.48671756687668	2.54334382696597	0.0109797127610457	0.0346097319615447	0	15	28	0	0	24	0	0	0	0	0	0	sp	P0DTQ2	DRDK_BACT7	31.847	157	85	5	7	411	224	380	1.18e-16	79.3	P0DTQ2	reviewed	DRDK_BACT7	5-deoxyribose kinase (EC 2.7.1.-) (5-deoxyribose disposal kinase) (Methylthioribose kinase) (MTR kinase) (EC 2.7.1.100)	drdK HD73_0460	Bacillus thuringiensis serovar kurstaki (strain ATCC 35866 / NRRL B-4488 / HD73)	409	carbohydrate phosphorylation [GO:0046835]; methionine biosynthetic process [GO:0009086]; toxic metabolite repair [GO:0110052]	GO:0005524; GO:0009086; GO:0019200; GO:0046522; GO:0046835; GO:0110052
g22377	139.158201632353	-1.32760937325782	0.236384554067997	-5.61631185460591	1.95076446275878e-08	3.68257806060751e-07	70	85	87	74	35	64	241	197	222	369	168	250	sp	Q58CW6	CARTF_BOVIN	27.434	226	119	9	412	1002	264	473	3.76e-13	75.5	Q58CW6	reviewed	CARTF_BOVIN	Calcium-responsive transcription factor (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8 protein)	CARF ALS2CR8	Bos taurus (Bovine)	703	cellular response to calcium ion [GO:0071277]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0006357; GO:0071277
g10145	70.6833922179022	-1.14878043280284	0.44041776056102	-2.60838807077054	0.00909697570075256	0.0296662668000509	64	41	75	12	13	38	149	125	43	127	169	98	sp	Q9UJ83	HACL1_HUMAN	60.784	255	100	0	1	765	14	268	7.66e-97	298	Q9UJ83	reviewed	HACL1_HUMAN	2-hydroxyacyl-CoA lyase 1 (EC 4.1.2.63) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)	HACL1 HPCL HPCL2 PHYH2 HSPC279	Homo sapiens (Human)	578	fatty acid alpha-oxidation [GO:0001561]; fatty acid metabolic process [GO:0006631]; methyl-branched fatty acid metabolic process [GO:0097089]; phytanic acid metabolic process [GO:1903512]; protein targeting to peroxisome [GO:0006625]	GO:0000287; GO:0001561; GO:0005524; GO:0005654; GO:0005777; GO:0005782; GO:0005829; GO:0006625; GO:0006631; GO:0016830; GO:0030976; GO:0042802; GO:0043231; GO:0097089; GO:0106359; GO:0106376; GO:1903512
