gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
2555	g16825	586.231497693024	-1.34150420508857	0.269814743903822	-4.97194551223915	6.62843368287932e-07	8.09766611704621e-06	294	229	382	459	139	227	1248	1155	1048	1166	681	851	sp	Q8K4Q0	RPTOR_MOUSE	47.518	564	273	12	280	1950	788	1335	9.55e-165	509	Q8K4Q0	reviewed	RPTOR_MOUSE	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	Rptor Raptor	Mus musculus (Mouse)	1335	GO:0001558; GO:0001932; GO:0001938; GO:0005737; GO:0005764; GO:0006974; GO:0009267; GO:0009410; GO:0010494; GO:0010506; GO:0010507; GO:0019901; GO:0030307; GO:0030674; GO:0031267; GO:0031669; GO:0031929; GO:0031931; GO:0032008; GO:0035176; GO:0038202; GO:0042325; GO:0045672; GO:0045821; GO:0046676; GO:0046889; GO:0071230; GO:0071333; GO:0071456; GO:0071470; GO:0140767; GO:1901331; GO:1905857
2556	g16823	90.715645882296	-2.95964164331892	0.669213579688948	-4.4225666261802	9.75352577342015e-06	8.68310272825057e-05	31	26	43	10	11	0	193	188	60	319	265	134	sp	A8MT69	CENPX_HUMAN	56.41	39	17	0	22	138	7	45	1.36e-10	50.1	A8MT69	reviewed	CENPX_HUMAN	Centromere protein X (CENP-X) (FANCM-associated histone fold protein 2) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog)	CENPX FAAP10 MHF2 STRA13	Homo sapiens (Human)	81	GO:0000712; GO:0000785; GO:0000939; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0007059; GO:0031297; GO:0031398; GO:0036297; GO:0043240; GO:0051301; GO:0051382; GO:0071821
2557	g16821	251.629981305892	-1.46131773395407	0.383558061837745	-3.80989967191002	0.000139023196362871	0.000857997288386084	108	148	230	52	28	170	753	588	310	409	320	385	sp	Q99447	PCY2_HUMAN	61.828	372	128	4	1	1110	1	360	1.77e-166	475	Q99447	reviewed	PCY2_HUMAN	Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)	PCYT2	Homo sapiens (Human)	389	GO:0004306; GO:0005737; GO:0005789; GO:0006646; GO:0008654
2558	g14460	56.6687785855987	-3.40704612396778	0.733323689906703	-4.64603308315492	3.38378761137999e-06	3.4440413766298e-05	21	10	28	10	0	0	162	144	70	109	191	64	sp	Q9VCA2	ORCT_DROME	30	550	332	13	22	1554	4	539	2.52e-63	219	Q9VCA2	reviewed	ORCT_DROME	Organic cation transporter protein	Orct CG6331	Drosophila melanogaster (Fruit fly)	548	GO:0006811; GO:0006915; GO:0016020; GO:0022857
2559	g14466	90.7551587238532	-0.787307100139058	0.321667933093755	-2.44757720350566	0.0143820309748875	0.0418725954947729	58	53	38	46	60	74	209	153	124	169	84	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2560	g14468	270.347763247163	-0.826917422888876	0.344575880188637	-2.39981226322685	0.0164034822974486	0.0464648689561138	126	235	310	168	34	189	745	481	353	389	341	295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2561	g19733	38.0827976105218	2.90356205906637	0.925912098642368	3.13589385355669	0.00171331202598605	0.00729071216849325	35	32	35	65	100	28	15	5	11	0	0	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2562	g19732	3396.95258743769	3.68973965608506	0.66136375256265	5.57898681593612	2.41923574557428e-08	4.24830594507663e-07	2335	1952	1812	5123	9840	5611	566	232	529	54	924	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2563	g19731	432.575783294447	3.15151305991413	0.648051046156062	4.8630629926569	1.15583042789162e-06	1.32307326566745e-05	289	198	243	707	1287	549	111	14	75	22	199	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2564	g19730	413.567571960439	3.1839372239377	0.620242335316896	5.13337617031729	2.84590297244438e-07	3.83497089073652e-06	388	114	391	328	1387	438	106	32	49	31	203	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2565	g22107	1390.51069421368	-0.981328221857626	0.399876165323458	-2.45408030524608	0.0141245434657744	0.0412835645078502	1059	2068	1407	668	188	348	2789	2361	2387	2422	658	2465	sp	P08991	H2AV_STRPU	100	103	0	0	76	384	23	125	3.34e-69	207	P08991	reviewed	H2AV_STRPU	Histone H2A.V (H2A.F/Z)	H2A.F/Z	Strongylocentrotus purpuratus (Purple sea urchin)	125	GO:0000786; GO:0005634; GO:0030527; GO:0031492; GO:0031507; GO:0046982
2566	g2543	695.172042743396	1.43939690931869	0.289876260608012	4.96555635946031	6.85043944392741e-07	8.31591319838784e-06	1144	924	790	419	771	1044	804	377	337	458	334	497	sp	Q5R662	LRP12_PONAB	37.358	530	289	14	97	1599	39	554	2.79e-91	310	Q5R662	reviewed	LRP12_PONAB	Low-density lipoprotein receptor-related protein 12 (LRP-12)	LRP12	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	859	GO:0001764; GO:0005886; GO:0005905; GO:0006897; GO:0031175
2567	g7797	760.181430499348	2.35614853603361	0.478421353653474	4.92483982589999	8.44294834522615e-07	9.98918261379669e-06	2418	604	651	597	1468	432	339	356	291	329	245	240	sp	Q8N682	DRAM1_HUMAN	38.071	197	120	1	247	831	34	230	3.32e-32	122	Q8N682	reviewed	DRAM1_HUMAN	DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)	DRAM1 DRAM	Homo sapiens (Human)	238	GO:0005737; GO:0005764; GO:0005765; GO:0006914; GO:0006915; GO:0010506
2568	g22219	59.8725490119241	4.22718678531445	1.62158802897207	2.60681918575464	0.00913876044764999	0.0289934355536361	114	271	118	0	0	154	0	12	7	0	0	18	sp	G3V9H8	RET_RAT	61.111	252	96	2	2008	2757	703	954	5.94e-90	313	G3V9H8	reviewed	RET_RAT	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Ret	Rattus norvegicus (Rat)	1115	GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797; GO:0160144
2569	g22212	4564.10857487081	3.31368407758278	0.540635847859055	6.12923484579341	8.83027039452107e-10	2.16825216998894e-08	6004	4194	3648	11417	10167	2251	1134	1606	1135	586	474	748	sp	P14316	IRF2_HUMAN	57.5	120	49	1	100	459	2	119	4.94e-43	157	P14316	reviewed	IRF2_HUMAN	Interferon regulatory factor 2 (IRF-2)	IRF2	Homo sapiens (Human)	349	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0005925; GO:0006355; GO:0006357; GO:0008283; GO:0045944; GO:0051607; GO:1990837
2570	g22211	1875.06968952779	1.814242441949	0.596836060658908	3.03976679952292	0.00236761395041944	0.00956241273096404	1745	1225	1247	3190	4260	1470	555	408	1576	328	1519	503	sp	Q9NR30	DDX21_HUMAN	51.439	556	246	2	331	1992	181	714	4e-178	531	Q9NR30	reviewed	DDX21_HUMAN	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	DDX21	Homo sapiens (Human)	783	GO:0001649; GO:0002735; GO:0003723; GO:0003724; GO:0003725; GO:0003729; GO:0005524; GO:0005654; GO:0005694; GO:0005730; GO:0005739; GO:0005829; GO:0006338; GO:0006364; GO:0006366; GO:0016020; GO:0016479; GO:0016887; GO:0019843; GO:0030515; GO:0035198; GO:0042802; GO:0043123; GO:0043330; GO:0045087; GO:0045943; GO:0045944; GO:0045945; GO:0051607; GO:0062176; GO:0097322; GO:0110016; GO:0140870
2571	g22214	237.112522680616	-1.21666416607989	0.278129098701415	-4.37445837835919	1.21734346028575e-05	0.00010527947300327	157	111	176	151	60	89	455	373	248	374	591	355	sp	Q66KB9	BL1S2_XENTR	61.667	120	45	1	97	453	28	147	4.45e-35	122	Q66KB9	reviewed	BL1S2_XENTR	Biogenesis of lysosome-related organelles complex 1 subunit 2 (BLOC-1 subunit 2)	bloc1s2 TTpA018b22.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	147	GO:0005765; GO:0005813; GO:0008089; GO:0031175; GO:0032418; GO:0048490; GO:0099078; GO:1904115
2572	g8188	9.75909741151755	-6.19334834734062	2.09403929908374	-2.95760846038113	0.00310035656078503	0.011924767146228	0	0	0	0	0	0	13	0	17	19	82	0	sp	A0A0P0XM10	PAO6_ORYSJ	36.117	479	259	16	121	1458	32	496	4.37e-78	255	A0A0P0XM10	reviewed	PAO6_ORYSJ	Polyamine oxidase 6 (OsPAO6) (EC 1.5.3.-) (Polyamine oxidase B)	PAO6 PAOB Os09g0368200 LOC_Os09g20260 OJ1759_F09.3 P0564H06.9	Oryza sativa subsp. japonica (Rice)	496	GO:0006598; GO:0016491; GO:0046208; GO:0048046; GO:0050660; GO:0052894; GO:0052901; GO:1903602
2573	g8183	15873.2243937993	4.1061125670098	0.5257150534111	7.81052880332664	5.69485424058092e-15	3.64091014447807e-13	34946	5395	16073	12334	26791	46959	2096	1486	2015	744	2603	2393	sp	P27701	CD82_HUMAN	27.869	244	151	5	97	807	31	256	9.43e-26	105	P27701	reviewed	CD82_HUMAN	CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82)	CD82 KAI1 SAR2 ST6 TSPAN27	Homo sapiens (Human)	267	GO:0005886; GO:0045335; GO:0070062
2574	g8182	427.189579773686	-0.747404770136213	0.18396008905665	-4.06286371119365	4.84743344120977e-05	0.000343499162816761	425	368	284	279	163	163	983	693	757	532	465	535	sp	Q5ZL34	CPSF6_CHICK	56.545	191	63	7	1	543	1	181	1.36e-53	198	Q5ZL34	reviewed	CPSF6_CHICK	Cleavage and polyadenylation specificity factor subunit 6	CPSF6 RCJMB04_7p13	Gallus gallus (Chicken)	551	GO:0003729; GO:0005634; GO:0005654; GO:0005726; GO:0005737; GO:0005847; GO:0005849; GO:0016607; GO:0035061; GO:0042382; GO:0046833; GO:0051290; GO:0110104; GO:0180010
2575	g8184	8285.68059730523	1.22108060187071	0.294014576723516	4.15312946547879	3.27959065273769e-05	0.00024814411326449	10723	9821	5108	10740	10347	9812	5790	5080	7009	6047	4937	5640	sp	P47772	RS13_ICTPU	80.124	161	22	1	1	483	1	151	5.16e-89	259	P47772	reviewed	RS13_ICTPU	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	rps13	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	151	GO:0003735; GO:0005730; GO:0006412; GO:0022627; GO:0070181
2576	g10752	96.3276419608767	2.8138593582279	1.14460363965612	2.45837009488568	0.0139569260047345	0.0408738337304638	286	702	106	0	3	24	10	6	18	10	0	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2577	g10753	117.13972371001	-1.68188596780201	0.373148848802621	-4.50727899388926	6.56642682898398e-06	6.14028493618209e-05	41	90	22	72	21	45	288	204	184	277	227	133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2578	g10750	183.093983794829	1.6066336793056	0.557532360003746	2.88168686620237	0.00395552611323094	0.0146179173124797	181	837	175	89	62	222	77	123	66	74	158	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2579	g10751	98.0751795323909	2.04488086714701	0.787370096907382	2.59710252545639	0.00940138578590631	0.0296793565172485	141	391	91	42	50	156	45	74	25	40	0	86	sp	Q9H8J5	MANS1_HUMAN	33.071	127	79	4	88	462	306	428	1.71e-08	55.8	Q9H8J5	reviewed	MANS1_HUMAN	MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)	MANSC1 LOH12CR3 UNQ316/PRO361	Homo sapiens (Human)	431	GO:0005794; GO:0016020
2580	g9276	749.766309458364	2.18380579900999	0.384722169167049	5.67631910513003	1.3762394357999e-08	2.56828596116518e-07	756	608	454	1254	1570	963	347	346	185	252	308	267	sp	Q13972	RGRF1_HUMAN	51.342	857	349	19	1	2460	1	826	0	767	Q13972	reviewed	RGRF1_HUMAN	Ras-specific guanine nucleotide-releasing factor 1 (Ras-GRF1) (Guanine nucleotide-releasing protein) (GNRP) (Ras-specific nucleotide exchange factor CDC25)	RASGRF1 CDC25 GNRP GRF1	Homo sapiens (Human)	1273	GO:0005085; GO:0005829; GO:0005886; GO:0007165; GO:0007265; GO:0007616; GO:0030426; GO:0031175; GO:0034976; GO:0035020; GO:0035254; GO:0043005; GO:0043547; GO:0044342; GO:0046578; GO:0046579; GO:0048167; GO:0048168; GO:0090630
2581	g20108	279.138548451634	5.42361677847772	0.809895335226769	6.69668850106306	2.13195393299313e-11	7.20191561474116e-10	927	445	727	85	256	514	38	4	6	6	0	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2582	g20104	335.765423226964	0.759481767880046	0.22901219979905	3.31633759488124	0.000912055802202812	0.00425741137307326	588	419	400	388	207	235	344	262	416	267	257	253	sp	Q9UHC7	MKRN1_HUMAN	50.877	57	27	1	94	261	55	111	4.39e-16	77.8	Q9UHC7	reviewed	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1 RNF61	Homo sapiens (Human)	482	GO:0000209; GO:0003723; GO:0005829; GO:0016567; GO:0046872; GO:0061630
2583	g20105	306.418333021694	-1.66928111950735	0.315642658273875	-5.28851559113077	1.23312979962866e-07	1.81934073514443e-06	171	142	224	144	34	96	649	547	474	607	725	363	sp	Q9TT91	MKRN1_NOTEU	42.857	399	202	7	37	1230	51	424	4.65e-111	342	Q9TT91	reviewed	MKRN1_NOTEU	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-1)	MKRN1	Notamacropus eugenii (Tammar wallaby) (Macropus eugenii)	478	GO:0000209; GO:0046872; GO:0061630
2584	g20106	2901.59916946198	2.50114532576148	0.389237618457598	6.42575436483395	1.31217144817892e-10	3.83260635168605e-09	5825	4922	2695	1672	5192	3516	1180	1018	967	769	1313	957	sp	Q9WUN2	TBK1_MOUSE	38.757	756	418	14	22	2262	1	720	2.72e-161	501	Q9WUN2	reviewed	TBK1_MOUSE	Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (T2K) (TANK-binding kinase 1)	Tbk1	Mus musculus (Mouse)	729	GO:0002218; GO:0002753; GO:0003676; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0010468; GO:0010629; GO:0018105; GO:0018107; GO:0019903; GO:0032479; GO:0032727; GO:0032728; GO:0034142; GO:0042802; GO:0043123; GO:0044565; GO:0045087; GO:0045944; GO:0050830; GO:0051219; GO:0060340; GO:0106310; GO:0140374; GO:1904262; GO:1904263; GO:1904417
2585	g20107	2063.61886998654	2.34138113077122	0.390705181030176	5.99270561142209	2.06378250641001e-09	4.66907124844686e-08	3435	6683	1934	1525	1906	2687	827	512	1103	650	1048	654	sp	E7F654	NOL9_DANRE	31.967	610	370	15	1501	3267	122	707	9.81e-72	256	E7F654	reviewed	NOL9_DANRE	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.78) (Nucleolar protein 9)	nol9	Danio rerio (Zebrafish) (Brachydanio rerio)	713	GO:0000448; GO:0001889; GO:0003723; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0031017; GO:0048565; GO:0051731; GO:0060216; GO:0061113
2586	g17198	140.398738775484	2.88568213638004	0.700900809385754	4.11710487095735	3.83661521492077e-05	0.000282782458753041	248	436	232	49	154	183	102	49	20	50	0	45	sp	Q9XZV3	GNAO_GEOCY	55.153	359	161	0	1	1077	1	359	2.84e-145	418	Q9XZV3	reviewed	GNAO_GEOCY	Guanine nucleotide-binding protein G(o) subunit alpha		Geodia cydonium (Sponge)	359	GO:0001664; GO:0003924; GO:0005525; GO:0005834; GO:0007188; GO:0031683; GO:0046872
2587	g17195	7.90350333049762	4.43603806870824	1.69845579701083	2.61180660486742	0.00900651870680338	0.0286581614593254	6	29	52	0	0	5	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2588	g17192	128.099220494281	-0.723898263305448	0.294205961168022	-2.46051528130672	0.0138737663605262	0.0406740752234041	106	62	83	143	53	46	249	161	116	274	161	217	sp	Q9V7A7	GPAN1_DROME	32.778	360	197	11	40	1104	14	333	1.82e-40	149	Q9V7A7	reviewed	GPAN1_DROME	G patch domain and ankyrin repeat-containing protein 1 homolog	CG8152	Drosophila melanogaster (Fruit fly)	336	GO:0003676
2589	g8608	431.561541200304	2.85894998054877	0.873402738645581	3.27334670942555	0.00106282021832933	0.00486641979013288	333	348	330	1701	737	121	129	101	111	0	192	81	sp	Q8N6G6	ATL1_HUMAN	52.83	159	72	3	40	513	35	191	4.96e-48	172	Q8N6G6	reviewed	ATL1_HUMAN	ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1)	ADAMTSL1 ADAMTSR1 C9orf94 UNQ528/PRO1071	Homo sapiens (Human)	1762	GO:0005576; GO:0005788; GO:0016787; GO:0030198
2590	g8609	436.35469348702	2.67628156754267	0.732137008759435	3.6554381700735	0.000256743083955556	0.00144975437201204	282	267	281	1693	806	176	154	95	66	8	287	50	sp	P59509	ATS19_MOUSE	32	150	80	6	82	480	809	953	1.9e-15	73.9	P59509	reviewed	ATS19_MOUSE	A disintegrin and metalloproteinase with thrombospondin motifs 19 (ADAM-TS 19) (ADAM-TS19) (ADAMTS-19) (EC 3.4.24.-)	Adamts19	Mus musculus (Mouse)	1210	GO:0003180; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0030199; GO:0031012; GO:0046872
2591	g8605	244.855045602474	1.21547738109669	0.499918193171919	2.43135256467591	0.0150425690516617	0.043378688100532	487	410	326	104	118	330	407	401	194	58	23	169	sp	A1A535	MELT_MOUSE	23.721	215	156	3	919	1551	139	349	9.38e-11	70.1	A1A535	reviewed	MELT_MOUSE	Ventricular zone-expressed PH domain-containing protein 1 (Protein melted homolog)	Veph1 Veph	Mus musculus (Mouse)	833	GO:0005886; GO:0009966; GO:0010314; GO:0030512; GO:0060392
2592	g8606	210.755747452297	1.45646972994802	0.412275799195501	3.53275582217078	0.000411252120793609	0.00216433966742051	317	349	329	125	163	261	275	305	180	31	79	79	sp	A1A535	MELT_MOUSE	22.611	314	224	8	370	1275	43	349	2.01e-10	68.9	A1A535	reviewed	MELT_MOUSE	Ventricular zone-expressed PH domain-containing protein 1 (Protein melted homolog)	Veph1 Veph	Mus musculus (Mouse)	833	GO:0005886; GO:0009966; GO:0010314; GO:0030512; GO:0060392
2593	g8607	664.134047864371	1.16698330035607	0.433077855804423	2.69462703926169	0.00704674581581567	0.0234556356098361	736	672	1003	1309	538	389	603	773	559	194	234	630	sp	Q9VS24	MELT_DROME	26.531	196	131	4	742	1320	133	318	3.35e-09	65.5	Q9VS24	reviewed	MELT_DROME	Protein melted	melt CG8624	Drosophila melanogaster (Fruit fly)	994	GO:0001708; GO:0005886; GO:0006629; GO:0009267; GO:0009966; GO:0010314; GO:0035091; GO:0045464; GO:0046628; GO:0140313; GO:1904263
2594	g7539	803.949163534438	4.03705979574284	1.34203608479137	3.00816039262494	0.00262834380127638	0.0104299932638236	56	377	3023	0	40	4417	5	38	286	10	88	163	sp	P61917	NPC2_PANTR	43.066	137	73	3	61	471	17	148	4.38e-34	120	P61917	reviewed	NPC2_PANTR	NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)	NPC2	Pan troglodytes (Chimpanzee)	151	GO:0005615; GO:0005764; GO:0005783; GO:0008203; GO:0015485; GO:0030301; GO:0032367; GO:0033344
2595	g21767	38.8486927988675	4.79816156857081	1.09140495953858	4.39631644206508	1.10103386598822e-05	9.64284454322106e-05	229	66	73	16	16	39	0	0	15	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2596	g21764	970.222541759488	-0.826546811193284	0.256152032485818	-3.2267821698391	0.00125190726975549	0.00561309695857644	696	365	608	901	460	532	2241	1294	1489	1353	1138	1543	sp	Q00168	KCC2A_DROME	84.762	315	48	0	25	969	7	321	0	570	Q00168	reviewed	KCC2A_DROME	Calcium/calmodulin-dependent protein kinase type II alpha chain (CaM-kinase II alpha chain) (EC 2.7.11.17)	CaMKII CaM CG18069	Drosophila melanogaster (Fruit fly)	530	GO:0001818; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0007268; GO:0007528; GO:0007611; GO:0007616; GO:0007619; GO:0008049; GO:0008582; GO:0009267; GO:0010888; GO:0030424; GO:0030425; GO:0032226; GO:0043005; GO:0045211; GO:0048786; GO:0051489; GO:0060278; GO:0106310; GO:2001234
2597	g7537	390.113970903171	1.93813610916847	0.440952640286547	4.39533848330968	1.10600276117724e-05	9.67167609177882e-05	576	266	334	727	625	414	287	194	226	221	56	158	sp	A0A061I403	FICD_CRIGR	56.542	214	92	1	277	915	92	305	8.41e-76	243	A0A061I403	reviewed	FICD_CRIGR	Protein adenylyltransferase FICD (EC 2.7.7.108) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin-interacting protein E)	FICD HYPE H671_4g11989 I79_014982	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	455	GO:0005524; GO:0005789; GO:0006986; GO:0018117; GO:0030544; GO:0034976; GO:0042803; GO:0044602; GO:0044603; GO:0051087; GO:0070733; GO:1903894
2598	g13470	127.942594884914	-0.938055850609277	0.349402722000509	-2.68474110687641	0.00725860077430559	0.0240172448851952	76	103	106	67	67	25	201	188	148	267	236	176	sp	Q5BJW3	TX261_RAT	52.5	200	87	2	1	594	1	194	9.16e-55	176	Q5BJW3	reviewed	TX261_RAT	Protein TEX261	Tex261	Rattus norvegicus (Rat)	196	GO:0000139; GO:0005789; GO:0006888; GO:0030134; GO:0043065; GO:0097020
2599	g13476	754.75606979247	1.01636911235538	0.292232250614614	3.47794985056503	0.000505264445367806	0.0025850251499523	1044	670	544	1050	798	896	763	476	615	395	739	507	sp	A3KGT9	GPT3L_DANRE	51.957	460	195	5	1	1374	1	436	9.88e-166	477	A3KGT9	reviewed	GPT3L_DANRE	Glycerol-3-phosphate acyltransferase 3-like (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9-like) (1-AGP acyltransferase 9-like) (1-AGPAT 9-like) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase theta-like) (LPAAT-theta-like)	agpat9l si:ch211-155m12.4	Danio rerio (Zebrafish) (Brachydanio rerio)	443	GO:0003841; GO:0004366; GO:0005789; GO:0016024; GO:0019432; GO:0102420
2600	g13475	1113.93005974959	-1.54912597475698	0.438266410313984	-3.53466735825625	0.000408288789638217	0.00215136785309368	266	633	1171	286	93	693	2659	2278	1776	1734	1875	1763	sp	Q92597	NDRG1_HUMAN	34.629	283	162	7	88	903	56	326	8.69e-51	176	Q92597	reviewed	NDRG1_HUMAN	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)	NDRG1 CAP43 DRG1 RTP	Homo sapiens (Human)	394	GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005886; GO:0005912; GO:0007165; GO:0008017; GO:0008285; GO:0010038; GO:0015630; GO:0030330; GO:0031267; GO:0032287; GO:0043015; GO:0045296; GO:0045576; GO:0048471; GO:0055038; GO:0070062; GO:0071456
2601	g15137	231.312141360845	-0.868800837771312	0.216900779413545	-4.00552197239849	6.18806810093151e-05	0.000422708474706291	192	158	142	187	55	128	461	290	270	465	396	317	sp	Q148G7	DCTN6_BOVIN	70.286	175	49	2	25	540	8	182	2.17e-84	250	Q148G7	reviewed	DCTN6_BOVIN	Dynactin subunit 6	DCTN6	Bos taurus (Bovine)	190	GO:0000776; GO:0005737; GO:0005869; GO:0007052; GO:0070840
2602	g11839	8228.77338905103	0.704574142121541	0.151656428921214	4.64585739710098	3.38666896152162e-06	3.4449428175478e-05	8753	9248	8611	8243	6430	10275	8948	7917	6337	8416	5896	7774	sp	Q08013	SSRG_RAT	72.376	181	50	0	7	549	5	185	2.31e-88	259	Q08013	reviewed	SSRG_RAT	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)	Ssr3	Rattus norvegicus (Rat)	185	GO:0005783; GO:0005784; GO:0006614
2603	g11836	60.2199612101824	-2.55226667633673	0.593070439731298	-4.30347983199615	1.68136160011467e-05	0.000139335880658567	21	26	24	0	6	21	149	116	94	239	66	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2604	g11830	634.083734461486	-0.809052304799416	0.290539834249917	-2.78465191146039	0.00535852137451265	0.0188082139013496	515	355	528	418	340	182	1162	780	918	1371	632	1062	sp	Q96NU1	SAM11_HUMAN	68.571	70	22	0	1216	1425	537	606	1.47e-24	111	Q96NU1	reviewed	SAM11_HUMAN	Sterile alpha motif domain-containing protein 11 (SAM domain-containing protein 11)	SAMD11	Homo sapiens (Human)	681	GO:0001227; GO:0003682; GO:0005634; GO:0035102; GO:0042393; GO:0045892; GO:0046548
