gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
3388	g21410	116.83452480443	-1.22914779158373	0.367962113953395	-3.34041942084127	0.000836519517391258	0.00382179272749785	290	231	260	138	244	189	195	232	75	26	56	142	78	0	359	35	sp	Q6NRK9	CCNQ_XENLA	51.57	223	108	0	79	747	21	243	4.73e-87	261	Q6NRK9	reviewed	CCNQ_XENLA	Cyclin-Q (Cyclin-related protein FAM58A)	ccnq fam58a	Xenopus laevis (African clawed frog)	244	GO:0006357; GO:0016538
3389	g21412	1059.1378597468	-1.53341840770714	0.184936310089826	-8.29160269804419	1.11732601810053e-16	7.19610271925148e-15	1768	2079	2878	1711	1860	1948	2326	2477	380	411	344	1247	681	76	476	285	sp	Q26622	SHR2_STRPU	61.67	587	168	9	286	1917	7	579	0	645	Q26622	reviewed	SHR2_STRPU	Orphan steroid hormone receptor 2 (SpSHR2)	SHR2	Strongylocentrotus purpuratus (Purple sea urchin)	583	GO:0000978; GO:0003677; GO:0004879; GO:0005634; GO:0005652; GO:0005737; GO:0006357; GO:0008270; GO:0030154; GO:0045177; GO:0048471
3390	g3723	11.1333337011282	-1.14748844815048	0.345725828957599	-3.31907063932793	0.000903175790220867	0.00407126783527229	17	22	23	12	21	23	25	27	4	9	8	8	10	0	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3391	g3726	10.2914838778497	-2.82246293991159	0.857909392823022	-3.28993127190745	0.00100211856478016	0.00444240267080377	16	33	26	15	21	33	30	25	0	0	0	9	13	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3392	g3727	18.0111245758427	-1.50415521427048	0.438684394712819	-3.42878669129584	0.000606285828375012	0.00291735287281799	8	36	28	40	37	52	26	65	12	7	12	10	7	0	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3393	g3724	41.4065686922995	-1.74803534199712	0.593617033998213	-2.9447189717982	0.00323248121064671	0.0118725711755529	53	110	100	52	65	92	97	138	3	13	25	53	38	0	0	12	sp	Q7L622	G2E3_HUMAN	32.057	209	126	6	1	615	425	621	5.43e-27	111	Q7L622	reviewed	G2E3_HUMAN	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	G2E3 KIAA1333	Homo sapiens (Human)	706	GO:0004842; GO:0005634; GO:0005730; GO:0005794; GO:0005829; GO:0006915; GO:0016567; GO:0043231; GO:0046872
3394	g3725	15.9705319310758	-2.58419805883957	1.027010241104	-2.51623397256647	0.0118616409423552	0.0353562848716988	16	65	31	22	38	29	57	44	20	0	0	18	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3395	g3728	2426.56017805036	-1.3611937334857	0.240670087932936	-5.65584923816958	1.55077549338245e-08	2.68796432727865e-07	2727	5343	5742	4454	4504	4680	4729	5448	1471	499	803	1636	1606	222	3872	827	sp	Q6GQ29	CBPQ_XENLA	58.862	457	188	0	91	1461	13	469	0	567	Q6GQ29	reviewed	CBPQ_XENLA	Carboxypeptidase Q (EC 3.4.17.-) (Plasma glutamate carboxypeptidase)	cpq pgcp	Xenopus laevis (African clawed frog)	469	GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573
3396	g22828	45.368756960932	-2.79806558270402	0.734654296587946	-3.80868334358004	0.000139708735711005	0.000847627953240966	163	84	58	62	48	71	227	158	0	0	4	44	19	0	24	4	sp	P52034	PFKA_DROME	57.895	380	153	3	1	1140	60	432	7.35e-142	426	P52034	reviewed	PFKA_DROME	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	Pfk CG4001	Drosophila melanogaster (Fruit fly)	788	GO:0003872; GO:0005524; GO:0005829; GO:0005945; GO:0006002; GO:0006096; GO:0009744; GO:0016208; GO:0030388; GO:0042593; GO:0042802; GO:0046872; GO:0048029; GO:0061621; GO:0070095
3397	g8849	2292.97680032181	2.81152935121867	0.74299656718322	3.78404083598593	0.000154302489281617	0.000919939020463189	271	382	203	678	119	1853	1350	1374	1149	337	7313	3568	13560	116	3027	300	sp	Q38PU8	GRIA1_MACFA	26.667	765	488	20	352	2541	101	827	2.17e-81	285	Q38PU8	reviewed	GRIA1_MACFA	Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)	GRIA1 GLUR1	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	906	GO:0004970; GO:0004971; GO:0005789; GO:0014069; GO:0022849; GO:0030425; GO:0031901; GO:0032281; GO:0035249; GO:0043197; GO:0045202; GO:0045211; GO:0050804; GO:0055038; GO:0098793; GO:0098794; GO:0098839; GO:0099583; GO:1904315
3398	g22821	168.110362824211	2.4251149272815	0.310260949465536	7.81637177175879	5.43676466278472e-15	2.86054035823075e-13	54	115	49	43	41	55	96	130	280	327	179	483	281	57	88	183	sp	Q5PQJ7	TBCEL_RAT	41.333	75	43	1	181	405	40	113	6.03e-08	53.9	Q5PQJ7	reviewed	TBCEL_RAT	Tubulin-specific chaperone cofactor E-like protein (Leucine-rich repeat-containing protein 35)	Tbcel Lrrc35	Rattus norvegicus (Rat)	424	GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014
3399	g8847	146.092572192396	-0.649802662794406	0.271626087790749	-2.39226897563311	0.0167445660135984	0.0471211614385305	219	186	306	195	350	177	310	162	92	152	62	103	134	26	69	73	sp	P82915	RT16_BOVIN	63.218	87	31	1	19	279	17	102	3.89e-34	118	P82915	reviewed	RT16_BOVIN	Small ribosomal subunit protein bS16m (28S ribosomal protein S16, mitochondrial) (MRP-S16) (S16mt)	MRPS16 RPMS16	Bos taurus (Bovine)	135	GO:0003735; GO:0005743; GO:0005763; GO:0032543
3400	g8845	180.924353547708	1.13168302696513	0.417994240406781	2.70741296785288	0.00678098478726232	0.0223445284134686	102	136	208	130	207	142	170	115	234	372	27	219	158	108	112	171	sp	A4IIC5	S39A3_XENTR	44.8	125	68	1	763	1137	183	306	3.2e-27	113	A4IIC5	reviewed	S39A3_XENTR	Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3) (ZIP-3)	slc39a3 zip3	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	314	GO:0005385; GO:0005886; GO:0016324; GO:0071577
3401	g8843	893.018313882342	2.4067684955981	0.508525241888767	4.73283978325021	2.21400245998498e-06	2.29245324994477e-05	1198	291	207	81	140	430	368	315	801	777	1753	973	3843	233	793	846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3402	g3093	31.3620007993808	3.91618958270354	1.07574366695832	3.64044865239748	0.000272163382260618	0.00149105270332652	13	4	0	6	0	6	11	0	45	10	156	23	125	8	4	0	sp	Q28I80	YLAT2_XENTR	33.548	155	101	1	196	660	30	182	2.53e-20	92.8	Q28I80	reviewed	YLAT2_XENTR	Y+L amino acid transporter 2 (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	slc7a6 TEgg023f12.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	514	GO:0005886; GO:0006809; GO:0015804; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826
3403	g3096	265.359544730846	-0.528993837366174	0.221353313785795	-2.38981666151194	0.0168567852410669	0.0473608277483551	348	389	475	434	425	464	351	462	190	303	132	243	208	43	141	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3404	g3097	1187.07989359968	-0.716833018439425	0.299162338062272	-2.3961338953375	0.0165690364431006	0.0466900995202347	968	1673	2569	1598	3527	2308	1224	2025	650	1161	439	1020	788	188	524	855	sp	Q8N987	NECA1_HUMAN	42.47	332	171	7	22	975	26	351	8e-77	242	Q8N987	reviewed	NECA1_HUMAN	N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1)	NECAB1 EFCBP1	Homo sapiens (Human)	351	GO:0001835; GO:0005509; GO:0005654; GO:0005737; GO:0005829; GO:0042802; GO:0042984
3405	g12926	629.935791792477	-0.820376144057751	0.282292198651468	-2.9061240373512	0.00365936357717062	0.0132012672172302	1355	1289	1040	771	924	890	914	1557	650	126	268	848	579	59	3027	194	sp	Q9EPJ3	RT26_RAT	31.818	198	132	1	22	615	4	198	1.16e-20	89.4	Q9EPJ3	reviewed	RT26_RAT	Small ribosomal subunit protein mS26 (28S ribosomal protein S26, mitochondrial) (MRP-S26) (S26mt) (Protein 5'OT-EST)	Mrps26	Rattus norvegicus (Rat)	200	GO:0005763
3406	g12921	144.117418618126	-1.51075419724994	0.535168854210697	-2.8229486551083	0.00475841915400445	0.0165104284051646	224	318	349	122	239	290	274	571	41	22	26	278	110	0	131	20	sp	Q8C8R3	ANK2_MOUSE	35.185	216	111	6	124	771	615	801	3.51e-19	95.1	Q8C8R3	reviewed	ANK2_MOUSE	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin)	Ank2 AnkB	Mus musculus (Mouse)	3898	GO:0002027; GO:0005200; GO:0005737; GO:0005739; GO:0005764; GO:0005769; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014069; GO:0014704; GO:0015031; GO:0015459; GO:0019901; GO:0030018; GO:0030315; GO:0030674; GO:0031234; GO:0031430; GO:0031647; GO:0031672; GO:0033010; GO:0033292; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043034; GO:0043268; GO:0044325; GO:0045211; GO:0048471; GO:0050821; GO:0051117; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060048; GO:0070972; GO:0072659; GO:0086004; GO:0086014; GO:0086015; GO:0086036; GO:0086066; GO:0086070; GO:0086091; GO:0098904; GO:0098907; GO:0098910; GO:1901018; GO:1901019; GO:1901021; GO:2001259
3407	g12928	167.701069924157	-1.09743420295125	0.454995368369776	-2.41196785559224	0.015866680326392	0.0450257387334704	214	408	341	136	246	340	349	504	90	19	36	220	160	4	242	45	sp	Q6QD59	SEC20_MOUSE	49.558	226	113	1	1	678	1	225	4.47e-56	181	Q6QD59	reviewed	SEC20_MOUSE	Vesicle transport protein SEC20	Bnip1 Sec20 Sec20l	Mus musculus (Mouse)	228	GO:0005484; GO:0005635; GO:0005737; GO:0005741; GO:0005783; GO:0005789; GO:0006890; GO:0006915; GO:0007029; GO:0015031; GO:0016320; GO:0030137; GO:0031201; GO:0043231; GO:0048763; GO:0140208
3408	g9826	1876.86845310746	0.883731460266829	0.206060274966512	4.28870368347537	1.79718944698611e-05	0.000145352697104626	1502	2082	1917	1487	1754	1506	1700	2313	1881	1313	1866	2015	2007	849	3005	1475	sp	Q08D69	MED16_XENTR	39.095	862	467	17	1	2529	1	823	0	615	Q08D69	reviewed	MED16_XENTR	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	med16	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	828	GO:0016592
3409	g9825	964.148562552979	1.77779939238284	0.384552161989507	4.6230383498178	3.78159776316919e-06	3.69468432903852e-05	551	784	484	482	489	521	556	845	989	549	679	682	802	957	1344	1385	sp	Q01621	LCK_RAT	28.218	202	128	8	769	1359	251	440	2.28e-10	66.6	Q01621	reviewed	LCK_RAT	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	Lck	Rattus norvegicus (Rat)	509	GO:0000242; GO:0001772; GO:0001784; GO:0003823; GO:0004713; GO:0004715; GO:0004722; GO:0005102; GO:0005524; GO:0005829; GO:0005886; GO:0005911; GO:0006882; GO:0007166; GO:0007169; GO:0009410; GO:0009612; GO:0010038; GO:0010043; GO:0010628; GO:0016004; GO:0019901; GO:0019903; GO:0030139; GO:0030217; GO:0034116; GO:0035556; GO:0038094; GO:0042169; GO:0042492; GO:0042531; GO:0042542; GO:0042608; GO:0042609; GO:0042610; GO:0042802; GO:0043274; GO:0043548; GO:0044877; GO:0045087; GO:0045121; GO:0045588; GO:0045589; GO:0050852; GO:0050853; GO:0050856; GO:0050870; GO:0051117; GO:0051209; GO:0070474; GO:0098978; GO:0099091; GO:1903039; GO:1904044; GO:1990405; GO:2001244
3410	g9820	810.649013842213	1.3342001938881	0.408628148423774	3.26507167710935	0.00109436379634105	0.00479830683655271	531	782	448	330	716	459	780	1021	705	1285	261	954	669	589	353	1353	sp	O08912	GALT1_MOUSE	64.223	573	185	6	7	1722	2	555	0	763	O08912	reviewed	GALT1_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Mus musculus (Mouse)	559	GO:0004653; GO:0005576; GO:0005794; GO:0006493; GO:0018242; GO:0018243; GO:0030145; GO:0030246; GO:0032580; GO:0048471
3411	g9829	97186.1967864316	-1.38559574187375	0.373605622904599	-3.70871222735201	0.00020831601780171	0.00119036841388948	82877	169985	215883	196532	241220	202593	183501	215042	53076	71348	30875	34231	44133	21615	10998	33991	sp	A2ARA8	ITA8_MOUSE	31.943	1055	622	31	64	3063	29	1042	4.11e-142	456	A2ARA8	reviewed	ITA8_MOUSE	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	Itga8	Mus musculus (Mouse)	1062	GO:0001656; GO:0005178; GO:0005783; GO:0005886; GO:0007160; GO:0007179; GO:0007229; GO:0007399; GO:0007613; GO:0008305; GO:0009897; GO:0030030; GO:0030198; GO:0030511; GO:0032591; GO:0033627; GO:0034446; GO:0042472; GO:0043204; GO:0045177; GO:0045184; GO:0045944; GO:0046872; GO:0048333; GO:0048745; GO:0051145; GO:0098609; GO:0098839; GO:0098978
3412	g17837	208.787006259236	0.888058793983904	0.29382776019251	3.0223788024728	0.00250796489671604	0.00957681539085085	282	136	221	109	199	203	206	217	161	169	129	360	355	144	138	131	sp	P79942	NOCT_XENLA	50.15	333	152	5	148	1140	60	380	3.27e-104	315	P79942	reviewed	NOCT_XENLA	Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein) (Rhythmic message 1) (RM1)	noct ccrn4l	Xenopus laevis (African clawed frog)	388	GO:0004535; GO:0005634; GO:0005739; GO:0006739; GO:0007623; GO:0019178; GO:0046872; GO:0048471; GO:0102757
3413	g17831	174.262385897759	0.641961131002128	0.224661564395469	2.85745865221562	0.00427048268756548	0.0150616639403752	209	191	159	81	184	170	230	261	126	127	130	363	143	70	182	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3414	g11788	453.195642087869	0.956463565678484	0.316236830307707	3.0245166723554	0.00249030745506801	0.00952449864195526	179	503	594	287	691	280	436	367	592	215	364	1505	449	204	418	288	sp	Q5RDY1	NPL_PONAB	42.763	304	165	7	34	924	7	308	2.02e-76	239	Q5RDY1	reviewed	NPL_PONAB	N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)	NPL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	320	GO:0005737; GO:0005975; GO:0008747; GO:0019262
3415	g11789	160.858283947673	-1.53160891079493	0.457532701558132	-3.34753976181161	0.000815322906706555	0.00373633813314216	186	432	341	274	286	247	341	511	99	43	15	174	86	0	665	63	sp	Q58CP2	SUMF2_BOVIN	49.442	269	99	2	124	840	30	291	2.04e-87	268	Q58CP2	reviewed	SUMF2_BOVIN	Inactive C-alpha-formylglycine-generating enzyme 2 (Sulfatase-modifying factor 2)	SUMF2	Bos taurus (Bovine)	301	GO:0005783; GO:0005788; GO:0046872
3416	g11784	2480.78986754539	3.06631791883993	0.580425413390051	5.28288019115272	1.27168561618229e-07	1.78490159699871e-06	321	168	570	140	2340	539	776	1012	1870	1521	1798	3415	4285	2506	1049	6790	sp	Q9ER80	RTP4_MOUSE	29.06	117	80	1	340	681	44	160	2.88e-10	62.4	Q9ER80	reviewed	RTP4_MOUSE	Receptor-transporting protein 4 (28 kDa interferon-responsive protein)	Rtp4 Ifrg28	Mus musculus (Mouse)	249	GO:0001580; GO:0005737; GO:0006612; GO:0016020; GO:0031849; GO:0046872; GO:0051205
3417	g11782	156.429496728263	1.65004663462334	0.543646799069355	3.03514457814887	0.00240420406552629	0.00925030123673121	235	64	77	91	17	68	137	116	131	290	26	635	483	18	199	70	sp	O54697	NALDL_RAT	34.827	692	385	17	142	2148	2	650	4.98e-114	363	O54697	reviewed	NALDL_RAT	Aminopeptidase NAALADL1 (EC 3.4.11.-) (100 kDa ileum brush border membrane protein) (I100) (Ileal dipeptidylpeptidase) (N-acetylated-alpha-linked acidic dipeptidase-like protein) (NAALADase L)	Naaladl1 Naaladl	Rattus norvegicus (Rat)	745	GO:0004177; GO:0004180; GO:0005509; GO:0006508; GO:0008237; GO:0008270; GO:0016020; GO:0016324; GO:0042803; GO:0043171
3418	g11783	23.1813711342117	1.92504905192731	0.584240191977539	3.29496169274386	0.000984350974479881	0.00437269820428122	25	16	8	14	5	3	21	11	8	50	2	80	62	4	34	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3419	g11780	175.774385214107	3.4285870858221	0.970584413536258	3.53249757363224	0.000411654003677987	0.00210550362518645	22481	0	3	31	54	15	29	16	60	896	103	1196	24327	11	10	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3420	g16031	1834.71015264033	1.3246848989176	0.391010539682058	3.38784959606138	0.000704428810804256	0.00330535711736295	3687	976	760	836	1906	1013	831	1048	1987	2329	1167	4906	2203	610	3698	810	sp	D0Z9R0	TATD_EDWTE	36.934	287	150	4	439	1290	1	259	1.21e-58	196	D0Z9R0	reviewed	TATD_EDWTE	3'-5' ssDNA/RNA exonuclease TatD (EC 3.1.11.-) (EC 3.1.13.-) (DNase TatD)	tatD ETAE_0153	Edwardsiella tarda (strain EIB202)	260	GO:0000175; GO:0000287; GO:0005829; GO:0008310
3421	g17788	299.062026937316	-0.869568023685833	0.348465132283285	-2.49542333830667	0.0125806936622235	0.0371118899898036	619	516	654	312	286	446	697	697	143	113	193	602	129	17	292	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3422	g17789	83.2324949420814	1.89748608841646	0.596163514930891	3.18282826924828	0.00145844087546692	0.00610197347519558	15	108	19	23	56	38	69	61	62	67	102	209	213	0	280	41	sp	D2I3C6	DCLK2_AILME	57.102	697	259	12	76	2103	42	719	0	739	D2I3C6	reviewed	DCLK2_AILME	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	DCLK2 DCAMKL2 DCK2 PANDA_020009	Ailuropoda melanoleuca (Giant panda)	784	GO:0000226; GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0035556; GO:0106310
3423	g17782	691.99508019678	2.34423730391223	0.404742551206514	5.79192204260263	6.95854424545555e-09	1.28353148021779e-07	204	425	328	157	277	293	355	470	1145	1276	230	1010	777	364	257	1689	sp	Q9CZV8	FXL20_MOUSE	32.677	254	138	3	1063	1821	118	339	5.23e-23	105	Q9CZV8	reviewed	FXL20_MOUSE	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	Fbxl20 Fbl2	Mus musculus (Mouse)	436	GO:0001662; GO:0005737; GO:0019005; GO:0031146; GO:0045202; GO:0098685; GO:0098793; GO:0098978; GO:0099575; GO:2000300
3424	g17783	2545.33517594506	1.61655288592416	0.469461709875441	3.44341796555265	0.000574410827789046	0.00278625423444173	963	1419	2260	1287	1825	2039	1843	1921	3517	3874	515	2420	1981	1699	717	5887	sp	Q6ZQ82	RHG26_MOUSE	51.032	533	259	2	1	1593	1	533	6.09e-170	504	Q6ZQ82	reviewed	RHG26_MOUSE	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	Arhgap26 Kiaa0621	Mus musculus (Mouse)	814	GO:0005096; GO:0005543; GO:0005829; GO:0005856; GO:0005925; GO:0007165; GO:0010008
3425	g17784	2002.17961139074	1.59622703067355	0.454109532279021	3.51507052200079	0.000439637224572088	0.0022269451295488	728	1128	1856	1251	1306	1635	1332	1466	3247	3023	416	2131	1572	1206	618	4451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3426	g17785	83.249939396849	1.97430621341841	0.382274021314109	5.16463610744856	2.40907127352319e-07	3.14088684215772e-06	50	46	45	31	41	41	36	75	105	136	31	128	65	63	47	153	sp	X2JDY8	RHGF_DROME	67.692	65	21	0	373	567	957	1021	8.95e-20	89.7	X2JDY8	reviewed	RHGF_DROME	Rho GTPase-activating protein Graf (GTPase regulator associated with focal adhesion kinase)	Graf CG8948	Drosophila melanogaster (Fruit fly)	1025	GO:0002092; GO:0005096; GO:0005543; GO:0005829; GO:0007266; GO:0031410; GO:0031991; GO:0036089; GO:0042059; GO:0110069; GO:0110071; GO:0140036; GO:1903144
3427	g17786	198.817039607366	-1.00931636689203	0.345455478064903	-2.92169738498808	0.00348129606248764	0.0126599106075658	379	301	444	270	249	305	415	544	148	87	39	368	154	5	154	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428	g10780	145.267188915021	2.48322562075567	0.764110697002389	3.24982444362758	0.0011547627126892	0.00502083214230208	3153	69	0	7	15	32	112	54	107	345	132	757	5402	16	295	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3429	g158	317.043299318291	-3.67575313821379	0.638927708428442	-5.75300317974151	8.76718356925703e-09	1.58674486835698e-07	189	899	713	693	669	1154	1841	55	29	11	9	20	37	41	27	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3430	g157	1347.53871076344	-1.01897893166594	0.275452015684785	-3.69929742257547	0.000216197125443546	0.00122702860143424	1301	2444	2654	1976	2785	2801	2928	2592	702	789	459	1192	556	186	1566	346	sp	Q2YDR3	IMPA3_DANRE	45.143	350	171	7	25	1053	6	341	4.24e-93	284	Q2YDR3	reviewed	IMPA3_DANRE	Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	bpnt2 impa3 impad1 zgc:123256	Danio rerio (Zebrafish) (Brachydanio rerio)	341	GO:0006021; GO:0008254; GO:0008934; GO:0012505; GO:0016020; GO:0046854; GO:0046872; GO:0052832; GO:0052833
3431	g10434	1091.46577909464	0.793485543994671	0.300615999565557	2.63953197814287	0.00830205904113962	0.0263859961966043	1065	1434	972	707	1037	993	1042	1440	1486	743	1001	1312	1098	134	2766	722	sp	Q9NXE8	CWC25_HUMAN	47.093	172	87	2	1	516	1	168	2.23e-30	127	Q9NXE8	reviewed	CWC25_HUMAN	Pre-mRNA-splicing factor CWC25 homolog (Coiled-coil domain-containing protein 49) (Spliceosome-associated protein homolog CWC25)	CWC25 CCDC49	Homo sapiens (Human)	425	GO:0000398; GO:0005634; GO:0005654; GO:0005684; GO:0016607; GO:0071006
3432	g10432	1014.73360691852	-0.97910463747091	0.374454690336547	-2.61474795946854	0.00892933200584313	0.0280458071435565	2035	1596	1757	1461	2258	1957	1577	1771	491	180	462	1164	738	88	1576	155	sp	Q7ZU42	OLA1_DANRE	71.722	389	108	2	1	1161	1	389	0	582	Q7ZU42	reviewed	OLA1_DANRE	Obg-like ATPase 1	ola1 zgc:55768	Danio rerio (Zebrafish) (Brachydanio rerio)	396	GO:0005524; GO:0005525; GO:0005730; GO:0005737; GO:0016887; GO:0043023; GO:0046872
3433	g10431	596.082647772371	-0.635097386262587	0.22420543052612	-2.83265835609899	0.00461626947716062	0.0160955099260696	1200	789	1148	816	668	973	1170	1025	450	306	531	750	493	61	268	291	sp	Q02446	SP4_HUMAN	56.502	223	71	7	1546	2175	524	733	7.92e-72	253	Q02446	reviewed	SP4_HUMAN	Transcription factor Sp4 (SPR-1)	SP4	Homo sapiens (Human)	784	GO:0000785; GO:0000978; GO:0000981; GO:0005654; GO:0005829; GO:0006357; GO:0042802; GO:0043565; GO:0046872
3434	g486	1561.84601269333	0.532622166119662	0.151924617736363	3.50583186619518	0.000455182656082586	0.00228882183972575	1493	1463	1442	1775	1663	1631	2240	1941	1612	1124	1082	3066	1876	453	1230	1667	sp	M3TYT0	ROCK2_PIG	47.882	1393	675	22	4	4104	21	1388	0	1107	M3TYT0	reviewed	ROCK2_PIG	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2	Sus scrofa (Pig)	1388	GO:0000281; GO:0003180; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005856; GO:0005886; GO:0006939; GO:0007266; GO:0010825; GO:0030866; GO:0031032; GO:0031267; GO:0032956; GO:0042752; GO:0046872; GO:0048511; GO:0048598; GO:0070168; GO:0071560; GO:0072518; GO:0106310; GO:1900182; GO:1901888
3435	g480	261.581223150986	-1.0415114427554	0.184482703173495	-5.64557774164835	1.64627457355331e-08	2.83562696448266e-07	270	476	700	395	516	534	450	459	150	99	149	236	197	29	158	116	sp	Q8VDW4	UBE2W_MOUSE	66.438	146	33	1	19	408	4	149	1.07e-67	204	Q8VDW4	reviewed	UBE2W_MOUSE	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-protein ligase W)	Ube2w	Mus musculus (Mouse)	151	GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006513; GO:0006515; GO:0031625; GO:0043161; GO:0061631; GO:0070979; GO:0071218
