gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
3416	g10576	623.980638111749	0.94370004332223	0.276948318156152	3.40749512257425	0.000655620802565317	0.00331242682639873	1237	548	888	709	446	490	665	511	658	481	536	255	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.27e-165	469	Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624
3417	g10577	188.584888902033	-0.83050483902945	0.348617913771393	-2.38227815101336	0.017205895759116	0.049817872736205	158	180	173	162	34	42	483	324	258	308	169	271	sp	E9Q9D5	RBL2A_MOUSE	64.651	215	66	2	49	693	18	222	5.06e-102	298	E9Q9D5	reviewed	RBL2A_MOUSE	Rab-like protein 2A	Rabl2 Rabl2a	Mus musculus (Mouse)	223	GO:0003924; GO:0005525; GO:0006886; GO:0007338; GO:0008594; GO:0012505; GO:0030317; GO:0030992; GO:0060271; GO:0097225
3418	g20360	75.4664608812828	-1.63411206137944	0.453512612713436	-3.60323399078648	0.000314282366503469	0.00178753667453139	38	70	59	19	7	15	189	82	133	125	214	87	sp	Q3UHX0	NOL8_MOUSE	41.921	229	105	4	49	726	9	212	1.32e-46	182	Q3UHX0	reviewed	NOL8_MOUSE	Nucleolar protein 8	Nol8	Mus musculus (Mouse)	1147	GO:0003723; GO:0005730; GO:0006364; GO:1902570; GO:1990830
3419	g20361	43.7351099937402	-1.66314410022693	0.692047215417079	-2.40322345524444	0.0162512535938301	0.047549671466902	17	23	22	19	22	0	73	21	82	50	149	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3420	g20362	74.5777343616141	-3.18169157963852	0.893596135951281	-3.56054760269463	0.000370082210967163	0.00205567056365786	27	12	6	0	18	9	138	66	53	77	559	23	sp	O57382	TLL2_XENLA	28.475	295	128	5	40	678	595	888	3.2e-34	132	O57382	reviewed	TLL2_XENLA	Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid)	tll2 xld	Xenopus laevis (African clawed frog)	1019	GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154
3421	g6843	85.4652927681892	-3.07476139038563	0.732326190078134	-4.19862273402727	2.68543290388432e-05	0.000213969128549229	9	25	6	29	18	0	89	146	255	82	306	158	sp	O93512	GFRA4_CHICK	30.942	223	132	8	691	1302	118	337	1.02e-19	96.3	O93512	reviewed	GFRA4_CHICK	GDNF family receptor alpha-4 (GDNF receptor alpha-4) (GDNFR-alpha-4) (GFR-alpha-4)	GFRA4	Gallus gallus (Chicken)	431	GO:0007399; GO:0009897; GO:0016167; GO:0035860; GO:0043235
3422	g16629	108.295380702418	-0.895209719373557	0.318554871976715	-2.81022140335996	0.00495074299198068	0.0180825862732798	79	109	98	56	40	23	298	131	145	168	196	115	sp	Q13472	TOP3A_HUMAN	64.847	751	248	6	43	2271	11	753	0	1027	Q13472	reviewed	TOP3A_HUMAN	DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha)	TOP3A TOP3	Homo sapiens (Human)	1001	GO:0000724; GO:0003677; GO:0003697; GO:0003917; GO:0005634; GO:0005654; GO:0005759; GO:0006265; GO:0006281; GO:0006310; GO:0008270; GO:0016605; GO:0031422; GO:0032042; GO:0051304; GO:0051321; GO:0071139
3423	g16623	3922.64673495719	1.34043017642962	0.39161996638573	3.42278303325666	0.000619835306681908	0.00316811072846522	5020	9104	4472	2484	2765	5688	3459	1974	1518	2028	5224	1746	sp	Q06507	ATF4_MOUSE	45.918	98	41	1	394	651	251	348	2.84e-16	79.7	Q06507	reviewed	ATF4_MOUSE	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (C/EBP-related ATF) (C/ATF) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2)	Atf4 Creb2	Mus musculus (Mouse)	349	GO:0000122; GO:0000977; GO:0000978; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005813; GO:0006094; GO:0006355; GO:0006357; GO:0006366; GO:0006874; GO:0007214; GO:0007623; GO:0008140; GO:0009636; GO:0010575; GO:0010628; GO:0016607; GO:0019901; GO:0030182; GO:0030282; GO:0030968; GO:0032590; GO:0032922; GO:0032991; GO:0034198; GO:0034399; GO:0034599; GO:0034976; GO:0035162; GO:0036499; GO:0042149; GO:0042789; GO:0042802; GO:0043267; GO:0043522; GO:0043525; GO:0045667; GO:0045893; GO:0045943; GO:0045944; GO:0046982; GO:0048167; GO:0061629; GO:0070059; GO:0070169; GO:0070309; GO:0070982; GO:0071456; GO:0090575; GO:0120163; GO:0140296; GO:0140297; GO:0140467; GO:0140468; GO:1903377; GO:1905461; GO:1990037; GO:1990253; GO:1990589; GO:1990590; GO:1990617; GO:1990737; GO:1990841; GO:2000120
3424	g16624	1405.69697609288	1.74157204527116	0.263231632839289	6.61611990354686	3.68749313229153e-11	1.23695517766664e-09	1862	3529	1790	987	1049	2159	1345	748	651	837	652	624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3425	g16625	943.063550685234	1.46933821463688	0.221114859498357	6.64513555520585	3.02938141190688e-11	1.03153294982422e-09	1061	1324	1064	1400	934	1127	968	490	455	771	422	639	sp	Q9C0B0	UNK_HUMAN	53.905	525	189	9	28	1455	20	540	1.71e-166	504	Q9C0B0	reviewed	UNK_HUMAN	RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)	UNK KIAA1753 ZC3H5 ZC3HDC5	Homo sapiens (Human)	810	GO:0001701; GO:0001764; GO:0003723; GO:0005737; GO:0046872; GO:0048667; GO:1990715; GO:2000766
3426	g16626	35.9748130236111	-1.61270838705007	0.581537621005519	-2.77317980608303	0.00555114392628715	0.0198536453503179	12	38	29	8	0	14	77	53	37	63	99	63	sp	B5DF45	TRAF6_RAT	31.95	482	278	16	19	1359	41	507	2.7e-63	216	B5DF45	reviewed	TRAF6_RAT	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Traf6	Rattus norvegicus (Rat)	530	GO:0000045; GO:0000122; GO:0000209; GO:0001503; GO:0001701; GO:0001843; GO:0002637; GO:0002726; GO:0002753; GO:0002931; GO:0004842; GO:0005164; GO:0005634; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0005938; GO:0006955; GO:0006974; GO:0007165; GO:0007249; GO:0007254; GO:0007416; GO:0008270; GO:0009887; GO:0009898; GO:0016567; GO:0019221; GO:0019886; GO:0030316; GO:0031234; GO:0031624; GO:0031663; GO:0031666; GO:0032481; GO:0032735; GO:0032743; GO:0032755; GO:0032991; GO:0033209; GO:0034142; GO:0034450; GO:0035631; GO:0038061; GO:0038172; GO:0038173; GO:0042088; GO:0042102; GO:0042475; GO:0042802; GO:0042826; GO:0042981; GO:0043011; GO:0043122; GO:0043123; GO:0043422; GO:0045087; GO:0045453; GO:0045672; GO:0045892; GO:0045944; GO:0046849; GO:0048468; GO:0048471; GO:0048661; GO:0050852; GO:0051092; GO:0051865; GO:0061630; GO:0070301; GO:0070498; GO:0070534; GO:0070555; GO:0071222; GO:0071345; GO:0097400; GO:0098696; GO:0098794; GO:0098978; GO:0140252; GO:0140374; GO:1904385; GO:1904996
3427	g16627	1128.21034992072	1.3187726503799	0.420162056882844	3.13872380615183	0.00169685300869156	0.00740762125008624	1214	1820	1957	728	566	2210	872	510	793	861	252	1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3428	g4993	301.418016241	2.52623797130422	0.519722063527109	4.86074798164202	1.16943051534431e-06	1.39121374491884e-05	559	1279	362	279	100	321	251	65	87	83	29	175	sp	Q8AWW5	CRIM1_CHICK	35.547	1069	571	24	46	3105	45	1044	0	579	Q8AWW5	reviewed	CRIM1_CHICK	Cysteine-rich motor neuron 1 protein (CRIM-1)	CRIM1	Gallus gallus (Chicken)	1048	GO:0004867; GO:0005576; GO:0005886
3429	g7711	1808.90726881575	1.30869701694835	0.461097758867705	2.83822029446001	0.00453658605268803	0.0168011016812766	915	1237	1155	3583	2280	2678	2570	1300	909	790	972	1351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3430	g7717	2174.11949675967	1.63663750250268	0.44077249372711	3.71311169774572	0.000204726475874868	0.00124652453107751	3244	1924	1445	3697	3514	1572	2472	1353	1099	547	1559	877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3431	g7715	370.091696630621	1.51797977646343	0.375753431697875	4.03982944242	5.34900853831835e-05	0.000391171016690068	597	355	288	548	556	271	302	351	187	177	146	239	sp	Q9VBW3	CAD96_DROME	45.993	287	150	2	7	855	474	759	4.31e-85	273	Q9VBW3	reviewed	CAD96_DROME	Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)	Cad96Ca HD-14 CG10244	Drosophila melanogaster (Fruit fly)	773	GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007156; GO:0016339; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0051897; GO:0090303
3432	g12277	54.0650382798677	-1.80421262329561	0.521474468228503	-3.45982925956987	0.000540518001693535	0.00282581934431148	33	36	29	28	4	5	245	47	91	44	108	110	sp	Q9NRZ9	HELLS_HUMAN	47.759	848	340	12	274	2745	24	792	0	736	Q9NRZ9	reviewed	HELLS_HUMAN	Lymphoid-specific helicase (EC 3.6.4.-) (Proliferation-associated SNF2-like protein) (SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin subfamily A member 6)	HELLS PASG SMARCA6 Nbla10143	Homo sapiens (Human)	838	GO:0000775; GO:0001655; GO:0001822; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005721; GO:0006346; GO:0006915; GO:0016787; GO:0031508; GO:0044027; GO:0046651; GO:0051301; GO:0140658; GO:1990830; GO:2001243
3433	g5719	681.632128507056	0.707923827617476	0.273345945751706	2.58984571975513	0.00960189540562601	0.031071437400992	823	559	657	881	714	500	1093	668	484	510	602	510	sp	Q99973	TEP1_HUMAN	25.71	634	411	20	31	1839	909	1513	9.43e-40	164	Q99973	reviewed	TEP1_HUMAN	Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)	TEP1 TLP1 TP1	Homo sapiens (Human)	2627	GO:0000722; GO:0000781; GO:0002039; GO:0003720; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0016363; GO:0019899; GO:0070034; GO:1990904
3434	g4292	282.800738892499	-0.780612658094243	0.141550215743853	-5.51474015063904	3.49295651199767e-08	6.16804169980645e-07	182	233	197	195	104	168	526	450	408	479	378	366	sp	P97878	EXOC5_RAT	53.714	175	80	1	31	555	12	185	5.84e-57	193	P97878	reviewed	EXOC5_RAT	Exocyst complex component 5 (71 kDa component of rsec6/8 secretory complex) (Exocyst complex component Sec10) (p71)	Exoc5 Sec10l1	Rattus norvegicus (Rat)	708	GO:0000145; GO:0001736; GO:0006887; GO:0006893; GO:0015031; GO:0030496; GO:0031267; GO:0072659; GO:1904019; GO:1905515
3435	g5711	88.2634654973322	-2.43341899600296	0.412603516312277	-5.89771754189616	3.68564183353786e-09	8.16132247482917e-08	48	8	31	24	19	13	266	241	222	161	95	118	sp	Q3E6S9	CNIF3_ARATH	33.165	395	229	10	121	1215	74	463	7.24e-66	220	Q3E6S9	reviewed	CNIF3_ARATH	Probable L-cysteine desulfhydrase, chloroplastic (EC 4.4.1.-) (Chloroplastic cysteine desulfurase-like protein 3) (NIFS-like protein 3) (CpNifS3)	CpNIFS3 At5g26600 F21E10	Arabidopsis thaliana (Mouse-ear cress)	475	GO:0009507; GO:0016829
3436	g5712	1649.12099049668	2.92193754094878	0.602406723812921	4.85043978668504	1.23188027464519e-06	1.45400544908579e-05	6615	1546	1492	494	1843	3268	252	155	231	541	911	562	sp	B2GV36	S22AD_RAT	32.176	547	348	7	4	1638	3	528	7.72e-86	280	B2GV36	reviewed	S22AD_RAT	Solute carrier family 22 member 13 (Organic anion transporter 10) (OAT10) (Organic cation transporter-like 3) (ORCTL-3)	Slc22a13	Rattus norvegicus (Rat)	551	GO:0002854; GO:0005783; GO:0005794; GO:0005886; GO:0015143; GO:0015747; GO:0016324; GO:0045922; GO:0090416; GO:2001142
3437	g14668	156.696737001278	0.881214681134148	0.285880034448726	3.08246318366874	0.00205295123469435	0.00866252301438599	203	237	191	199	96	139	204	173	175	84	63	116	sp	Q8N565	MREG_HUMAN	31.638	177	113	3	58	579	26	197	7.74e-10	60.5	Q8N565	reviewed	MREG_HUMAN	Melanoregulin (Dilute suppressor protein homolog)	MREG DSU HDCGA21P	Homo sapiens (Human)	214	GO:0005765; GO:0016324; GO:0030318; GO:0030659; GO:0031090; GO:0031902; GO:0032400; GO:0032402; GO:0032991; GO:0033162; GO:0035091; GO:0042470; GO:0072385; GO:0090382
3438	g10965	429.561221771113	1.60688198137744	0.380267091111221	4.2256666930651	2.38234394618114e-05	0.00019271251096697	656	564	391	293	710	455	259	313	363	219	194	174	sp	Q24180	DEAF1_DROME	64.348	115	39	1	406	750	218	330	3.4e-40	155	Q24180	reviewed	DEAF1_DROME	Deformed epidermal autoregulatory factor 1 (Protein DEAF-1)	Deaf1 CG8567	Drosophila melanogaster (Fruit fly)	576	GO:0000981; GO:0003700; GO:0005634; GO:0005700; GO:0006357; GO:0009792; GO:0043565; GO:0045893; GO:0046872; GO:0050776
3439	g10964	1021.01464970571	1.08406946488093	0.252323784027713	4.2963427687097	1.73639025365514e-05	0.000146775807530278	1568	863	994	1408	1050	993	1222	657	635	668	832	808	sp	Q3TC46	PATL1_MOUSE	35.038	391	230	5	1642	2811	399	766	1.76e-64	235	Q3TC46	reviewed	PATL1_MOUSE	Protein PAT1 homolog 1 (PAT1-like protein 1) (Protein PAT1 homolog b) (Pat1b)	Patl1	Mus musculus (Mouse)	770	GO:0000290; GO:0000932; GO:0002151; GO:0003723; GO:0005737; GO:0005829; GO:0008266; GO:0016605; GO:0016607; GO:0017148; GO:0030014; GO:0030371; GO:0033962; GO:0034046
3440	g10967	424.136951395865	1.03301940937651	0.285761196410182	3.61497439944124	0.00030037730281886	0.00171928613510053	723	948	367	299	308	379	435	247	267	471	343	283	sp	Q8IUR5	TMTC1_HUMAN	44.314	853	450	6	217	2721	37	882	0	632	Q8IUR5	reviewed	TMTC1_HUMAN	Protein O-mannosyl-transferase TMTC1 (EC 2.4.1.109) (Transmembrane O-mannosyltransferase targeting cadherins 1) (Transmembrane and tetratricopeptide repeat-containing 1)	TMTC1 ARG99	Homo sapiens (Human)	882	GO:0000030; GO:0004169; GO:0005783; GO:0006396; GO:0016020; GO:0035269
3441	g10969	1133.44427275827	5.23928552225294	1.48339587508845	3.53195368157575	0.000412501601220664	0.00224432209744628	1989	11473	26	30	0	16	9	321	13	39	13	15	sp	Q28062	PGCB_BOVIN	33.835	133	77	3	82	474	689	812	1.37e-20	91.3	Q28062	reviewed	PGCB_BOVIN	Brevican core protein	BCAN	Bos taurus (Bovine)	912	GO:0001501; GO:0002052; GO:0005540; GO:0005615; GO:0007155; GO:0007417; GO:0010001; GO:0030246; GO:0045202; GO:0072534
3442	g14086	73.8436188969077	-2.64176917544401	0.461368489914067	-5.72594191670102	1.02861412189049e-08	2.08109854907597e-07	22	24	34	14	0	20	222	119	93	137	213	149	sp	Q5I0R4	CF300_XENTR	54.651	258	115	2	37	807	11	267	8.93e-100	295	Q5I0R4	reviewed	CF300_XENTR	Cilia- and flagella-associated protein 300	cfap300	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	267	GO:0005737; GO:0005856; GO:0031514
3443	g14087	14.9930389501323	-3.47225484219935	1.05982694657875	-3.2762469886317	0.0010519652037798	0.00496854646234336	0	0	5	8	0	0	87	36	8	54	17	19	sp	Q4V8D1	CP2U1_RAT	34.898	490	280	14	115	1494	50	530	8.31e-87	280	Q4V8D1	reviewed	CP2U1_RAT	Cytochrome P450 2U1 (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)	Cyp2u1	Rattus norvegicus (Rat)	530	GO:0005506; GO:0005737; GO:0005743; GO:0005789; GO:0006082; GO:0006805; GO:0008395; GO:0016712; GO:0020037; GO:0043231; GO:0052869; GO:0097267; GO:0102033
3444	g14084	111.492423647676	-1.35093023429217	0.376822147729852	-3.58506059803221	0.000336999947665298	0.00189636567535899	61	65	92	60	39	12	194	147	176	234	241	157	sp	Q96HW7	INT4_HUMAN	46.535	404	204	5	1	1200	1	396	1.46e-108	344	Q96HW7	reviewed	INT4_HUMAN	Integrator complex subunit 4 (Int4)	INTS4 MSTP093	Homo sapiens (Human)	963	GO:0005634; GO:0005654; GO:0005730; GO:0016180; GO:0032039; GO:0034243
3445	g14085	173.687672207758	-1.87681559809049	0.398192626035023	-4.71333589669592	2.43693992056359e-06	2.6493647437597e-05	106	117	82	73	21	15	428	298	262	265	445	281	sp	Q68F70	INT4_XENLA	43.627	557	292	8	1	1629	421	969	2.94e-144	443	Q68F70	reviewed	INT4_XENLA	Integrator complex subunit 4 (Int4)	ints4	Xenopus laevis (African clawed frog)	969	GO:0005634
3446	g14081	1456.3713326915	0.49713651630409	0.182350956825871	2.72626217573846	0.00640560957773134	0.0223428751544873	1398	1549	1536	1625	1079	1406	1733	1287	1244	1766	1574	1180	sp	Q6PZ02	ATG4B_CHICK	54.66	397	170	6	19	1200	2	391	3.08e-154	444	Q6PZ02	reviewed	ATG4B_CHICK	Cysteine protease ATG4B (EC 3.4.22.-) (Autophagy-related cysteine endopeptidase 2B) (Autophagin-2B) (cAut2B) (Autophagy-related protein 4 homolog B)	ATG4B APG4B AUT2B RCJMB04_12m14	Gallus gallus (Chicken)	393	GO:0000045; GO:0000423; GO:0004197; GO:0005737; GO:0005739; GO:0005776; GO:0005783; GO:0005829; GO:0006914; GO:0015031; GO:0016237; GO:0016485; GO:0019786; GO:0031173; GO:0031410; GO:0034727; GO:0035973
3447	g13062	308.877614492485	-1.02915997475894	0.250022427498112	-4.11627062842878	3.85052154924719e-05	0.000292099043292409	133	190	234	234	70	199	659	564	480	475	488	365	sp	Q32PJ6	CIAO1_BOVIN	57.593	349	127	5	1	1023	1	336	6.97e-142	408	Q32PJ6	reviewed	CIAO1_BOVIN	Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39)	CIAO1 WDR39	Bos taurus (Bovine)	339	GO:0005737; GO:0007059; GO:0016226; GO:0071817; GO:0097361; GO:0097428
3448	g18883	1147.06000712084	-1.34617424973135	0.320459417749888	-4.20076357619176	2.66016271799734e-05	0.00021233063499203	904	457	563	637	516	199	2455	1669	1742	2176	2264	1659	sp	O13076	AA2BR_CHICK	48.675	302	120	8	64	900	22	311	2.49e-61	203	O13076	reviewed	AA2BR_CHICK	Adenosine receptor A2b (Adenosine receptor 2b)	ADORA2B	Gallus gallus (Chicken)	340	GO:0001609; GO:0002882; GO:0004930; GO:0005886; GO:0007189; GO:0010575; GO:0010753; GO:0019934; GO:0032722; GO:0032755; GO:0042311; GO:0043303; GO:0043306; GO:0060087; GO:0098685; GO:0098793; GO:0098978; GO:0099171
3449	g18886	63.4571351380802	1.57545434742792	0.507824596473756	3.10235927595394	0.00191984801770457	0.00821809705301573	130	55	85	73	68	70	44	12	60	42	62	8	sp	Q8BHE0	PRR11_MOUSE	39.189	148	57	7	808	1194	231	364	1.79e-09	62.8	Q8BHE0	reviewed	PRR11_MOUSE	Proline-rich protein 11	Prr11	Mus musculus (Mouse)	368	GO:0005634; GO:0005737; GO:0051726
3450	g18887	2082.98776712933	0.922173083427231	0.246520926599777	3.74074970488962	0.000183472163658161	0.0011331697938189	3355	1893	2591	2561	1461	2231	2093	1448	1687	1376	2489	1245	sp	A8WGF7	SPNS1_XENTR	50	432	203	5	163	1431	64	491	5.03e-141	419	A8WGF7	reviewed	SPNS1_XENTR	Protein spinster homolog 1 (Spns1)	spns1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	526	GO:0005765; GO:0006869; GO:0022857
3451	g18885	338.667340882619	-1.78499994902274	0.411140305643329	-4.34158345587079	1.41459527062095e-05	0.000123032293247693	119	181	178	75	25	242	1224	806	378	724	414	469	sp	Q6JQN1	ACD10_HUMAN	56.195	1025	424	6	142	3165	43	1059	0	1201	Q6JQN1	reviewed	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)	ACAD10	Homo sapiens (Human)	1059	GO:0003995; GO:0005737; GO:0005739; GO:0005759; GO:0006635; GO:0033539; GO:0050660
3452	g6439	578.104058142531	-1.13129869019421	0.325058870951154	-3.48028862243914	0.000500873884067806	0.00264538220245001	288	294	243	496	266	198	857	997	712	1169	1191	746	sp	P63219	GBG5_RAT	53.846	65	30	0	4	198	4	68	7.8e-19	75.1	P63219	reviewed	GBG5_RAT	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	Gng5 Gngt5	Rattus norvegicus (Rat)	68	GO:0005834; GO:0007186; GO:0030165; GO:0031680; GO:0031681; GO:0072513; GO:2000179
3453	g6438	6.53459055841772	3.60344648686658	1.15350764633477	3.12390342475528	0.00178469023342217	0.00772937476423563	14	7	2	5	17	9	5	0	0	0	0	3	sp	P22031	LEG_HELCR	34.314	102	46	4	226	501	14	104	7.76e-10	56.6	P22031	reviewed	LEG_HELCR	D-galactoside-specific lectin (Sea urchin egg lectin) (SUEL)		Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)	105	GO:0005737; GO:0030246
3454	g22675	546.995324287265	-2.51212045854364	0.530288488695991	-4.73727133832583	2.16615051776509e-06	2.39097971829399e-05	137	112	183	293	90	21	1529	1731	1171	1627	396	504	sp	Q9ESG5	HS3S1_RAT	34.386	285	160	2	502	1356	53	310	1.1e-53	185	Q9ESG5	reviewed	HS3S1_RAT	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (Heparan sulfate 3-O-sulfotransferase 1)	Hs3st1 3ost 3ost1	Rattus norvegicus (Rat)	311	GO:0005794; GO:0005796; GO:0006024; GO:0008467; GO:0015012
3455	g22676	3011.65067963104	-5.27370028050157	0.470499423495547	-11.2087284641518	3.69462706274037e-29	1.51538487730171e-26	101	76	223	261	75	44	11402	12360	3295	6144	3703	7141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3456	g22677	564.627775720032	-0.595041964050972	0.197120166666405	-3.01867624258855	0.00253881684032954	0.0103895754007771	361	565	556	364	244	262	1143	670	830	777	856	695	sp	Q91YT0	NDUV1_MOUSE	83.032	442	73	1	85	1404	14	455	0	754	Q91YT0	reviewed	NDUV1_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (NDUFV1) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	Ndufv1	Mus musculus (Mouse)	464	GO:0005739; GO:0005743; GO:0005747; GO:0005829; GO:0006120; GO:0008137; GO:0009060; GO:0010181; GO:0042776; GO:0045271; GO:0046872; GO:0051287; GO:0051539
3457	g22671	30.8917443808493	4.03562591150285	1.18406078235475	3.40829286101105	0.000653706948643122	0.00330368224647506	94	41	114	8	10	63	16	0	0	0	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3458	g8392	57.3924232102613	-1.77873804404985	0.348162790802209	-5.10892631562212	3.23994665950482e-07	4.43973556295243e-06	36	37	16	25	9	16	138	83	78	135	151	65	sp	Q8R2Y3	DOLK_MOUSE	42.041	245	128	4	808	1500	252	496	5.96e-48	177	Q8R2Y3	reviewed	DOLK_MOUSE	Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)	Dolk Tmem15	Mus musculus (Mouse)	534	GO:0004168; GO:0005789; GO:0035268; GO:0043048
3459	g22672	493.145772704204	6.28180284241659	0.443226895428978	14.1728827993092	1.34849087139883e-45	4.05603579268912e-42	1301	733	793	256	589	1309	17	21	18	12	5	18	sp	Q5RFR0	TTPAL_PONAB	39.442	251	150	2	49	795	48	298	2.8e-62	203	Q5RFR0	reviewed	TTPAL_PONAB	Alpha-tocopherol transfer protein-like	TTPAL	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	342	GO:0016020; GO:1902936
3460	g19379	110.066065871214	6.52933368296159	1.12036429687874	5.82786661548557	5.61404203388131e-09	1.20615019744591e-07	198	164	57	130	357	35	0	5	0	0	0	11	sp	P20918	PLMN_MOUSE	40.206	291	147	7	817	1677	545	812	1.68e-55	203	P20918	reviewed	PLMN_MOUSE	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	Plg	Mus musculus (Mouse)	812	GO:0002020; GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009897; GO:0009986; GO:0010812; GO:0016525; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0034185; GO:0042246; GO:0042730; GO:0043536; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0060707; GO:0060716; GO:0062023; GO:0071674; GO:0098685; GO:0098978; GO:0099183; GO:1990405
3461	g19378	365.483770161234	1.18935325726342	0.249673997737555	4.76362483895342	1.90145880638925e-06	2.12744123241828e-05	584	369	325	430	288	578	440	231	324	232	216	210	sp	Q8NCL8	TM116_HUMAN	29.333	225	140	7	415	1041	21	242	5.38e-20	91.7	Q8NCL8	reviewed	TM116_HUMAN	Transmembrane protein 116	TMEM116	Homo sapiens (Human)	245	GO:0007165; GO:0016020
3462	g19377	4.62602512771788	4.93313967636973	1.60697821082316	3.06982362495307	0.0021418521654542	0.00897531344613574	5	0	12	1	7	18	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3463	g19372	572.422579351157	-0.911243609310816	0.338047468871833	-2.69560843733548	0.0070260204728765	0.0241078761159661	585	506	467	241	116	282	1035	785	599	797	1554	585	sp	Q9D2Q2	TRM44_MOUSE	40.595	739	352	17	64	2190	20	701	9.78e-165	495	Q9D2Q2	reviewed	TRM44_MOUSE	Probable tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (Methyltransferase-like protein 19)	Trmt44 Mettl19	Mus musculus (Mouse)	713	GO:0005737; GO:0016300; GO:0030488; GO:0046872; GO:0141101
