gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g18093	128.3940596	0.99867577	0.388403924	2.571229868	0.010133804	0.032481396	171	202	95	70	107	221	229	51	60	117	84	118	sp	Q8TEJ3	SH3R3_HUMAN	34.94	581	186	19	1	1485	46	520	4.04E-74	267	Q8TEJ3	reviewed	SH3R3_HUMAN	E3 ubiquitin-protein ligase SH3RF3 (EC 2.3.2.27) (Plenty of SH3s 2) (SH3 domain-containing RING finger protein 3) (SH3 multiple domains protein 4)	SH3RF3 POSH2 SH3MD4	Homo sapiens (Human)	882	GO:0016567; GO:0032436; GO:0046330; GO:0046872; GO:0051865; GO:0061630
g388	129.0018382	-1.879389403	0.294541038	-6.380738715	1.76E-10	5.20E-09	46	69	61	74	13	33	416	202	217	290	164	238	sp	O70277	TRIM3_RAT	20.455	176	138	1	109	636	115	288	6.23E-07	55.8	O70277	reviewed	TRIM3_RAT	Tripartite motif-containing protein 3 (EC 2.3.2.27) (Brain-expressed RING finger protein) (RING finger protein 22)	Trim3 Berp Rnf22	Rattus norvegicus (Rat)	744	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252
g17153	278.3101639	-0.601658201	0.230798309	-2.606857065	0.00913775	0.029791054	254	138	250	182	131	181	571	333	339	448	502	268	sp	Q9UPQ7	PZRN3_HUMAN	35.849	212	126	7	1	612	1	210	5.71E-30	129	Q9UPQ7	reviewed	PZRN3_HUMAN	E3 ubiquitin-protein ligase PDZRN3 (EC 2.3.2.27) (Ligand of Numb protein X 3) (PDZ domain-containing RING finger protein 3) (RING-type E3 ubiquitin transferase PDZRN3) (Semaphorin cytoplasmic domain-associated protein 3) (Protein SEMACAP3)	PDZRN3 KIAA1095 LNX3 SEMCAP3	Homo sapiens (Human)	1066	GO:0004842; GO:0005737; GO:0007528; GO:0008270; GO:0016567; GO:0031594; GO:0061630
g6658	254.2832807	-0.772069733	0.224387891	-3.440781624	0.000580036	0.003001123	144	186	156	235	82	164	594	344	409	327	364	326	sp	P61963	DCAF7_MOUSE	90.029	341	34	0	7	1029	2	342	0	659	P61963	reviewed	DCAF7_MOUSE	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	Dcaf7 Han11 Wdr68	Mus musculus (Mouse)	342	GO:0005634; GO:0005829; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
g9682	102.8374308	-2.551559594	0.396042905	-6.442634276	1.17E-10	3.56E-09	32	23	59	25	12	11	398	214	93	296	209	131	sp	Q9W3M3	UBR3_DROME	42.619	420	235	4	25	1281	155	569	4.49E-102	337	Q9W3M3	reviewed	UBR3_DROME	E3 ubiquitin-protein ligase Ubr3 (EC 2.3.2.27) (E3 ubiquitin-protein transferase Ubr3)	Ubr3 CG42593	Drosophila melanogaster (Fruit fly)	2219	GO:0000151; GO:0005634; GO:0005737; GO:0005829; GO:0007605; GO:0008270; GO:0016567; GO:0043025; GO:0043066; GO:0045880; GO:0051865; GO:0061630; GO:0070936; GO:0071596
g19905	847.3773347	0.675330967	0.281693999	2.397392094	0.016512244	0.048180511	908	771	829	1201	834	574	878	841	954	838	515	705	sp	Q15370	ELOB_HUMAN	61.983	121	42	2	1	363	1	117	2.13E-46	149	Q15370	reviewed	ELOB_HUMAN	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2	Homo sapiens (Human)	118	GO:0001222; GO:0005654; GO:0005829; GO:0006367; GO:0006368; GO:0016567; GO:0030891; GO:0031462; GO:0031466; GO:0031625; GO:0032436; GO:0065003; GO:0070449; GO:0140958
g20353	49.41645355	2.627553667	0.882253158	2.978230958	0.002899174	0.011626978	39	195	100	16	6	119	15	19	0	4	36	22	sp	Q3V0Q1	DYH12_MOUSE	71.377	276	79	0	79	906	2811	3086	4.33E-135	426	Q3V0Q1	reviewed	DYH12_MOUSE	Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)	Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l	Mus musculus (Mouse)	3086	GO:0005524; GO:0005874; GO:0008569; GO:0016567; GO:0016887; GO:0036156; GO:0045505; GO:0051959; GO:0060294; GO:0097729
g12803	1373.874696	2.272080429	0.89849749	2.528755455	0.011446775	0.035740476	406	4842	2034	364	2834	366	579	180	14	1552	997	155	sp	Q5REG4	DTX3_PONAB	50.526	190	93	1	2233	2799	155	344	2.62E-55	198	Q5REG4	reviewed	DTX3_PONAB	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING-type E3 ubiquitin transferase DTX3)	DTX3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	347	GO:0005654; GO:0005737; GO:0007219; GO:0016567; GO:0046872; GO:0061630
g15347	154.1745556	-0.689048739	0.281491457	-2.447849562	0.014371165	0.043061001	78	113	123	161	42	97	284	233	234	222	256	153	sp	Q9QZN1	FXL17_MOUSE	35.194	412	258	5	541	1758	284	692	3.53E-71	245	Q9QZN1	reviewed	FXL17_MOUSE	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701	GO:0000209; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0043161
g6071	283.7855776	-0.978111455	0.269212968	-3.633225626	0.0002799	0.001621623	171	174	244	237	99	72	598	476	334	460	438	449	sp	Q8N5D0	WDTC1_HUMAN	51.403	677	297	11	16	2034	4	652	0	661	Q8N5D0	reviewed	WDTC1_HUMAN	WD and tetratricopeptide repeats protein 1	WDTC1 KIAA1037	Homo sapiens (Human)	677	GO:0000122; GO:0001701; GO:0004857; GO:0005654; GO:0005737; GO:0005829; GO:0006006; GO:0008361; GO:0016567; GO:0032869; GO:0035264; GO:0042393; GO:0042826; GO:0045717; GO:0055082; GO:0080008
g20093	13383.63629	1.118949068	0.265045938	4.221717471	2.42E-05	0.000195507	14964	15915	11759	15594	14815	16252	9702	8378	10597	11785	8483	11579	sp	Q02543	RL18A_HUMAN	70.455	176	51	1	1	525	1	176	5.35E-86	253	Q02543	reviewed	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0016020; GO:0022625; GO:0022626
g11895	133.1345151	-1.072363698	0.377782923	-2.838571128	0.004531602	0.016786088	94	101	63	97	19	86	230	213	215	367	77	225	sp	Q8CBC7	TRM7_MOUSE	72.945	292	75	1	1	876	1	288	2.13E-143	410	Q8CBC7	reviewed	TRM7_MOUSE	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1	Mus musculus (Mouse)	324	GO:0002130; GO:0002181; GO:0005634; GO:0005737; GO:0005829; GO:0008175; GO:0016423; GO:0022008; GO:0030488; GO:0106339; GO:0106340; GO:1904047
g509	7383.706421	1.251010196	0.43228862	2.8939235	0.003804608	0.01449784	9693	9717	6256	8211	8065	9274	6514	4681	5713	7023	800	7485	sp	P63221	RS21_PIG	73.494	83	22	0	1	249	1	83	1.54E-40	131	P63221	reviewed	RS21_PIG	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Sus scrofa (Pig)	83	GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0022627; GO:0043022; GO:0098556
g16638	3315.794203	0.645337346	0.205196873	3.144966758	0.001661057	0.007274229	3194	4752	3151	3266	2539	3570	3421	2861	2952	3667	2233	3624	sp	P27659	RL3_MOUSE	87.013	77	10	0	1	231	1	77	3.56E-42	144	P27659	reviewed	RL3_MOUSE	Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (J1 protein)	Rpl3	Mus musculus (Mouse)	403	GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0008097; GO:0022625; GO:0045202; GO:0071353
g6297	15824.88504	1.22099346	0.296080176	4.123860903	3.73E-05	0.000284066	19769	21264	12747	17681	18702	17854	13191	10797	11527	14468	5665	13775	sp	Q8JGR4	RL24_DANRE	63.057	157	55	1	1	462	1	157	6.33E-50	160	Q8JGR4	reviewed	RL24_DANRE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	rpl24	Danio rerio (Zebrafish) (Brachydanio rerio)	157	GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0043009
g9064	9806.792982	0.741598022	0.265470894	2.793519132	0.005213794	0.018856383	10128	12246	8126	9337	8506	12626	9033	5685	7757	11551	8291	10603	sp	Q8UW19	RL36_HYDHA	65.278	72	21	1	1	204	1	72	1.90E-14	66.6	Q8UW19	reviewed	RL36_HYDHA	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	RPL36	Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	105	GO:0002181; GO:0003735; GO:0022625
g13448	7454.48835	0.806941698	0.213424391	3.78092539	0.000156246	0.00099358	8426	9458	6721	7394	6785	8492	7164	5224	5955	6928	6689	7112	sp	G1SQH0	RL26_RABIT	78.014	141	30	1	1	423	1	140	2.49E-43	142	G1SQH0	reviewed	RL26_RABIT	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	Oryctolagus cuniculus (Rabbit)	145	GO:0002181; GO:0003735; GO:0005654; GO:0005730; GO:0006364; GO:0006977; GO:0022625; GO:0042273; GO:0045202; GO:0045727; GO:0048027; GO:0071480; GO:1902164; GO:1902167; GO:1904803
g4288	8430.540375	0.966822434	0.29661044	3.259569804	0.001115813	0.005222272	9298	9711	5784	10188	9337	9636	7148	4875	6755	7371	7997	6750	sp	P62861	RS30_HUMAN	59.398	133	54	0	1	399	1	133	9.18E-47	150	P62861	reviewed	RS30_HUMAN	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]	FAU	Homo sapiens (Human)	133	GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844
g21139	2696.493872	0.765966921	0.278463675	2.750688833	0.00594701	0.021007183	2724	4061	1986	2862	2420	2862	2348	1689	1946	2819	2415	3098	sp	A0A1D8PF57	RL29_CANAL	71.739	46	13	0	1	138	1	46	6.02E-17	71.6	A0A1D8PF57	reviewed	RL29_CANAL	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	RPL29 orf19.2310.1 CAALFM_C111040WA	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	63	GO:0002181; GO:0003735; GO:0022625
g17634	14990.59955	0.865695454	0.232281369	3.726925916	0.000193829	0.001187789	16877	23222	13087	12362	14882	16007	18935	10398	11977	15558	9082	12865	sp	P38983	RSSA_RAT	64.164	293	89	5	1	879	1	277	3.62E-130	375	P38983	reviewed	RSSA_RAT	Small ribosomal subunit protein uS2 (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (40S ribosomal protein SA) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40)	Rpsa Lamr1	Rattus norvegicus (Rat)	295	GO:0000028; GO:0002181; GO:0003677; GO:0003735; GO:0005055; GO:0005198; GO:0005604; GO:0005634; GO:0005737; GO:0005886; GO:0015935; GO:0022626; GO:0022627; GO:0030855; GO:0043022; GO:0043025; GO:0043236; GO:0045202; GO:0062023; GO:0098609; GO:0098978; GO:0140374
g16170	7227.855664	0.87561058	0.349529635	2.505111136	0.012241292	0.037787609	9271	10386	6794	6817	6195	7951	5492	3995	4557	4635	11999	5008	sp	P47955	RLA1_MOUSE	73.016	63	17	0	1	189	1	63	2.72E-26	97.1	P47955	reviewed	RLA1_MOUSE	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	Rplp1	Mus musculus (Mouse)	114	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006414; GO:0006417; GO:0022625; GO:0030295; GO:0043021; GO:0045202; GO:0098794
g19012	29487.34226	0.85898716	0.246089007	3.490554775	0.000482019	0.00256305	31660	36431	26593	25639	30250	36054	27585	20875	26967	30437	19651	26296	sp	G1SKF7	RL6_RABIT	59.375	256	97	2	10	756	36	291	1.59E-78	241	G1SKF7	reviewed	RL6_RABIT	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	RPL6	Oryctolagus cuniculus (Rabbit)	291	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005791; GO:0022625
g22950	17935.18184	0.85391637	0.234629804	3.639419866	0.000273253	0.001589747	17847	24741	16807	21795	15895	18239	16601	10932	16385	15100	16389	16253	sp	P05388	RLA0_HUMAN	73.091	275	74	0	1	825	1	275	2.37E-141	404	P05388	reviewed	RLA0_HUMAN	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)	RPLP0	Homo sapiens (Human)	317	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005925; GO:0006412; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0036464; GO:0070062; GO:0070180; GO:0098794; GO:1990904
g18210	13485.69093	1.033389249	0.280883665	3.679064954	0.000234091	0.001393809	16170	19478	11623	13658	13283	15955	14561	9848	10453	13995	4502	12247	sp	P51410	RL9_MOUSE	67.188	192	61	1	1	570	1	192	2.53E-96	280	P51410	reviewed	RL9_MOUSE	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Rpl9	Mus musculus (Mouse)	192	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0019843; GO:0022625; GO:0045202; GO:0098793; GO:0098794; GO:0140236; GO:0140242
g16934	21078.48811	0.772898215	0.229970218	3.360862205	0.000776996	0.00383861	26627	24494	15560	20828	19413	25048	23146	14346	16765	22042	17463	19677	sp	O61231	RL10_DROME	80.282	213	42	0	1	639	1	213	4.13E-131	370	O61231	reviewed	RL10_DROME	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog) (dQM)	RpL10 Qm CG17521	Drosophila melanogaster (Fruit fly)	218	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0043025
g1094	11298.20244	0.944189637	0.23942453	3.943579372	8.03E-05	0.000558056	12290	16641	10762	10580	10870	12987	9360	7097	8937	12955	8195	9297	sp	Q9VXX8	RL371_DROME	81.818	88	16	0	1	264	1	88	3.61E-40	131	Q9VXX8	reviewed	RL371_DROME	Large ribosomal subunit protein eL37A (Probable 60S ribosomal protein L37-A) (Ribosomal protein L37-1)	RpL37-1 RpL37a CG9091	Drosophila melanogaster (Fruit fly)	93	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0046872
g17410	252.367808	-0.706281979	0.29187978	-2.419770151	0.01553032	0.045849123	144	231	284	154	105	90	772	457	328	305	275	249	sp	D2XV59	GTPB1_RAT	72.084	523	143	2	124	1686	102	623	0	692	D2XV59	reviewed	GTPB1_RAT	GTP-binding protein 1	Gtpbp1	Rattus norvegicus (Rat)	669	GO:0000049; GO:0000177; GO:0002181; GO:0003746; GO:0003924; GO:0005525; GO:0005829; GO:0006414; GO:0046039; GO:0061014; GO:1904678
g23112	14829.85381	0.984815002	0.255137318	3.859941028	0.000113414	0.000755273	17027	20748	13330	15417	14296	17241	15214	10956	12367	14829	5977	13834	sp	P36241	RL19_DROME	77.157	197	45	0	1	591	1	197	2.79E-86	256	P36241	reviewed	RL19_DROME	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	RpL19 M(2)60E CG2746	Drosophila melanogaster (Fruit fly)	203	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626
g6599	11852.52876	0.880039796	0.287725427	3.058609751	0.002223666	0.009268014	12029	14810	8595	11572	13297	13898	11071	7187	9137	11414	10653	10726	sp	P61314	RL15_RAT	81.373	204	38	0	1	612	1	204	1.79E-110	317	P61314	reviewed	RL15_RAT	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Rpl15	Rattus norvegicus (Rat)	204	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0045202; GO:0045471
g10949	13044.80766	0.837495616	0.239214113	3.501029289	0.000463465	0.002476066	13758	18621	10491	13576	12624	13784	12535	9115	9956	12450	12444	11040	sp	P62907	RL10A_RAT	79.07	215	45	0	4	648	3	217	4.18E-111	320	P62907	reviewed	RL10A_RAT	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a)	Rpl10a	Rattus norvegicus (Rat)	217	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0006412; GO:0014069; GO:0022625; GO:0022626; GO:0045202; GO:0045471
g9309	10434.28719	0.803944265	0.224092886	3.587549254	0.000333801	0.00188108	11752	17154	9240	8677	8936	11429	10061	7550	7849	10078	9241	10069	sp	P24049	RL17_RAT	80.247	162	32	0	1	486	1	162	2.75E-97	282	P24049	reviewed	RL17_RAT	Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (Amino acid starvation-induced protein) (ASI) (L23)	Rpl17	Rattus norvegicus (Rat)	184	GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0034198; GO:0045202; GO:0070180; GO:1900087; GO:1990928
g20594	973.7628645	1.704597364	0.482347012	3.533964805	0.000409376	0.00222933	1707	633	833	1759	1330	910	610	280	653	305	1082	289	sp	Q6P799	SYSC_RAT	68.116	483	151	3	1	1446	1	481	0	681	Q6P799	reviewed	SYSC_RAT	"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)"	Sars1 Sars	Rattus norvegicus (Rat)	512	GO:0000049; GO:0000122; GO:0000978; GO:0001514; GO:0002181; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006400; GO:0006434; GO:0016525; GO:0019899; GO:0042803; GO:0060090; GO:0098619; GO:1904046
g18183	6111.860919	1.043681146	0.239705674	4.354011015	1.34E-05	0.000117331	7004	8036	5561	6574	6164	7353	5366	4138	4676	5886	3239	5710	sp	O09167	RL21_MOUSE	66.667	162	51	1	10	495	2	160	8.34E-67	203	O09167	reviewed	RL21_MOUSE	Large ribosomal subunit protein eL21 (60S ribosomal protein L21)	Rpl21	Mus musculus (Mouse)	160	GO:0002181; GO:0003735; GO:0005737; GO:0005783; GO:0005829; GO:0005840; GO:0022625; GO:0045202; GO:0098794
g13994	18666.49357	0.772609946	0.237005042	3.259888229	0.001114561	0.005217766	21755	22144	15444	16365	18086	22458	19256	13855	14483	17551	18969	15509	sp	P41116	RL8_XENLA	84.921	252	38	0	1	756	1	252	2.55E-160	447	P41116	reviewed	RL8_XENLA	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	rpl8	Xenopus laevis (African clawed frog)	257	GO:0002181; GO:0003735; GO:0019843; GO:0022625
g11209	10090.45142	1.151506309	0.240358943	4.790777893	1.66E-06	1.89E-05	11762	12993	9472	11178	10468	12764	8612	5836	8140	8423	5570	8830	sp	P27085	RS26_OCTVU	84.348	115	17	1	103	444	1	115	1.45E-53	168	P27085	reviewed	RS26_OCTVU	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	RPS26	Octopus vulgaris (Common octopus)	127	GO:0002181; GO:0003729; GO:0003735; GO:0005840; GO:0022627; GO:0098556
g17311	11841.92593	0.858584841	0.196429451	4.37095781	1.24E-05	0.000110082	13507	14780	10315	13217	10843	13284	12502	9373	9931	10947	8118	10499	sp	Q90YV0	RL18_ICTPU	77.128	188	43	0	1	564	1	188	7.07E-100	289	Q90YV0	reviewed	RL18_ICTPU	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	rpl18	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	188	GO:0002181; GO:0003735; GO:0005791; GO:0022625
g11942	44.3619048	-2.903941127	0.606502383	-4.788012721	1.68E-06	1.91E-05	10	15	20	0	2	11	156	130	38	152	72	48	sp	Q8CBC7	TRM7_MOUSE	72.945	292	75	1	1	876	1	288	3.29E-139	400	Q8CBC7	reviewed	TRM7_MOUSE	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1	Mus musculus (Mouse)	324	GO:0002130; GO:0002181; GO:0005634; GO:0005737; GO:0005829; GO:0008175; GO:0016423; GO:0022008; GO:0030488; GO:0106339; GO:0106340; GO:1904047
g4300	5142.349823	5.002046286	1.151888749	4.34247343	1.41E-05	0.000122594	509	4385	32776	39	108	17559	13	228	674	97	457	577	sp	P80146	SEPR_THESR	39.633	381	202	9	52	1119	30	407	5.67E-75	241	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	GO:0004252; GO:0005615; GO:0006508
g4302	43.20475841	-1.527098879	0.552887515	-2.76204262	0.005744098	0.020418453	37	44	15	4	7	17	103	76	18	147	63	74	sp	P10394	POL4_DROME	25.872	344	226	4	157	1143	882	1211	5.33E-36	145	P10394	reviewed	POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	POL ORF3	Drosophila melanogaster (Fruit fly)	1237	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g15976	2356.405637	1.079802899	0.280809216	3.84532571	0.000120392	0.000794995	3299	2106	1812	3291	2703	2322	2400	1582	2115	1814	1612	1524	sp	Q92542	NICA_HUMAN	36.061	721	368	22	25	2007	14	701	5.74E-132	408	Q92542	reviewed	NICA_HUMAN	Nicastrin	NCSTN KIAA0253 UNQ1874/PRO4317	Homo sapiens (Human)	709	GO:0000139; GO:0002262; GO:0005765; GO:0005769; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0005925; GO:0006508; GO:0006509; GO:0007212; GO:0007215; GO:0007219; GO:0007220; GO:0007611; GO:0008021; GO:0010008; GO:0010950; GO:0016020; GO:0016485; GO:0021549; GO:0022010; GO:0030534; GO:0030674; GO:0031293; GO:0034205; GO:0035577; GO:0042098; GO:0042383; GO:0042470; GO:0042500; GO:0042734; GO:0042982; GO:0042983; GO:0042986; GO:0042987; GO:0050673; GO:0051117; GO:0051402; GO:0070062; GO:0070765; GO:0070851; GO:0071277; GO:1900271; GO:1990926
g19177	8263.458769	4.49740212	1.117373247	4.024977447	5.70E-05	0.000412985	601	7678	34428	102	274	40983	57	476	1915	190	1063	901	sp	P48052	CBPA2_HUMAN	37.688	398	232	6	70	1242	22	410	6.70E-92	286	P48052	reviewed	CBPA2_HUMAN	Carboxypeptidase A2 (EC 3.4.17.15)	CPA2	Homo sapiens (Human)	419	GO:0004180; GO:0004181; GO:0005576; GO:0005615; GO:0005773; GO:0006508; GO:0007039; GO:0008270
g5599	182.4162259	1.773430758	0.652732298	2.716934284	0.006588969	0.022858732	190	441	330	39	240	186	181	200	7	56	112	65	sp	Q8N7X0	ADGB_HUMAN	34.393	535	254	7	2263	3849	629	1072	8.13E-89	321	Q8N7X0	reviewed	ADGB_HUMAN	Androglobin	ADGB C6orf103	Homo sapiens (Human)	1667	GO:0004198; GO:0006508; GO:0007286; GO:0019825; GO:0020037; GO:0046872; GO:0097225; GO:0097227
g5598	125.3411437	1.905030031	0.616871884	3.08821018	0.00201366	0.008528637	109	361	292	10	88	201	104	104	24	47	76	38	sp	G3UZ78	ADGB_MOUSE	39.322	295	151	6	1	807	1120	1412	4.61E-35	143	G3UZ78	reviewed	ADGB_MOUSE	Androglobin	Adgb	Mus musculus (Mouse)	1657	GO:0004198; GO:0006508; GO:0007283; GO:0007286; GO:0019825; GO:0020037; GO:0036126; GO:0046872; GO:0097225; GO:0097227
g22207	247.1743812	-0.763010272	0.281824076	-2.707399178	0.006781266	0.023408859	201	138	226	244	83	73	437	401	329	465	280	360	sp	Q5ZIM5	MAP1_CHICK	69.231	364	102	3	16	1077	3	366	0	543	Q5ZIM5	reviewed	MAP1_CHICK	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 RCJMB04_24o19	Gallus gallus (Chicken)	385	GO:0004239; GO:0005829; GO:0006508; GO:0022626; GO:0046872; GO:0070006
g2736	4857.685739	-1.007272741	0.281930817	-3.57276566	0.000353231	0.00197422	2738	3493	4338	2702	1292	2562	9741	10021	7300	4272	10045	5334	sp	Q5I0D7	PEPD_RAT	62.947	475	175	1	10	1434	7	480	0	577	Q5I0D7	reviewed	PEPD_RAT	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	Pepd	Rattus norvegicus (Rat)	492	GO:0006508; GO:0008233; GO:0030145; GO:0030574; GO:0043069; GO:0070006; GO:0102009
g13145	125.6000211	-2.88080414	0.476748317	-6.042609981	1.52E-09	3.70E-08	21	53	8	21	30	14	307	246	170	287	420	162	sp	P08594	AQL1_THEAQ	45.932	381	176	9	73	1188	37	396	1.44E-78	254	P08594	reviewed	AQL1_THEAQ	Aqualysin-1 (EC 3.4.21.111) (Aqualysin-I)	pstI	Thermus aquaticus	513	GO:0004252; GO:0005615; GO:0006508
g11371	416.4978125	3.143722092	0.679513082	4.626433507	3.72E-06	3.87E-05	1494	572	854	719	288	203	190	48	33	42	11	310	sp	Q9QX15	CA3A1_MOUSE	31.737	668	396	20	1	1941	238	866	1.02E-75	267	Q9QX15	reviewed	CA3A1_MOUSE	Calcium-activated chloride channel regulator 3A-1 (EC 3.4.-.-)	Clca3a1 Clca1	Mus musculus (Mouse)	902	GO:0005229; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0046872
