gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g5987	662.7451023	2.644714857	0.353194026	7.487994301	6.99E-14	3.65E-12	2078	1873	720	387	599	603	426	188	186	270	120	162	sp	A0JM49	LTN1_XENTR	37.358	795	438	18	265	2628	954	1695	2.86E-155	500	A0JM49	reviewed	LTN1_XENTR	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (Zfp-294) (RING-type E3 ubiquitin transferase listerin)	ltn1 rnf160	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1696	GO:0005829; GO:0008270; GO:0016567; GO:0061630; GO:1990112; GO:1990116
g703	536.0704618	0.849274835	0.274702885	3.091612365	0.001990726	0.00827448	678	607	506	548	599	454	508	398	406	754	258	470	sp	Q03601	NHL1_CAEEL	32.367	207	138	2	1897	2514	715	920	9.13E-37	127	Q03601	reviewed	NHL1_CAEEL	RING finger protein nhl-1	nhl-1 F54G8.4	Caenorhabditis elegans	974	GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630
g15513	63.05421072	-2.750592466	0.488811224	-5.62710578	1.83E-08	3.33E-07	33	20	18	15	1	8	155	109	86	117	218	102	sp	Q8VBV4	FBXW7_MOUSE	36.095	169	103	3	22	516	477	644	1.58E-25	105	Q8VBV4	reviewed	FBXW7_MOUSE	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (F-box protein FBW7) (F-box protein Fbxw6) (F-box-WD40 repeat protein 6) (SEL-10)	Fbxw7 Fbw7 Fbwd6 Fbxw6	Mus musculus (Mouse)	710	GO:0001570; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010992; GO:0016020; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0034644; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0045741; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0051443; GO:0070374; GO:0070534; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2001205
g15512	57.64867688	-1.398105826	0.348392167	-4.013023129	5.99E-05	0.00041063	40	23	17	31	28	20	201	85	65	124	86	73	sp	D3Z902	FBXW7_RAT	40.449	89	52	1	259	522	357	445	2.72E-14	69.3	D3Z902	reviewed	FBXW7_RAT	F-box/WD repeat-containing protein 7	Fbxw7	Rattus norvegicus (Rat)	713	GO:0001570; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0006281; GO:0006974; GO:0007062; GO:0007219; GO:0010629; GO:0010992; GO:0016567; GO:0019005; GO:0030324; GO:0030332; GO:0030674; GO:0031146; GO:0031398; GO:0031625; GO:0031648; GO:0042752; GO:0042802; GO:0043130; GO:0043161; GO:0048471; GO:0048511; GO:0050816; GO:0050821; GO:0070374; GO:0070534; GO:0090049; GO:0097027; GO:1901524; GO:1901800; GO:1903378; GO:1903955; GO:1990452; GO:1990756; GO:2000060; GO:2001205
g22264	686.1715999	1.003344755	0.389574251	2.575490428	0.010009804	0.031172514	948	1568	675	232	483	925	810	580	287	771	491	460	sp	A7E305	ZSWM8_BOVIN	66.942	242	69	2	562	1257	811	1051	4.44E-94	322	A7E305	reviewed	ZSWM8_BOVIN	Zinc finger SWIM domain-containing protein 8	ZSWIM8	Bos taurus (Bovine)	1413	GO:0005829; GO:0008270; GO:0016567; GO:0031462; GO:0031463; GO:0043161; GO:1990756; GO:2000627
g5908	76.1674891	-1.88776526	0.593306435	-3.181771086	0.001463775	0.006392026	75	37	54	17	0	26	362	79	87	162	134	94	sp	Q149N8	SHPRH_HUMAN	51.058	1040	481	13	2797	5868	649	1676	0	1038	Q149N8	reviewed	SHPRH_HUMAN	"E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)"	SHPRH KIAA2023	Homo sapiens (Human)	1683	GO:0000209; GO:0000786; GO:0003677; GO:0004386; GO:0004842; GO:0005524; GO:0005654; GO:0006281; GO:0006334; GO:0006974; GO:0016567; GO:0016787; GO:0031625; GO:0046872; GO:0061630; GO:0140658
g6596	747.1687304	1.047556137	0.26990058	3.88126671	0.000103914	0.00066633	934	640	609	731	1024	896	776	576	383	669	566	497	sp	Q8CF97	VCIP1_RAT	44.811	1031	455	18	19	3045	36	974	0	862	Q8CF97	reviewed	VCIP1_RAT	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	Vcpip1 Vcip135	Rattus norvegicus (Rat)	1221	GO:0004843; GO:0005634; GO:0005783; GO:0005795; GO:0006508; GO:0006974; GO:0007030; GO:0016320; GO:0016567; GO:0016579; GO:0035871; GO:0045202; GO:0071108; GO:0090168; GO:0106300; GO:1905634
g9101	488.9009688	1.514023195	0.293845791	5.15244132	2.57E-07	3.50E-06	701	604	484	475	687	566	447	278	268	334	162	361	sp	Q9Y4L5	RN115_HUMAN	36.455	299	160	7	52	939	19	290	3.27E-53	179	Q9Y4L5	reviewed	RN115_HUMAN	E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rab7-interacting RING finger protein) (Rabring 7) (Zinc finger protein 364)	RNF115 ZNF364	Homo sapiens (Human)	304	GO:0004842; GO:0005634; GO:0005737; GO:0005783; GO:0005794; GO:0005829; GO:0016567; GO:0034122; GO:0042059; GO:0043162; GO:0046872; GO:0051865; GO:0061630; GO:0070534; GO:0070936; GO:0070979
g15896	410.5635131	2.312996332	0.530354365	4.361228045	1.29E-05	0.000110831	704	78	252	423	759	957	152	93	140	82	215	173	sp	Q9UPN9	TRI33_HUMAN	26.923	338	210	12	49	999	122	443	1.93E-20	101	Q9UPN9	reviewed	TRI33_HUMAN	E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)	TRIM33 KIAA1113 RFG7 TIF1G	Homo sapiens (Human)	1127	GO:0000122; GO:0000785; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412
g15898	598.2029986	2.872144717	0.570085542	5.038094294	4.70E-07	5.96E-06	1373	149	431	549	1381	909	252	173	174	97	84	202	sp	Q9UPN9	TRI33_HUMAN	26.923	338	210	12	49	999	122	443	1.93E-20	101	Q9UPN9	reviewed	TRI33_HUMAN	E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)	TRIM33 KIAA1113 RFG7 TIF1G	Homo sapiens (Human)	1127	GO:0000122; GO:0000785; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0008270; GO:0016567; GO:0017015; GO:0030514; GO:0045892; GO:0070410; GO:0070412
g11191	101.7078564	-1.627412519	0.216937822	-7.501746364	6.30E-14	3.32E-12	71	65	59	33	26	18	343	201	186	164	114	148	sp	A6H7H7	FBX3_BOVIN	33.565	432	253	12	1	1260	4	413	6.25E-55	192	A6H7H7	reviewed	FBX3_BOVIN	F-box only protein 3	FBXO3 FBX3	Bos taurus (Bovine)	469	GO:0005634; GO:0005737; GO:0016567; GO:0019005; GO:0031146; GO:0032496; GO:1990756
g1579	374.0886846	-1.288986854	0.294826991	-4.372011021	1.23E-05	0.000106307	248	260	258	259	53	116	835	701	512	609	727	482	sp	Q5T447	HECD3_HUMAN	53.371	875	387	10	1	2613	1	858	0	922	Q5T447	reviewed	HECD3_HUMAN	E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)	HECTD3	Homo sapiens (Human)	861	GO:0004842; GO:0016567; GO:0019905; GO:0043161; GO:0048471
g8551	27251.66345	1.547404394	0.276016286	5.606206844	2.07E-08	3.70E-07	39530	23207	27849	26574	33503	48158	23216	16855	12948	21725	11854	13268	sp	P62976	UBIQP_CRIGR	99.476	382	2	0	1	1146	1	382	0	752	P62976	reviewed	UBIQP_CRIGR	Polyubiquitin [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]		Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	658	GO:0005634; GO:0005737; GO:0016567; GO:0019941; GO:0031386; GO:0031625
g8552	24859.66288	1.490299938	0.273392897	5.451128951	5.01E-08	8.14E-07	33056	23775	25783	22984	32402	40238	23181	17067	12201	16716	11681	13257	sp	P0CG50	UBC_MOUSE	98.653	297	2	1	1	885	1	297	0	580	P0CG50	reviewed	UBC_MOUSE	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]	Ubc	Mus musculus (Mouse)	734	GO:0002020; GO:0005654; GO:0005741; GO:0005829; GO:0016567; GO:0019941; GO:0031386; GO:0031625; GO:0043209
g12095	68.97970729	-1.509372507	0.620649869	-2.431922702	0.015018912	0.043317704	41	58	64	24	0	30	141	53	152	163	65	157	sp	Q3TUL7	DCA17_MOUSE	28.545	536	328	17	19	1566	4	504	2.90E-52	189	Q3TUL7	reviewed	DCA17_MOUSE	DDB1- and CUL4-associated factor 17	Dcaf17	Mus musculus (Mouse)	519	GO:0005654; GO:0005730; GO:0005829; GO:0016020; GO:0016567; GO:0080008
g2565	2891.159556	1.673522747	0.308535094	5.42409203	5.82E-08	9.37E-07	4607	3480	2293	2553	4383	3822	2725	1296	832	2108	1625	1596	sp	Q924T7	RNF31_MOUSE	37.829	608	338	14	931	2715	432	1012	2.84E-110	367	Q924T7	reviewed	RNF31_MOUSE	E3 ubiquitin-protein ligase RNF31 (EC 2.3.2.31) (HOIL-1-interacting protein) (HOIP) (Putative Ariadne-like ubiquitin ligase) (PAUL) (RING finger protein 31) (RING-type E3 ubiquitin transferase RNF31)	Rnf31 Paul	Mus musculus (Mouse)	1066	GO:0000209; GO:0004842; GO:0005829; GO:0008270; GO:0009898; GO:0016567; GO:0023035; GO:0031625; GO:0033209; GO:0035631; GO:0036435; GO:0042742; GO:0042802; GO:0043123; GO:0043130; GO:0050852; GO:0051092; GO:0060546; GO:0061630; GO:0070530; GO:0071797; GO:0097039; GO:1904417; GO:1990450
g18093	128.3940596	0.994743507	0.396320807	2.509945199	0.01207499	0.03637035	171	202	95	70	107	221	229	51	60	117	84	118	sp	Q8TEJ3	SH3R3_HUMAN	34.94	581	186	19	1	1485	46	520	4.04E-74	267	Q8TEJ3	reviewed	SH3R3_HUMAN	E3 ubiquitin-protein ligase SH3RF3 (EC 2.3.2.27) (Plenty of SH3s 2) (SH3 domain-containing RING finger protein 3) (SH3 multiple domains protein 4)	SH3RF3 POSH2 SH3MD4	Homo sapiens (Human)	882	GO:0016567; GO:0032436; GO:0046330; GO:0046872; GO:0051865; GO:0061630
g21912	16.21312829	2.12501202	0.840181037	2.529231116	0.011431273	0.034766207	36	6	24	11	33	8	19	13	15	2	0	6	sp	P0CE12	SSPH2_SALTY	34.392	189	122	2	675	112	234	421	1.41E-09	61.2	P0CE12	reviewed	SSPH2_SALTY	E3 ubiquitin-protein ligase SspH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SspH2) (Salmonella secreted protein H2) (Secreted effector protein sspH2)	sspH2 STM2241	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	788	GO:0003824; GO:0004842; GO:0005576; GO:0016020; GO:0016567; GO:0020002; GO:0030254; GO:0030430; GO:0032757; GO:0034052; GO:0061630; GO:0070430
g388	129.0018382	-1.881812285	0.31359682	-6.00073778	1.96E-09	4.48E-08	46	69	61	74	13	33	416	202	217	290	164	238	sp	O70277	TRIM3_RAT	20.455	176	138	1	109	636	115	288	6.23E-07	55.8	O70277	reviewed	TRIM3_RAT	Tripartite motif-containing protein 3 (EC 2.3.2.27) (Brain-expressed RING finger protein) (RING finger protein 22)	Trim3 Berp Rnf22	Rattus norvegicus (Rat)	744	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252
g17153	278.3101639	-0.599812117	0.234784107	-2.554739011	0.010626744	0.032722593	254	138	250	182	131	181	571	333	339	448	502	268	sp	Q9UPQ7	PZRN3_HUMAN	35.849	212	126	7	1	612	1	210	5.71E-30	129	Q9UPQ7	reviewed	PZRN3_HUMAN	E3 ubiquitin-protein ligase PDZRN3 (EC 2.3.2.27) (Ligand of Numb protein X 3) (PDZ domain-containing RING finger protein 3) (RING-type E3 ubiquitin transferase PDZRN3) (Semaphorin cytoplasmic domain-associated protein 3) (Protein SEMACAP3)	PDZRN3 KIAA1095 LNX3 SEMCAP3	Homo sapiens (Human)	1066	GO:0004842; GO:0005737; GO:0007528; GO:0008270; GO:0016567; GO:0031594; GO:0061630
g6658	254.2832807	-0.786828692	0.233706018	-3.366745539	0.000760608	0.00364813	144	186	156	235	82	164	594	344	409	327	364	326	sp	P61963	DCAF7_MOUSE	90.029	341	34	0	7	1029	2	342	0	659	P61963	reviewed	DCAF7_MOUSE	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	Dcaf7 Han11 Wdr68	Mus musculus (Mouse)	342	GO:0005634; GO:0005829; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
g9682	102.8374308	-2.587853585	0.411434661	-6.289828817	3.18E-10	8.55E-09	32	23	59	25	12	11	398	214	93	296	209	131	sp	Q9W3M3	UBR3_DROME	42.619	420	235	4	25	1281	155	569	4.49E-102	337	Q9W3M3	reviewed	UBR3_DROME	E3 ubiquitin-protein ligase Ubr3 (EC 2.3.2.27) (E3 ubiquitin-protein transferase Ubr3)	Ubr3 CG42593	Drosophila melanogaster (Fruit fly)	2219	GO:0000151; GO:0005634; GO:0005737; GO:0005829; GO:0007605; GO:0008270; GO:0016567; GO:0043025; GO:0043066; GO:0045880; GO:0051865; GO:0061630; GO:0070936; GO:0071596
g20353	49.41645355	2.677833168	0.91656034	2.921611434	0.003482257	0.013133213	39	195	100	16	6	119	15	19	0	4	36	22	sp	Q3V0Q1	DYH12_MOUSE	71.377	276	79	0	79	906	2811	3086	4.33E-135	426	Q3V0Q1	reviewed	DYH12_MOUSE	Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)	Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l	Mus musculus (Mouse)	3086	GO:0005524; GO:0005874; GO:0008569; GO:0016567; GO:0016887; GO:0036156; GO:0045505; GO:0051959; GO:0060294; GO:0097729
g12803	1373.874696	2.653761591	0.892325083	2.9739852	0.002939593	0.011436386	406	4842	2034	364	2834	366	579	180	14	1552	997	155	sp	Q5REG4	DTX3_PONAB	50.526	190	93	1	2233	2799	155	344	2.62E-55	198	Q5REG4	reviewed	DTX3_PONAB	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING-type E3 ubiquitin transferase DTX3)	DTX3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	347	GO:0005654; GO:0005737; GO:0007219; GO:0016567; GO:0046872; GO:0061630
g15347	154.1745556	-0.700926704	0.292723472	-2.394501192	0.016642989	0.047050652	78	113	123	161	42	97	284	233	234	222	256	153	sp	Q9QZN1	FXL17_MOUSE	35.194	412	258	5	541	1758	284	692	3.53E-71	245	Q9QZN1	reviewed	FXL17_MOUSE	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701	GO:0000209; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0043161
g6071	283.7855776	-0.975529927	0.283602979	-3.439773196	0.000582202	0.002913879	171	174	244	237	99	72	598	476	334	460	438	449	sp	Q8N5D0	WDTC1_HUMAN	51.403	677	297	11	16	2034	4	652	0	661	Q8N5D0	reviewed	WDTC1_HUMAN	WD and tetratricopeptide repeats protein 1	WDTC1 KIAA1037	Homo sapiens (Human)	677	GO:0000122; GO:0001701; GO:0004857; GO:0005654; GO:0005737; GO:0005829; GO:0006006; GO:0008361; GO:0016567; GO:0032869; GO:0035264; GO:0042393; GO:0042826; GO:0045717; GO:0055082; GO:0080008
g4300	5142.349823	4.966493369	1.175953167	4.22337684	2.41E-05	0.000190483	509	4385	32776	39	108	17559	13	228	674	97	457	577	sp	P80146	SEPR_THESR	39.633	381	202	9	52	1119	30	407	5.67E-75	241	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	GO:0004252; GO:0005615; GO:0006508
g4302	43.20475841	-1.577818592	0.579285114	-2.723734052	0.006454846	0.021822083	37	44	15	4	7	17	103	76	18	147	63	74	sp	P10394	POL4_DROME	25.872	344	226	4	157	1143	882	1211	5.33E-36	145	P10394	reviewed	POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	POL ORF3	Drosophila melanogaster (Fruit fly)	1237	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g15976	2356.405637	1.022570672	0.271293494	3.769241413	0.000163744	0.000986238	3299	2106	1812	3291	2703	2322	2400	1582	2115	1814	1612	1524	sp	Q92542	NICA_HUMAN	36.061	721	368	22	25	2007	14	701	5.74E-132	408	Q92542	reviewed	NICA_HUMAN	Nicastrin	NCSTN KIAA0253 UNQ1874/PRO4317	Homo sapiens (Human)	709	GO:0000139; GO:0002262; GO:0005765; GO:0005769; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0005925; GO:0006508; GO:0006509; GO:0007212; GO:0007215; GO:0007219; GO:0007220; GO:0007611; GO:0008021; GO:0010008; GO:0010950; GO:0016020; GO:0016485; GO:0021549; GO:0022010; GO:0030534; GO:0030674; GO:0031293; GO:0034205; GO:0035577; GO:0042098; GO:0042383; GO:0042470; GO:0042500; GO:0042734; GO:0042982; GO:0042983; GO:0042986; GO:0042987; GO:0050673; GO:0051117; GO:0051402; GO:0070062; GO:0070765; GO:0070851; GO:0071277; GO:1900271; GO:1990926
g19177	8263.458769	4.490716627	1.141767417	3.933127325	8.38E-05	0.000553069	601	7678	34428	102	274	40983	57	476	1915	190	1063	901	sp	P48052	CBPA2_HUMAN	37.688	398	232	6	70	1242	22	410	6.70E-92	286	P48052	reviewed	CBPA2_HUMAN	Carboxypeptidase A2 (EC 3.4.17.15)	CPA2	Homo sapiens (Human)	419	GO:0004180; GO:0004181; GO:0005576; GO:0005615; GO:0005773; GO:0006508; GO:0007039; GO:0008270
g5599	182.4162259	1.780839632	0.668263945	2.66487463	0.007701703	0.025217526	190	441	330	39	240	186	181	200	7	56	112	65	sp	Q8N7X0	ADGB_HUMAN	34.393	535	254	7	2263	3849	629	1072	8.13E-89	321	Q8N7X0	reviewed	ADGB_HUMAN	Androglobin	ADGB C6orf103	Homo sapiens (Human)	1667	GO:0004198; GO:0006508; GO:0007286; GO:0019825; GO:0020037; GO:0046872; GO:0097225; GO:0097227
g5598	125.3411437	1.861566578	0.624265129	2.982012754	0.002863601	0.011196257	109	361	292	10	88	201	104	104	24	47	76	38	sp	G3UZ78	ADGB_MOUSE	39.322	295	151	6	1	807	1120	1412	4.61E-35	143	G3UZ78	reviewed	ADGB_MOUSE	Androglobin	Adgb	Mus musculus (Mouse)	1657	GO:0004198; GO:0006508; GO:0007283; GO:0007286; GO:0019825; GO:0020037; GO:0036126; GO:0046872; GO:0097225; GO:0097227
g22207	247.1743812	-0.76219347	0.29749093	-2.56207297	0.010404945	0.032205517	201	138	226	244	83	73	437	401	329	465	280	360	sp	Q5ZIM5	MAP1_CHICK	69.231	364	102	3	16	1077	3	366	0	543	Q5ZIM5	reviewed	MAP1_CHICK	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 RCJMB04_24o19	Gallus gallus (Chicken)	385	GO:0004239; GO:0005829; GO:0006508; GO:0022626; GO:0046872; GO:0070006
g2736	4857.685739	-1.005243743	0.288862673	-3.480005678	0.000501403	0.002567553	2738	3493	4338	2702	1292	2562	9741	10021	7300	4272	10045	5334	sp	Q5I0D7	PEPD_RAT	62.947	475	175	1	10	1434	7	480	0	577	Q5I0D7	reviewed	PEPD_RAT	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)	Pepd	Rattus norvegicus (Rat)	492	GO:0006508; GO:0008233; GO:0030145; GO:0030574; GO:0043069; GO:0070006; GO:0102009
g13145	125.6000211	-2.862969727	0.481523708	-5.945646458	2.75E-09	6.03E-08	21	53	8	21	30	14	307	246	170	287	420	162	sp	P08594	AQL1_THEAQ	45.932	381	176	9	73	1188	37	396	1.44E-78	254	P08594	reviewed	AQL1_THEAQ	Aqualysin-1 (EC 3.4.21.111) (Aqualysin-I)	pstI	Thermus aquaticus	513	GO:0004252; GO:0005615; GO:0006508
g11371	416.4978125	3.158108398	0.701617543	4.5011822	6.76E-06	6.30E-05	1494	572	854	719	288	203	190	48	33	42	11	310	sp	Q9QX15	CA3A1_MOUSE	31.737	668	396	20	1	1941	238	866	1.02E-75	267	Q9QX15	reviewed	CA3A1_MOUSE	Calcium-activated chloride channel regulator 3A-1 (EC 3.4.-.-)	Clca3a1 Clca1	Mus musculus (Mouse)	902	GO:0005229; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0046872
g11370	81.00515206	3.235856603	0.775930684	4.170290815	3.04E-05	0.000233702	287	86	234	121	55	36	55	4	14	9	0	37	sp	Q9D7Z6	CLCA1_MOUSE	38.095	126	78	0	88	465	21	146	3.04E-34	107	Q9D7Z6	reviewed	CLCA1_MOUSE	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 3) (mCLCA3) (Protein gob-5)	Clca1 Clca3 Gob5	Mus musculus (Mouse)	913	GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0005902; GO:0006508; GO:0006816; GO:0006821; GO:0008237; GO:0016020; GO:0030141; GO:0042589; GO:0046872; GO:0071456
g21051	182.1531723	-2.0710834	0.389940124	-5.311285693	1.09E-07	1.63E-06	51	97	78	83	12	57	427	402	225	594	195	341	sp	Q96LD8	SENP8_HUMAN	50.962	208	99	3	25	642	5	211	2.12E-62	196	Q96LD8	reviewed	SENP8_HUMAN	"Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)"	SENP8 DEN1 NEDP1 PRSC2 FKSG8	Homo sapiens (Human)	212	GO:0000338; GO:0005829; GO:0006508; GO:0008234; GO:0016579; GO:0019784; GO:0043687
g21697	21983.83252	-0.582456648	0.240024365	-2.426656342	0.015238683	0.043827977	14426	15160	13709	22973	11431	11519	40630	35183	32808	31321	27124	23940	sp	P79729	DHH_DANRE	47.191	89	38	2	976	1239	7	87	1.70E-15	75.9	P79729	reviewed	DHH_DANRE	Desert hedgehog protein (DHH)	dhh	Danio rerio (Zebrafish) (Brachydanio rerio)	88	GO:0005576; GO:0005886; GO:0006508; GO:0007267; GO:0008233; GO:0046872
g8939	34.55383979	-1.663912101	0.607120755	-2.740660878	0.006131576	0.020934189	12	20	32	7	0	20	68	46	30	102	68	72	sp	P0C872	JMJD7_MOUSE	54.967	302	126	1	58	963	20	311	2.73E-129	374	P0C872	reviewed	JMJD7_MOUSE	Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7 (EC 1.14.11.63) (EC 3.4.-.-) (JmjC domain-containing protein 7) (Jumonji domain-containing protein 7) (L-lysine (3S)-hydroxylase Jmjd7)	Jmjd7	Mus musculus (Mouse)	316	GO:0004175; GO:0004177; GO:0004497; GO:0005634; GO:0005737; GO:0006508; GO:0016706; GO:0035064; GO:0046872; GO:0106155
g1986	267.7273344	0.973592473	0.32696147	2.97769787	0.002904221	0.011331977	384	225	237	310	318	253	427	253	200	217	134	138	sp	Q96DT6	ATG4C_HUMAN	41.791	268	95	5	886	1521	11	273	2.48E-62	221	Q96DT6	reviewed	ATG4C_HUMAN	Cysteine protease ATG4C (EC 3.4.22.-) (AUT-like 3 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 3) (Autophagin-3) (Autophagy-related protein 4 homolog C) (HsAPG4C)	ATG4C APG4C AUTL1 AUTL3	Homo sapiens (Human)	458	GO:0000045; GO:0000423; GO:0004197; GO:0005737; GO:0006508; GO:0006914; GO:0008234; GO:0015031; GO:0016485; GO:0019786; GO:0034727; GO:0035973; GO:0051697
g19215	58.17206441	-2.48360354	0.819685247	-3.029947836	0.00244596	0.009832827	64	69	25	10	0	0	116	110	92	117	118	89	sp	A2BGT0	UBP30_DANRE	32.576	264	136	9	88	813	46	289	8.29E-30	122	A2BGT0	reviewed	UBP30_DANRE	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	usp30 si:dkey-72n1.2	Danio rerio (Zebrafish) (Brachydanio rerio)	491	GO:0000422; GO:0004197; GO:0004843; GO:0005634; GO:0005739; GO:0005741; GO:0005829; GO:0006508; GO:0008053; GO:0016579; GO:0035871; GO:0044313
g17554	641.4833464	1.273963787	0.311020967	4.096070431	4.20E-05	0.000304715	1485	1339	709	375	294	833	558	425	385	379	482	441	sp	Q6ICB0	DESI1_HUMAN	56.604	159	69	0	19	495	9	167	8.69E-57	190	Q6ICB0	reviewed	DESI1_HUMAN	Desumoylating isopeptidase 1 (DeSI-1) (EC 3.4.-.-) (PPPDE peptidase domain-containing protein 2) (Palmitoyl protein thioesterase DESI1) (EC 3.1.2.22) (Polyubiquitinated substrate transporter) (POST) (S-depalmitoylase DESI1)	DESI1 FAM152B PPPDE2	Homo sapiens (Human)	168	GO:0005634; GO:0005829; GO:0006508; GO:0006611; GO:0008474; GO:0016926; GO:0016929; GO:0032434; GO:0032991; GO:0042802; GO:0052816; GO:0061676; GO:0070646
