gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g11649	2063.393817	1.670980598	0.402370044	4.152845431	3.28E-05	0.000245186	2438	1243	1297	833	1012	1106	1244	1418	1593	1228	764	2653	3863	1349	1363	5148	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173	GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630	1218.598221	1.375924638	0.341829125	4.025182576	5.69E-05	0.000412791	2198	1249	1323	1492	1523	922	2253	595	612	699	530	677	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173	GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630
g11648	19355.63264	1.559338101	0.317023541	4.91868236	8.71E-07	9.93E-06	7027	10115	11223	10519	21693	17730	13574	13614	25062	30810	34671	26158	33844	4438	10081	17727	sp	Q9BXM7	PINK1_HUMAN	38.514	444	225	11	673	1998	179	576	3.96E-83	276	Q9BXM7	reviewed	PINK1_HUMAN	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"	PINK1	Homo sapiens (Human)	581	GO:0000287; GO:0000422; GO:0000423; GO:0000785; GO:0002020; GO:0002082; GO:0002931; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005783; GO:0005829; GO:0005856; GO:0006468; GO:0006511; GO:0006979; GO:0007005; GO:0010310; GO:0010629; GO:0010821; GO:0010857; GO:0010952; GO:0014046; GO:0016020; GO:0016239; GO:0016242; GO:0016301; GO:0016504; GO:0016567; GO:0018105; GO:0022904; GO:0030097; GO:0030424; GO:0030426; GO:0031396; GO:0031398; GO:0031625; GO:0032148; GO:0032226; GO:0033138; GO:0033603; GO:0034599; GO:0035307; GO:0035556; GO:0036289; GO:0038203; GO:0042981; GO:0043123; GO:0043254; GO:0043422; GO:0043524; GO:0044297; GO:0044877; GO:0045727; GO:0046329; GO:0048471; GO:0050821; GO:0051443; GO:0051881; GO:0051897; GO:0055131; GO:0061136; GO:0071456; GO:0072655; GO:0072656; GO:0090141; GO:0090200; GO:0090258; GO:0097237; GO:0097413; GO:0097449; GO:0098779; GO:0099074; GO:0106310; GO:1900407; GO:1901525; GO:1902803; GO:1902902; GO:1902958; GO:1903146; GO:1903214; GO:1903298; GO:1903377; GO:1903384; GO:1903751; GO:1903852; GO:1903955; GO:1904544; GO:1904841; GO:1904881; GO:2000377; GO:2000378; GO:2001171; GO:2001243	10502.00376	1.118790013	0.376970974	2.967841263	0.002998992	0.011937098	15901	20519	11256	4941	9416	12327	7133	4719	6691	7245	13877	6905	sp	Q9BXM7	PINK1_HUMAN	38.514	444	225	11	673	1998	179	576	3.96E-83	276	Q9BXM7	reviewed	PINK1_HUMAN	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"	PINK1	Homo sapiens (Human)	581	GO:0000287; GO:0000422; GO:0000423; GO:0000785; GO:0002020; GO:0002082; GO:0002931; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005783; GO:0005829; GO:0005856; GO:0006468; GO:0006511; GO:0006979; GO:0007005; GO:0010310; GO:0010629; GO:0010821; GO:0010857; GO:0010952; GO:0014046; GO:0016020; GO:0016239; GO:0016242; GO:0016301; GO:0016504; GO:0016567; GO:0018105; GO:0022904; GO:0030097; GO:0030424; GO:0030426; GO:0031396; GO:0031398; GO:0031625; GO:0032148; GO:0032226; GO:0033138; GO:0033603; GO:0034599; GO:0035307; GO:0035556; GO:0036289; GO:0038203; GO:0042981; GO:0043123; GO:0043254; GO:0043422; GO:0043524; GO:0044297; GO:0044877; GO:0045727; GO:0046329; GO:0048471; GO:0050821; GO:0051443; GO:0051881; GO:0051897; GO:0055131; GO:0061136; GO:0071456; GO:0072655; GO:0072656; GO:0090141; GO:0090200; GO:0090258; GO:0097237; GO:0097413; GO:0097449; GO:0098779; GO:0099074; GO:0106310; GO:1900407; GO:1901525; GO:1902803; GO:1902902; GO:1902958; GO:1903146; GO:1903214; GO:1903298; GO:1903377; GO:1903384; GO:1903751; GO:1903852; GO:1903955; GO:1904544; GO:1904841; GO:1904881; GO:2000377; GO:2000378; GO:2001171; GO:2001243
g12645	619.3132551	0.793043018	0.1693024	4.684180612	2.81E-06	2.83E-05	655	679	564	398	656	565	564	839	712	751	299	965	887	224	589	550	sp	Q9P0J7	KCMF1_HUMAN	60.641	343	116	5	1	1017	1	328	8.36E-130	380	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813	344.3604404	0.499874898	0.190384092	2.625612738	0.008649316	0.028479148	436	326	306	322	283	352	498	379	319	312	254	338	sp	Q9P0J7	KCMF1_HUMAN	60.641	343	116	5	1	1017	1	328	8.36E-130	380	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813
g11157	164.0742666	-1.382365234	0.284555281	-4.857984817	1.19E-06	1.31E-05	247	311	423	288	217	304	398	386	59	45	44	206	113	8	145	47	sp	Q8BM54	MYLIP_MOUSE	29.36	344	224	7	1	1011	1	332	2.21E-39	148	Q8BM54	reviewed	MYLIP_MOUSE	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	Mylip	Mus musculus (Mouse)	445	GO:0004842; GO:0005737; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630; GO:0071404	123.7390592	-1.033169552	0.350771569	-2.945419882	0.003225167	0.012647614	85	105	108	82	20	45	257	156	97	362	197	166	sp	Q8BM54	MYLIP_MOUSE	29.36	344	224	7	1	1011	1	332	2.21E-39	148	Q8BM54	reviewed	MYLIP_MOUSE	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	Mylip	Mus musculus (Mouse)	445	GO:0004842; GO:0005737; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630; GO:0071404
g16729	364.9128575	1.418742757	0.291450713	4.867865115	1.13E-06	1.25E-05	199	258	356	148	347	271	319	254	467	520	180	428	374	203	318	550	sp	Q9VBP9	NPL4_DROME	51.266	316	143	1	1	915	337	652	4.29E-112	341	Q9VBP9	reviewed	NPL4_DROME	Nuclear protein localization protein 4 homolog	Npl4 CG4673	Drosophila melanogaster (Fruit fly)	652	GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0031625; GO:0043130; GO:0043161; GO:0045879; GO:0046872; GO:0071795; GO:0098586	199.7291642	1.262087244	0.313762796	4.022424778	5.76E-05	0.00041732	431	210	141	227	230	172	199	135	146	101	131	145	sp	Q9VBP9	NPL4_DROME	51.266	316	143	1	1	915	337	652	4.29E-112	341	Q9VBP9	reviewed	NPL4_DROME	Nuclear protein localization protein 4 homolog	Npl4 CG4673	Drosophila melanogaster (Fruit fly)	652	GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0031625; GO:0043130; GO:0043161; GO:0045879; GO:0046872; GO:0071795; GO:0098586
g16728	264.9936516	1.264355462	0.305868755	4.133653536	3.57E-05	0.000262526	227	226	241	104	280	153	231	229	271	445	121	311	299	128	196	402	sp	P60670	NPL4_MOUSE	45.148	237	94	3	1	606	1	236	6.48E-67	196	P60670	reviewed	NPL4_MOUSE	Nuclear protein localization protein 4 homolog (Protein NPL4)	Nploc4 Kiaa1499 Npl4	Mus musculus (Mouse)	608	GO:0005634; GO:0005783; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0036503; GO:0039536; GO:0042175; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117	131.6924371	1.739631347	0.324588333	5.359500548	8.35E-08	1.34E-06	215	128	115	262	141	143	125	76	89	60	52	50	sp	P60670	NPL4_MOUSE	45.148	237	94	3	1	606	1	236	6.48E-67	196	P60670	reviewed	NPL4_MOUSE	Nuclear protein localization protein 4 homolog (Protein NPL4)	Nploc4 Kiaa1499 Npl4	Mus musculus (Mouse)	608	GO:0005634; GO:0005783; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0036503; GO:0039536; GO:0042175; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117
g19294	452.1684443	-1.377934596	0.254577345	-5.412636367	6.21E-08	9.37E-07	644	851	994	695	1127	995	681	1048	175	247	100	175	241	91	192	241	sp	Q96AB6	NTAN1_HUMAN	40.78	282	163	3	73	909	26	306	7.30E-75	235	Q96AB6	reviewed	NTAN1_HUMAN	Protein N-terminal asparagine amidohydrolase (EC 3.5.1.121) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase)	NTAN1	Homo sapiens (Human)	310	GO:0005634; GO:0005737; GO:0006511; GO:0007613; GO:0008344; GO:0008418	278.951034	-1.207535426	0.493040226	-2.44916208	0.0143189	0.042925778	151	116	122	393	47	51	635	749	443	450	380	211	sp	Q96AB6	NTAN1_HUMAN	40.78	282	163	3	73	909	26	306	7.30E-75	235	Q96AB6	reviewed	NTAN1_HUMAN	Protein N-terminal asparagine amidohydrolase (EC 3.5.1.121) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase)	NTAN1	Homo sapiens (Human)	310	GO:0005634; GO:0005737; GO:0006511; GO:0007613; GO:0008344; GO:0008418
g3351	1302.824261	0.598337426	0.196989754	3.037403798	0.002386256	0.009203528	1004	1309	1503	1345	1367	1509	1509	1559	1209	1449	907	1554	1508	553	880	1253	sp	Q9R049	AMFR_MOUSE	44.376	649	297	10	46	1986	16	602	2.28E-167	499	Q9R049	reviewed	AMFR_MOUSE	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643	GO:0000151; GO:0000166; GO:0000209; GO:0004842; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0006511; GO:0007611; GO:0016055; GO:0030425; GO:0030426; GO:0030674; GO:0030968; GO:0032991; GO:0034450; GO:0036503; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1990381; GO:2000638	823.2799639	0.888800295	0.18865941	4.711136831	2.46E-06	2.67E-05	1091	973	808	774	742	981	942	525	725	733	612	688	sp	Q9R049	AMFR_MOUSE	44.376	649	297	10	46	1986	16	602	2.28E-167	499	Q9R049	reviewed	AMFR_MOUSE	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643	GO:0000151; GO:0000166; GO:0000209; GO:0004842; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0006511; GO:0007611; GO:0016055; GO:0030425; GO:0030426; GO:0030674; GO:0030968; GO:0032991; GO:0034450; GO:0036503; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1990381; GO:2000638
g21569	1721.734388	3.722210529	0.599715473	6.206627472	5.41E-10	1.25E-08	234	429	440	222	230	261	338	507	1647	2262	557	842	891	1980	286	6294	sp	Q6NW85	ARI1L_DANRE	31.313	198	111	7	520	1092	179	358	4.45E-21	100	Q6NW85	reviewed	ARI1L_DANRE	E3 ubiquitin-protein ligase arih1l (EC 2.3.2.31)	arih1l zgc:85905	Danio rerio (Zebrafish) (Brachydanio rerio)	533	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0061630	1217.950281	4.178373132	0.484756982	8.619521299	6.72E-18	7.10E-16	1445	2102	3158	1032	2437	991	283	157	31	144	221	121	sp	Q6NW85	ARI1L_DANRE	31.313	198	111	7	520	1092	179	358	4.45E-21	100	Q6NW85	reviewed	ARI1L_DANRE	E3 ubiquitin-protein ligase arih1l (EC 2.3.2.31)	arih1l zgc:85905	Danio rerio (Zebrafish) (Brachydanio rerio)	533	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0061630
g8682	549.9011853	1.291354837	0.305429369	4.227998241	2.36E-05	0.000183599	328	382	355	459	556	452	368	496	475	500	671	322	902	342	671	442	sp	Q9CPX9	APC11_MOUSE	82.143	84	12	1	1	243	1	84	2.63E-41	132	Q9CPX9	reviewed	APC11_MOUSE	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11)	Anapc11	Mus musculus (Mouse)	84	GO:0005634; GO:0005654; GO:0005680; GO:0005730; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031145; GO:0034450; GO:0045842; GO:0051301; GO:0061630; GO:0070936; GO:0070979; GO:0097602; GO:0141198	228.0414242	1.001528805	0.324655655	3.084895612	0.002036236	0.008600036	351	292	293	246	243	114	172	220	248	145	118	181	sp	Q9CPX9	APC11_MOUSE	82.143	84	12	1	1	243	1	84	2.63E-41	132	Q9CPX9	reviewed	APC11_MOUSE	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11)	Anapc11	Mus musculus (Mouse)	84	GO:0005634; GO:0005654; GO:0005680; GO:0005730; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031145; GO:0034450; GO:0045842; GO:0051301; GO:0061630; GO:0070936; GO:0070979; GO:0097602; GO:0141198
g12673	1360.937479	1.973541123	0.318535198	6.195676761	5.80E-10	1.32E-08	899	650	615	486	700	934	768	916	1580	1593	768	2666	2020	729	601	3096	sp	Q3ULA2	FBW1A_MOUSE	74.409	508	103	2	7	1449	98	605	0	787	Q3ULA2	reviewed	FBW1A_MOUSE	F-box/WD repeat-containing protein 1A (Beta-TrCP protein E3RS-IkappaB) (Beta-transducin repeat-containing protein) (Beta-TrCP) (E3RSIkappaB) (mE3RS-IkappaB) (F-box and WD repeats protein beta-TrCP) (HOS) (Ubiquitin ligase FWD1) (pIkappaB-E3 receptor subunit)	Btrc Fbw1 Fbxw1 Fwd1 Kiaa4123	Mus musculus (Mouse)	605	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0006508; GO:0006511; GO:0008013; GO:0016055; GO:0016567; GO:0019005; GO:0030163; GO:0031146; GO:0031648; GO:0033598; GO:0038061; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0045309; GO:0045862; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1990756; GO:1990757	1259.460511	2.525007812	0.315373339	8.006408603	1.18E-15	8.70E-14	1297	1731	1745	1625	1963	1889	695	407	489	513	209	466	sp	Q3ULA2	FBW1A_MOUSE	74.409	508	103	2	7	1449	98	605	0	787	Q3ULA2	reviewed	FBW1A_MOUSE	F-box/WD repeat-containing protein 1A (Beta-TrCP protein E3RS-IkappaB) (Beta-transducin repeat-containing protein) (Beta-TrCP) (E3RSIkappaB) (mE3RS-IkappaB) (F-box and WD repeats protein beta-TrCP) (HOS) (Ubiquitin ligase FWD1) (pIkappaB-E3 receptor subunit)	Btrc Fbw1 Fbxw1 Fwd1 Kiaa4123	Mus musculus (Mouse)	605	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006470; GO:0006508; GO:0006511; GO:0008013; GO:0016055; GO:0016567; GO:0019005; GO:0030163; GO:0031146; GO:0031648; GO:0033598; GO:0038061; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0045309; GO:0045862; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1990756; GO:1990757
g11249	2542.359122	1.546172829	0.388867189	3.976094851	7.01E-05	0.000470716	910	1501	2060	1640	2246	2163	1515	1880	2054	4017	1702	2778	2445	1749	896	4606	sp	Q9H0E2	TOLIP_HUMAN	47.855	303	119	6	1	888	1	271	7.64E-82	251	Q9H0E2	reviewed	TOLIP_HUMAN	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274	GO:0005150; GO:0005576; GO:0005737; GO:0005769; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0016310; GO:0016604; GO:0019897; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0032991; GO:0033235; GO:0035325; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0045087; GO:0045321; GO:0048471; GO:0060090; GO:0070062; GO:0070498	1489.931134	1.809767044	0.261373822	6.924056233	4.39E-12	1.76E-10	2167	1808	1514	2057	1977	1756	928	749	994	803	677	637	sp	Q9H0E2	TOLIP_HUMAN	47.855	303	119	6	1	888	1	271	7.64E-82	251	Q9H0E2	reviewed	TOLIP_HUMAN	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274	GO:0005150; GO:0005576; GO:0005737; GO:0005769; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0016310; GO:0016604; GO:0019897; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0032991; GO:0033235; GO:0035325; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0045087; GO:0045321; GO:0048471; GO:0060090; GO:0070062; GO:0070498
g10192	3133.57393	0.767101328	0.234497672	3.271253487	0.001070719	0.004712876	4088	2888	2808	1728	4382	3465	2452	3191	2876	3985	2650	3744	4837	1322	2476	1984	sp	F6P3G4	PS11A_DANRE	72.115	416	116	0	7	1254	5	420	0	595	F6P3G4	reviewed	PS11A_DANRE	26S proteasome non-ATPase regulatory subunit 11A (26S proteasome regulatory subunit RPN6-A)	psmd11a	Danio rerio (Zebrafish) (Brachydanio rerio)	421	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624; GO:0043248; GO:0048863	1250.012759	0.707383028	0.202129017	3.499660953	0.00046585	0.002487337	1875	1202	1395	1555	989	916	1474	1009	1289	1160	1128	857	sp	F6P3G4	PS11A_DANRE	72.115	416	116	0	7	1254	5	420	0	595	F6P3G4	reviewed	PS11A_DANRE	26S proteasome non-ATPase regulatory subunit 11A (26S proteasome regulatory subunit RPN6-A)	psmd11a	Danio rerio (Zebrafish) (Brachydanio rerio)	421	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624; GO:0043248; GO:0048863
g17979	695.3880798	1.07206859	0.329799872	3.250664059	0.001151358	0.005008291	526	539	680	488	547	663	619	779	801	915	212	637	776	428	453	990	sp	Q8BW70	UBP38_MOUSE	53.205	312	146	0	37	972	233	544	1.66E-110	367	Q8BW70	reviewed	UBP38_MOUSE	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	Usp38	Mus musculus (Mouse)	1042	GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579; GO:0032435; GO:0045824; GO:0140311	665.2467304	0.90818644	0.368886207	2.461969094	0.013817657	0.041728123	960	402	464	521	940	774	732	461	562	531	596	483	sp	Q8BW70	UBP38_MOUSE	53.205	312	146	0	37	972	233	544	1.66E-110	367	Q8BW70	reviewed	UBP38_MOUSE	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	Usp38	Mus musculus (Mouse)	1042	GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579; GO:0032435; GO:0045824; GO:0140311
g19281	80.61788464	-2.424858385	0.558967209	-4.338104895	1.44E-05	0.00011924	224	242	145	96	128	187	257	205	16	8	0	87	49	0	31	18	sp	Q5SPX3	RN215_MOUSE	33.208	265	159	7	214	966	112	372	3.82E-38	142	Q5SPX3	reviewed	RN215_MOUSE	RING finger protein 215	Rnf215	Mus musculus (Mouse)	379	GO:0005737; GO:0006511; GO:0016020; GO:0046872; GO:0061630	36.49433415	-2.297274078	0.785400195	-2.924972636	0.003444865	0.013354235	11	18	15	25	0	0	87	62	22	119	106	49	sp	Q5SPX3	RN215_MOUSE	33.208	265	159	7	214	966	112	372	3.82E-38	142	Q5SPX3	reviewed	RN215_MOUSE	RING finger protein 215	Rnf215	Mus musculus (Mouse)	379	GO:0005737; GO:0006511; GO:0016020; GO:0046872; GO:0061630
g10576	1408.852941	0.859680519	0.206966487	4.153718458	3.27E-05	0.000244537	1818	1305	1211	835	1877	1513	1023	1133	1437	1673	1139	1722	2073	502	1631	1085	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.27E-165	469	Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624	623.9806381	0.943700043	0.276948318	3.407495123	0.000655621	0.003312427	1237	548	888	709	446	490	665	511	658	481	536	255	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.27E-165	469	Q5E964	reviewed	PSD13_BOVIN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Bos taurus (Bovine)	376	GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008541; GO:0022624
g14231	2872.303008	2.143315297	0.401656096	5.336195112	9.49E-08	1.37E-06	1562	1215	1563	1333	1646	1691	950	1311	2335	5998	1705	2473	5534	2193	1011	4159	sp	Q9UBF6	RBX2_HUMAN	91.86	86	7	0	103	360	28	113	8.51E-55	169	Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113	GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0019788; GO:0030968; GO:0031466; GO:0038026; GO:0043161; GO:0043687; GO:0045116; GO:0051775; GO:0061630; GO:0061663; GO:0070979; GO:0097602; GO:2001222	1517.820971	2.002393637	0.40588317	4.93342367	8.08E-07	1.00E-05	2152	1228	1274	1382	2750	2379	777	617	956	549	832	591	sp	Q9UBF6	RBX2_HUMAN	91.86	86	7	0	103	360	28	113	8.51E-55	169	Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113	GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0019788; GO:0030968; GO:0031466; GO:0038026; GO:0043161; GO:0043687; GO:0045116; GO:0051775; GO:0061630; GO:0061663; GO:0070979; GO:0097602; GO:2001222
