gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.biological.process.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g8164	98.5360015313329	2.31103382468464	0.939245797406953	2.46052080410142	0.0138735528313615	0.0402172221697317	36	7	4	0	0	151	151	9	97	60	147	227	228	29	48	236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142.684322409206	2.04126722975011	0.848958368140633	2.40443737449793	0.0161973812057763	0.0474458916767805	144	235	481	19	5	396	132	11	88	25	21	140
g17865	702.074626393791	-1.67896680445114	0.272516163373139	-6.16098063200837	7.22958343736999e-10	1.6321229572501e-08	677	1904	1526	1539	960	1557	1549	1803	438	127	256	752	334	50	261	172	sp	Q80UV9	TAF1_MOUSE	51.618	618	261	10	583	2391	246	840	0	613	Q80UV9	reviewed	TAF1_MOUSE	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	Taf1 Ccg1	Mus musculus (Mouse)	1891	mRNA transcription by RNA polymerase II [GO:0042789]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]	GO:0003677; GO:0004402; GO:0004674; GO:0005524; GO:0005634; GO:0005669; GO:0016251; GO:0017025; GO:0042789; GO:0045120; GO:0051123; GO:0060261; GO:0071339; GO:0106310; GO:1990841	390.53780541661	-1.32599428329145	0.366675383351851	-3.6162620767456	0.00029888777794158	0.00171314246333894	211	287	287	169	53	206	712	367	359	861	1074	636
g17864	1343.9377167384	-1.60464112737893	0.318589966365794	-5.03669699860082	4.73633628278938e-07	5.76169474400979e-06	1278	3695	3258	2864	1703	2966	2799	3179	680	236	811	1379	571	63	520	420	sp	Q60544	TAF1_MESAU	62.636	827	255	8	1	2412	822	1617	0	903	Q60544	reviewed	TAF1_MESAU	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	TAF1 CCG1	Mesocricetus auratus (Golden hamster)	1865	positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0003677; GO:0004402; GO:0004674; GO:0005524; GO:0005669; GO:0006367; GO:0016251; GO:0017025; GO:0045944; GO:0051123; GO:0071339; GO:0106310	747.431005030926	-1.41654910060593	0.313928128932675	-4.51233569104513	6.4117601706219e-06	6.23118124928452e-05	531	527	530	294	115	253	1590	816	725	1529	1718	1509
g17869	506.530990095321	-0.601870800508847	0.218534389020978	-2.75412397657501	0.00588494710386432	0.0197467200521198	698	848	885	768	850	668	926	931	348	187	338	592	439	49	597	211	sp	Q32LC9	ZN330_BOVIN	66.135	251	79	2	1	738	1	250	1.1e-110	327	Q32LC9	reviewed	ZN330_BOVIN	Zinc finger protein 330 (Nucleolar autoantigen 36)	ZNF330 NOA36	Bos taurus (Bovine)	320		GO:0000775; GO:0005634; GO:0005730; GO:0008270	225.376770436668	-1.12422119543202	0.337528712406287	-3.33074240534174	0.00086614713519237	0.00420197778193998	218	110	143	133	75	70	438	241	364	329	621	219
g121	39.2143650127841	5.06498272883614	0.775611970154392	6.53030500267797	6.56358909296587e-11	1.82651784917982e-09	2	0	4	4	0	2	12	0	11	10	123	132	77	16	58	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8148126487164	2.72567996219243	0.92575273974502	2.94428506141194	0.00323701700701996	0.0126858731651877	24	53	49	5	0	20	13	5	2	4	0	7
g10484	786.092782751898	-0.73430847814765	0.286969677204652	-2.5588364781272	0.0105023129489155	0.0320497554665755	632	1168	1495	1394	1492	1537	1333	1468	838	326	666	727	782	96	266	241	sp	P13233	CN37_RAT	27.04	429	228	11	145	1374	34	396	1.65e-44	164	P13233	reviewed	CN37_RAT	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	Cnp Cnp1	Rattus norvegicus (Rat)	420	adult locomotory behavior [GO:0008344]; axonogenesis [GO:0007409]; cyclic nucleotide catabolic process [GO:0009214]; forebrain development [GO:0030900]; oligodendrocyte differentiation [GO:0048709]; regulation of mitochondrial membrane permeability [GO:0046902]; response to lipopolysaccharide [GO:0032496]; response to toxic substance [GO:0009636]	GO:0003723; GO:0004113; GO:0005615; GO:0005737; GO:0005741; GO:0005743; GO:0005902; GO:0007409; GO:0008344; GO:0009214; GO:0009636; GO:0016020; GO:0030551; GO:0030900; GO:0031143; GO:0032496; GO:0035748; GO:0035749; GO:0042470; GO:0042995; GO:0043209; GO:0046902; GO:0048471; GO:0048709	421.328418834661	-1.2972200850677	0.249535973265039	-5.19852936670531	2.00871393795322e-07	2.90474843255142e-06	350	290	256	157	128	122	850	866	760	747	399	747
g10482	2617.14667721856	-3.25679121765989	0.233635538035797	-13.9396225635883	3.63859296271234e-44	2.00195384808433e-41	3951	6943	8559	5487	4587	6597	7834	7272	629	154	290	602	753	98	480	341	sp	O60427	FADS1_HUMAN	72.727	99	27	0	1	297	345	443	2.76e-46	156	O60427	reviewed	FADS1_HUMAN	Acyl-CoA (8-3)-desaturase (EC 1.14.19.44) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1)	FADS1 FADSD5	Homo sapiens (Human)	444	alpha-linolenic acid metabolic process [GO:0036109]; cell-cell signaling [GO:0007267]; cellular response to starvation [GO:0009267]; icosanoid biosynthetic process [GO:0046456]; linoleic acid metabolic process [GO:0043651]; lipid metabolic process [GO:0006629]; long-chain fatty acid biosynthetic process [GO:0042759]; phospholipid biosynthetic process [GO:0008654]; regulation of cell differentiation [GO:0045595]; regulation of DNA-templated transcription [GO:0006355]; unsaturated fatty acid biosynthetic process [GO:0006636]	GO:0000248; GO:0005739; GO:0005789; GO:0006355; GO:0006629; GO:0006636; GO:0007267; GO:0008654; GO:0009267; GO:0016020; GO:0016213; GO:0016491; GO:0016717; GO:0036109; GO:0042759; GO:0043231; GO:0043651; GO:0045485; GO:0045595; GO:0046456; GO:0062076	994.092669875254	-2.21128389608528	0.362360625210171	-6.10243978578721	1.04461469370086e-09	2.62199740990535e-08	378	384	553	334	69	234	3529	2722	1755	2161	743	1512
g10480	444.51786019191	1.17469960066298	0.271067611938851	4.33360368013267	1.46688148271571e-05	0.000121547920450329	234	341	304	334	381	460	354	545	443	942	288	758	545	127	305	479	sp	Q91W82	UB2E2_MOUSE	76.374	182	38	2	112	642	20	201	6.52e-98	286	Q91W82	reviewed	UB2E2_MOUSE	Ubiquitin-conjugating enzyme E2 E2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E2) (Ubiquitin carrier protein E2) (Ubiquitin-protein ligase E2)	Ube2e2	Mus musculus (Mouse)	201	DNA damage response [GO:0006974]; ISG15-protein conjugation [GO:0032020]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]	GO:0005524; GO:0005634; GO:0006974; GO:0032020; GO:0042296; GO:0061631; GO:0070534; GO:0070936; GO:0070979; GO:1900087	377.553212992	1.69287762648333	0.412101304208464	4.1079162069989	3.9924488772793e-05	0.000301471652252132	465	299	261	598	553	521	326	178	218	273	76	260
g10481	6167.49914242445	-3.16887246852795	0.20768778082754	-15.2578666684263	1.45942178989603e-52	1.4052042704014e-49	9484	18023	17621	13181	12419	15757	16548	16645	1192	458	722	1405	2067	253	1339	850	sp	A4FV48	FADS2_BOVIN	49.051	316	130	2	52	906	20	335	6.47e-84	262	A4FV48	reviewed	FADS2_BOVIN	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	FADS2	Bos taurus (Bovine)	444	lipid metabolic process [GO:0006629]; unsaturated fatty acid biosynthetic process [GO:0006636]	GO:0005789; GO:0006629; GO:0006636; GO:0016213; GO:0016717	2337.98309372561	-2.30432433604929	0.290522506713717	-7.93165514821883	2.16244221509836e-15	1.54251362276206e-13	598	902	1343	768	224	449	7073	5533	4522	4991	3422	3353
g17289	1216.47932980661	0.707014915739456	0.290731013031427	2.4318524135677	0.0150218268738586	0.0429893476162721	1207	931	1492	998	1432	1225	1145	1535	1182	1693	506	1257	1227	663	729	1224	sp	Q9XT77	SC5A6_RABIT	32.209	593	296	12	7	1611	16	560	4.7e-80	268	Q9XT77	reviewed	SC5A6_RABIT	Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (Solute carrier family 5 member 6)	SLC5A6 SMVT	Oryctolagus cuniculus (Rabbit)	636	biotin import across plasma membrane [GO:1905135]; biotin transport [GO:0015878]; iodide transmembrane transport [GO:1904200]; pantothenate transmembrane transport [GO:0015887]	GO:0005886; GO:0008523; GO:0015111; GO:0015225; GO:0015878; GO:0015887; GO:0016324; GO:0090482; GO:1904200; GO:1905135	803.776803909593	1.1266823283953	0.316696426118551	3.55760986066049	0.000374244597865233	0.00207623493934026	1162	617	639	782	1072	977	810	629	482	632	658	482
g20474	7087.9632213021	3.23149790222988	0.320402796169197	10.0857356454636	6.38848370372178e-24	9.18082318526644e-22	1296	1100	2110	1673	2776	1763	1625	2359	10811	16423	5983	16433	11110	3698	2999	11202	sp	P11029	ACAC_CHICK	65.463	2270	727	16	325	7017	73	2324	0	3038	P11029	reviewed	ACAC_CHICK	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACAC	Gallus gallus (Chicken)	2324	epigenetic regulation of gene expression [GO:0040029]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; regulation of biological quality [GO:0065008]; response to carbohydrate [GO:0009743]; response to fatty acid [GO:0070542]; response to thyroid hormone [GO:0097066]; transport [GO:0006810]	GO:0003989; GO:0004075; GO:0005102; GO:0005524; GO:0005737; GO:0005739; GO:0006633; GO:0006810; GO:0009374; GO:0009743; GO:0010628; GO:0032810; GO:0040029; GO:0045893; GO:0046872; GO:0046966; GO:0050692; GO:0065008; GO:0070542; GO:0097066; GO:2001295	7062.11033394907	3.9694629693293	0.444891524819806	8.92231644767126	4.56635288499043e-19	5.76286507100855e-17	13058	9920	9707	2243	13586	14755	1515	1207	1056	832	566	1086
g20473	296.790921957355	1.23424495847281	0.293987847828445	4.19828563523838	2.68943271112983e-05	0.000205599069941354	213	164	225	199	293	322	210	274	253	493	144	611	297	100	209	506	sp	Q6PCB5	RSBNL_HUMAN	63.068	352	129	1	694	1749	344	694	1.37e-165	498	Q6PCB5	reviewed	RSBNL_HUMAN	Lysine-specific demethylase RSBN1L (EC 1.14.11.-) (Round spermatid basic protein 1-like protein)	RSBN1L	Homo sapiens (Human)	846		GO:0005634; GO:0046872; GO:0051213	268.691877778517	1.52545264022258	0.330432880888861	4.61652798026372	3.90213432278082e-06	4.03101420281771e-05	375	388	337	132	383	328	223	134	138	169	185	161
g16424	18947.1924910337	1.08781790321862	0.218573734277016	4.97689215411373	6.46132973176399e-07	7.55469499967087e-06	22328	18465	16979	10879	15298	15548	13657	17367	18520	16998	20283	19269	23650	9212	27046	15692	sp	P33095	RS15A_STRPU	91.538	130	11	0	1	390	1	130	9.74e-88	254	P33095	reviewed	RS15A_STRPU	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a) (Ribosomal protein S24)	RPS15A	Strongylocentrotus purpuratus (Purple sea urchin)	130	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022627	7200.55181150594	0.929171007670159	0.25704571478059	3.61480839493194	0.000300569834166606	0.0017192975585435	8329	9611	6255	7589	6944	8164	5479	4938	4840	6089	7211	6710
g16425	1239.53606136159	4.11866430033293	0.769460717926535	5.35266350104459	8.66689307132029e-08	1.26726165432358e-06	49	31	95	65	39	282	873	35	154	655	4366	4013	842	534	687	2923	sp	O76536	HYAL_STRPU	27.459	488	233	22	499	1755	616	1051	1.89e-18	95.5	O76536	reviewed	HYAL_STRPU	Hyalin		Strongylocentrotus purpuratus (Purple sea urchin)	1200	cell adhesion [GO:0007155]	GO:0005576; GO:0007155	796.188719418759	3.64690650687407	0.586048460547763	6.22287532922689	4.88125252034038e-10	1.32288071865938e-08	2093	2908	1153	297	691	930	229	61	48	38	207	272
g16428	12.1606134100718	3.68442018150938	0.993817329539329	3.70734145199223	0.000209446461194149	0.00119540915922221	0	7	0	6	0	0	5	0	13	16	31	38	40	0	18	8	sp	Q9DBY5	CBX6_MOUSE	51.667	60	21	2	124	282	7	65	3.67e-10	64.7	Q9DBY5	reviewed	CBX6_MOUSE	Chromobox protein homolog 6	Cbx6	Mus musculus (Mouse)	414	chromatin organization [GO:0006325]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0000785; GO:0000792; GO:0003682; GO:0003727; GO:0005634; GO:0006325; GO:0016604; GO:0031519; GO:0035064; GO:0035102	9.8751433467373	5.73508036296585	1.84051595021869	3.11601774615667	0.00183311240540308	0.00790494135730213	36	65	8	0	0	9	3	0	0	0	0	0
g12505	539.447352611394	1.635603707905	0.346545763873141	4.71973366410486	2.36153637036206e-06	2.42668654664153e-05	278	368	417	286	327	410	362	374	476	794	214	688	533	459	411	732	sp	D3ZZX1	I5P1_RAT	47.805	410	199	5	22	1233	11	411	1.07e-137	403	D3ZZX1	reviewed	I5P1_RAT	Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)	Inpp5a	Rattus norvegicus (Rat)	412	negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway [GO:1900737]; phosphatidylinositol dephosphorylation [GO:0046856]	GO:0004445; GO:0005886; GO:0016020; GO:0030425; GO:0042731; GO:0046856; GO:0052658; GO:0052659; GO:1900737	448.242694951832	2.13382334920023	0.349623320430465	6.10320657836273	1.03961332794589e-09	2.61307823529799e-08	531	577	512	331	753	732	283	187	159	190	246	152
g12504	123.774590198097	1.09094408323967	0.296006629434009	3.68553935878277	0.000228218807883733	0.00128353083627834	79	137	123	72	97	107	132	105	113	163	50	160	131	53	104	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.0169360191304	1.62493970942738	0.443111642260847	3.66711129758768	0.000245306041533213	0.00144911231801961	128	99	82	55	152	92	44	25	49	64	73	43
g12506	68.7527878734202	1.26165405316078	0.299262998221529	4.2158705241162	2.48816493778513e-05	0.000192261851038487	47	44	62	43	56	59	57	58	65	77	53	77	72	52	43	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.034457124417	2.61286964155097	0.664032592880905	3.93485149609153	8.32481535723243e-05	0.00057518354805503	82	71	47	66	124	73	33	15	22	44	0	13
g12508	80.0681961678134	6.62186866965989	1.47756882293321	4.48159745040803	7.40863892626125e-06	6.69489252947033e-05	0	0	0	0	0	18	0	0	923	6	21	33	18	23	36	2261	sp	Q9C056	NKX62_HUMAN	51.004	249	75	6	49	699	1	234	1.43e-67	214	Q9C056	reviewed	NKX62_HUMAN	Homeobox protein Nkx-6.2 (Homeobox protein NK-6 homolog B)	NKX6-2 GTX NKX6B	Homo sapiens (Human)	277	cell differentiation [GO:0030154]; central nervous system myelination [GO:0022010]; negative regulation of cell fate commitment [GO:0010454]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of oligodendrocyte differentiation [GO:0048715]; neuromuscular process controlling balance [GO:0050885]; neuron fate commitment [GO:0048663]; pancreatic A cell differentiation [GO:0003310]; positive regulation of cell fate commitment [GO:0010455]; positive regulation of oligodendrocyte differentiation [GO:0048714]; regulation of DNA-templated transcription [GO:0006355]; regulation of myelination [GO:0031641]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0003310; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0010454; GO:0010455; GO:0022010; GO:0030154; GO:0031641; GO:0045892; GO:0048663; GO:0048714; GO:0048715; GO:0050885; GO:1990837	482.40652103155	7.23375779639536	1.88388013803124	3.83981849501055	0.000123125304548845	0.00080912442648751	36	194	2207	0	10	2614	7	28	0	0	0	11
g15632	49.3514341831604	2.35126589363147	0.916576505901088	2.56526965124415	0.0103095649808093	0.0315630036304364	40	6	11	7	14	68	9	17	81	0	8	22	4	24	30	271	sp	O35386	PAHX_MOUSE	23.684	266	184	7	49	816	26	282	1.49e-10	65.1	O35386	reviewed	PAHX_MOUSE	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Lupus nephritis-associated peptide 1) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	Phyh Ln1 Lnap1 Pahx	Mus musculus (Mouse)	338	2-oxobutyrate catabolic process [GO:0019606]; 2-oxoglutarate metabolic process [GO:0006103]; fatty acid alpha-oxidation [GO:0001561]; isoprenoid metabolic process [GO:0006720]; methyl-branched fatty acid metabolic process [GO:0097089]	GO:0001561; GO:0003824; GO:0005739; GO:0005777; GO:0005782; GO:0006103; GO:0006720; GO:0008198; GO:0019606; GO:0031418; GO:0048244; GO:0097089; GO:0097731	94.9452488502863	3.21515841153696	0.900789645483507	3.56926661808063	0.000357981962611703	0.00199768103873018	55	265	352	8	6	272	8	11	65	13	5	24
g21708	1175.93945598613	0.979411699394381	0.388664180329707	2.51994330571842	0.0117373737644782	0.0350755131257846	475	761	757	1203	767	1297	1514	1778	1428	1391	458	1674	1473	686	331	1565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1334.08912549034	1.13159381957276	0.463638780003126	2.44067983175422	0.0146596451009103	0.0437293578737402	2052	764	722	901	2447	1353	960	1141	709	1231	809	1177
g7667	159.175529573825	-1.84062334884956	0.302278338541647	-6.08916721499037	1.13499526067438e-09	2.44754801061663e-08	251	328	376	236	411	382	169	577	32	55	59	186	68	12	58	24	sp	Q9D1D1	TSN11_MOUSE	30.709	254	157	5	31	789	17	252	1.18e-32	123	Q9D1D1	reviewed	TSN11_MOUSE	Tetraspanin-11 (Tspan-11)	Tspan11	Mus musculus (Mouse)	253		GO:0005886	159.631694837908	-1.47554545472522	0.47043326950132	-3.13656697003885	0.00170938392299492	0.00745511156556048	96	127	37	59	78	25	251	109	421	341	312	231
g7664	368.595949074263	-2.52774780095034	0.303065385647935	-8.34060212962352	7.3913194059101e-17	4.89122466665329e-15	443	867	1207	1076	577	668	764	1112	86	101	125	110	61	30	55	80	sp	Q8HYJ4	FUT5_PONPY	33.463	257	152	8	673	1428	94	336	3.52e-28	119	Q8HYJ4	reviewed	FUT5_PONPY	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5 (EC 2.4.1.152) (3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT5) (EC 2.4.1.65) (Fucosyltransferase 5) (Fucosyltransferase V) (Fuc-TV) (FucT-V) (Galactoside 3-L-fucosyltransferase)	FUT5	Pongo pygmaeus (Bornean orangutan)	374	ceramide metabolic process [GO:0006672]; fucosylation [GO:0036065]; oligosaccharide metabolic process [GO:0009311]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]	GO:0006487; GO:0006493; GO:0006672; GO:0009311; GO:0017060; GO:0017083; GO:0032580; GO:0036065	193.464845703378	-2.5214763163686	0.364750748077284	-6.91287496916756	4.74928521568818e-12	1.87770086210465e-10	70	16	68	57	30	54	377	459	452	485	208	398
g7661	454.798226541936	-0.749835186619368	0.196808084578048	-3.80998162868664	0.000138977118527281	0.00084505284858852	590	631	994	679	736	728	964	830	315	278	340	579	354	50	198	178	sp	Q96AE7	TTC17_HUMAN	31.993	572	311	15	76	1632	589	1135	1.95e-72	254	Q96AE7	reviewed	TTC17_HUMAN	Tetratricopeptide repeat protein 17 (TPR repeat protein 17)	TTC17	Homo sapiens (Human)	1141	actin filament polymerization [GO:0030041]; cilium organization [GO:0044782]	GO:0005737; GO:0005829; GO:0005886; GO:0015629; GO:0030041; GO:0044782	228.440662962404	-1.01482634415538	0.270820361727425	-3.74723059109114	0.000178797707369211	0.00110865991184021	216	211	165	126	48	67	441	428	300	361	393	299
g7668	10009.870738351	2.05926836505274	0.638548257479364	3.22492206490641	0.00126006966158481	0.00539705548779774	2880	6595	7283	2924	7696	5245	3647	6007	5294	6215	2025	7204	9891	35736	3465	60036	sp	P08962	CD63_HUMAN	33.533	167	102	3	250	750	75	232	1.26e-18	85.5	P08962	reviewed	CD63_HUMAN	CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Lysosome integral membrane protein 1) (Limp1) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63)	CD63 MLA1 TSPAN30	Homo sapiens (Human)	238	cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; pigment granule maturation [GO:0048757]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]	GO:0002092; GO:0005615; GO:0005654; GO:0005765; GO:0005886; GO:0007160; GO:0009986; GO:0010008; GO:0015031; GO:0016477; GO:0031088; GO:0031902; GO:0031904; GO:0032585; GO:0035577; GO:0035646; GO:0042470; GO:0043231; GO:0048757; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046	12304.0265047359	3.95833511040738	0.589167544001622	6.71852200737739	1.83577021098806e-11	6.53454536443816e-10	10747	6472	4352	30147	33773	11732	1847	1763	1447	1709	2060	1831
g15197	83.8934761230887	-1.67656115632295	0.361222750779552	-4.64134983941288	3.46140517843594e-06	3.40952836425273e-05	106	162	170	111	171	148	256	299	26	25	22	130	55	0	36	20	sp	Q80ZQ5	JAZF1_MOUSE	50.218	229	85	3	4	606	7	234	2.74e-67	214	Q80ZQ5	reviewed	JAZF1_MOUSE	Juxtaposed with another zinc finger protein 1	Jazf1	Mus musculus (Mouse)	243	lipid metabolic process [GO:0006629]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0001650; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0006629; GO:0017053; GO:0046872	69.6044119470046	-0.922739001090536	0.32371066589971	-2.85050539970905	0.00436498092233248	0.0162657480923392	49	76	49	34	28	18	124	96	67	166	92	122
g11859	211.98893733846	1.9407505825026	0.55921523639578	3.47048945771043	0.0005195107360569	0.00256189967842451	108	188	117	17	22	58	313	158	490	95	157	619	269	11	458	344	sp	Q9NQ86	TRI36_HUMAN	31.316	760	407	18	13	2235	26	689	3.86e-110	355	Q9NQ86	reviewed	TRI36_HUMAN	E3 ubiquitin-protein ligase TRIM36 (EC 2.3.2.27) (RING finger protein 98) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36) (Zinc-binding protein Rbcc728)	TRIM36 RBCC728 RNF98	Homo sapiens (Human)	728	acrosome reaction [GO:0007340]; mitotic cytokinesis [GO:0000281]; regulation of cell cycle [GO:0051726]; regulation of microtubule cytoskeleton organization [GO:0070507]; spindle organization [GO:0007051]	GO:0000281; GO:0001669; GO:0004842; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0007051; GO:0007340; GO:0008270; GO:0043014; GO:0051726; GO:0070507	436.048732489776	3.21489594054158	0.956379697070387	3.36152675594176	0.000775128465194379	0.0038314827201761	385	3270	476	9	10	501	128	84	46	291	53	43
g11856	587.799145545204	-0.618548602674543	0.229770489932399	-2.69202804440434	0.00710189731006889	0.023203482422611	1169	1004	834	704	986	950	1052	923	383	240	289	525	389	173	638	190	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.33e-49	167	Q923V4	reviewed	FBX6_RAT	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbg2 Fbs2 Fbxo6b	Rattus norvegicus (Rat)	284	DNA repair [GO:0006281]; ERAD pathway [GO:0036503]; glycoprotein catabolic process [GO:0006516]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005737; GO:0006281; GO:0006511; GO:0006516; GO:0006986; GO:0016567; GO:0019005; GO:0030246; GO:0031146; GO:0036503; GO:0044322; GO:0061630	284.429915408817	-1.82169646514093	0.330517139559913	-5.5116550614184	3.55475060051773e-08	6.27102483749202e-07	94	61	82	159	108	96	733	490	609	564	445	410
g11855	1.5492572525432	4.01154231147966	1.6821658162699	2.38474844315586	0.0170908035393682	0.0478646893190246	0	0	0	0	1	0	0	0	2	4	3	0	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69967229524552	5.14593192563932	1.77222061726537	2.90366327730673	0.00368824597928549	0.0141170254905971	10	1	10	2	5	0	0	0	0	0	0	0
